,0,1,2,3,4,5,6,7,8,9
2645,217084,297894,582,213379,219142,203865,278182,244315,292287,406821
2646,387203,327023,327022,315462,215522,238538,115481,307437,275322,272391
2647,195837,291004,325426,243259,251396,183014,221277,403842,403843,368236
2648,301518,337654,438619,436671,335009,87624,326293,398355,218636,183222
2649,298869,1559,286034,422464,157607,246159,277007,406153,153674,324412
2650,290512,318382,390681,137893,295006,432760,286296,298868,1558,217863
2651,299674,2365,144405,362266,429196,370664,290838,285724,425359,399770
2652,275273,202267,136959,290981,168494,350375,416112,285370,421336,343280
2653,515112,312887,174834,249950,515059,195201,251265,398802,351805,434098
2654,397344,280493,294152,111173,157810,237507,161230,140323,202764,174625
2655,371715,375865,168243,424246,149778,289437,416263,293652,157918,344890
2656,296670,342951,332290,371265,330517,360486,415618,296671,205052,224985
2657,372487,406763,281344,264893,324190,313473,433402,410910,213685,272457
2658,27378,16845,11104,51599,58567,88816,51511,73449,43976,3328
2659,18728,38123,37997,38121,35940,31552,31566,31733,31709,31561
2660,583,297895,394458,354239,268363,179854,401378,185141,340403,183818
2661,230335,157274,372869,277536,322574,389878,245899,337210,235856,287987
2662,333606,199785,227308,377528,139971,433612,180221,294695,251364,212656
2663,114147,153536,151765,147045,145544,150187,140303,142628,114148,138351
2664,60069,87175,55385,61216,4928,17298,118188,41537,50593,13385
2665,311548,147705,208440,397876,286657,222322,311549,419388,143943,368538
2666,238272,397869,176066,321883,209646,372655,223627,353728,327026,252955
2667,355323,190708,285185,229319,161734,110550,154881,302460,337445,192876
2668,16262,10767,36037,49251,44092,16523,60910,57264,55568,3812
2669,427789,2530,299840,116533,308497,261801,415469,408277,290998,156180
2670,198574,401181,377643,159194,377642,223671,153706,325892,286856,359079
2671,238073,419686,394459,186182,236177,186006,401216,204202,323893,419687
2672,411945,230529,149884,164796,215623,276258,257574,242693,214663,321760
2673,51301,108411,62794,97422,23289,93071,62473,28539,58990,11880
2674,59954,63218,41550,58351,3431,40611,36091,4924,47901,49296
2675,198785,163926,162130,201930,409104,272113,337787,168017,350860,229558
2676,267820,423607,157659,265130,250935,144803,205790,356275,413864,242554
2677,364614,195985,230677,226752,330851,319951,320401,293890,300337,3029
2678,329678,1169,298480,264166,151534,145594,251360,343897,437637,211776
2679,88191,85527,36926,117251,83317,95402,88088,35107,89154,79370
2680,245584,338444,242900,354047,245093,390013,230338,179323,260758,227590
2681,31402,75916,72644,39426,31580,31419,39124,30744,27277,39144
2682,40761,39912,43627,73745,57970,4755,43941,43581,7089,38466
2683,376780,384582,197459,146336,265138,228941,356583,282582,208612,218679
2684,14766,36262,27711,50509,52979,57441,47337,59991,66648,97366
2685,301979,110072,387914,490786,383620,523649,252138,154012,287703,247494
2686,304533,112592,402248,158215,337167,402250,412248,258290,353574,215
2687,63529,41156,11143,23597,49884,43546,10596,61433,40051,55861
2688,179522,167948,421503,414189,436278,181165,429647,435538,254046,232354
2689,431138,277237,413550,144249,222973,403970,367893,225544,285010,194992
2690,99544,7252,17520,10533,73485,39918,13151,69472,20089,7217
2691,147516,164758,359083,291938,244586,327991,389655,409216,200151,192994
2692,343907,265379,383760,315656,374140,403347,437799,413239,167138,271108
2693,286034,298869,1559,157607,422464,277007,227547,153674,406153,246159
2694,206950,365458,146166,231137,300818,108923,267928,282574,270082,294187
2695,17534,11353,49345,66576,43366,10697,66630,43300,39484,53005
2696,278133,265002,363853,338627,268478,138265,247090,214387,359423,282329
2697,43778,60885,4384,61858,62792,49647,104681,59020,51594,119306
2698,236,266757,250543,257324,194767,201603,208707,193429,151934,214950
2699,509953,398658,223941,193017,417710,240787,260409,255404,208125,273932
2700,235820,355695,395912,281041,216066,405192,261119,241082,206957,438906
2701,58319,7198,61051,43973,50441,23877,7576,39933,7473,27458
2702,61431,63719,21007,97334,23810,44425,47505,6986,43555,5235
2703,152959,406306,377984,401849,344760,289856,370318,199892,315666,259504
2704,12978,23689,40952,3608,43246,40947,58062,49985,16822,60811
2705,101210,14643,43524,49831,4143,41388,50646,60605,50113,44405
2706,190871,397725,416303,207798,167003,274972,323426,138008,397724,158900
2707,309653,283362,342275,283363,351169,396850,380807,149626,414688,409402
2708,316201,386050,312727,316202,417890,374908,277435,367922,290823,405184
2709,337605,235747,216404,362750,274045,364598,147530,267812,257661,181065
2710,369513,115511,307467,405983,425250,217917,176292,237802,315521,240263
2711,341146,374439,377091,257901,183711,279099,426778,216853,270246,407079
2712,358630,221982,228813,431461,227722,408899,141742,218156,275575,371561
2713,430690,116384,308344,253202,339885,252988,280498,161061,383782,374910
2714,8442,25027,117652,85547,92280,119446,61633,36797,33240,91149
2715,108617,300511,433114,379795,348413,340247,328740,402441,254114,271830
2716,50228,14512,50448,23887,44264,58496,14406,309330,391960,273273
2717,401531,167212,394947,419826,433789,422974,114149,1049,115592,1550
2718,432865,164474,310708,247889,159697,396015,345360,207885,145306,279726
2719,1689,138817,137787,115740,1688,115741,114708,1174,1687,113612
2720,63873,3275,14758,61172,53322,14736,23997,7882,49365,14347
2721,380120,191739,254618,156352,433246,436427,249198,183306,210456,368525
2722,293263,197303,385907,269798,330014,282092,228536,427479,385906,355031
2723,324539,377136,392280,438108,347594,278858,352127,159542,367407,339229
2724,30600,38113,38074,37952,31615,31340,31689,12724,12440,37949
2725,276487,354687,307863,336057,258531,286969,220758,234373,238794,115904
2726,311035,414195,258951,404272,229908,293680,191371,431626,371404,389332
2727,244192,432890,495954,207524,210580,294830,476389,298668,1357,417688
2728,162121,185316,273435,382805,283710,317830,111867,303796,315320,253012
2729,18728,38123,37997,38121,35940,31552,31566,31733,31709,31561
2730,224410,353907,329054,375194,357203,309474,210517,430954,274652,222198
2731,419205,191564,291122,182791,112416,304356,112255,304189,266812,235259
2732,20699,4340,47760,40294,61121,17444,33792,43902,49963,4242
2733,202068,403067,437666,238190,367585,403066,392959,158353,407768,326904
2734,256792,257302,356919,256802,333104,348220,189105,341996,150338,75
2735,380330,302817,110901,200805,162421,291341,404807,309024,117053,408593
2736,95468,92787,97461,94977,88708,34497,27921,95554,58605,118836
2737,100397,98501,37992,52864,120461,100682,99688,99208,35895,86875
2738,440505,239211,377969,359714,364334,176870,394920,393241,369491,180608
2739,47494,4854,14421,40579,41230,87179,44193,58010,56053,61478
2740,522947,523004,522879,522861,522893,522850,522900,523023,484265,463151
2741,336199,355955,263115,196452,188776,306379,114429,207166,347589,150091
2742,191529,169174,344367,238191,354829,2005,299315,399487,374451,249805
2743,200167,388422,439890,356917,291467,385120,217854,237396,358947,319938
2744,325713,155356,221212,325712,400692,436440,203507,346062,150900,115275
2745,327864,116204,144096,395570,308163,257401,394065,212215,182641,256454
2746,508719,508728,508691,508730,508722,508724,508718,508698,508699,508703
2747,61222,66621,57600,60342,40886,60053,50479,14519,55817,4972
2748,21061,100424,99944,31692,120242,99169,17391,63580,4224,121836
2749,374897,352461,263453,223128,295834,152884,212734,368046,339713,345387
2750,406154,275218,413090,329393,223148,177251,191506,191974,324413,373800
2751,249802,150163,428026,188963,269538,193136,298177,866,365925,244568
2752,163057,414224,418405,347743,213704,112797,150092,142436,112796,138367
2753,191386,427322,374158,205400,258047,413428,327226,393125,143447,152077
2754,392269,376985,223561,437800,238093,422955,398980,109908,301815,273891
2755,192632,228465,111942,245316,303871,181907,384588,386015,345363,321213
2756,53291,43492,66691,99552,44095,4141,55405,4144,57532,10903
2757,23927,73636,73530,63408,53245,84111,20399,94735,98819,118363
2758,360668,229953,152231,146775,177099,182974,156915,147773,424100,186556
2759,160515,215807,405662,319490,366592,249444,396879,427465,406947,296349
2760,114147,153536,151765,147045,145544,150187,140303,142628,114148,138351
2761,109773,115912,115911,109608,114459,115770,1722,109609,109774,106406
2762,157649,248755,272951,428490,232136,264625,248482,301806,109899,211216
2763,239327,355343,399779,403856,274105,403855,405519,239909,399778,183166
2764,152324,359878,137696,339086,146016,239148,307704,115745,177898,137259
2765,31359,57112,39083,48967,35648,38056,31666,31622,31564,19839
2766,138340,259464,288747,335892,234649,148676,140504,428652,140604,154466
2767,154940,203151,236371,205032,289917,382091,304079,112147,366434,319511
2768,419228,245364,146646,155767,314366,187150,253821,346230,167940,213200
2769,246050,190354,230319,401996,170513,370302,140084,422785,338920,165475
2770,470189,494164,467697,490665,493295,461343,483117,490808,466244,473056
2771,405,297714,314850,242844,401049,155221,183741,137095,247784,196469
2772,307984,116025,417856,186138,208130,326695,340519,280955,347124,159665
2773,12765,99968,69517,98405,37974,31410,102305,119994,38234,99018
2774,11011,38487,57534,16000,73643,97338,41826,58489,60294,70070
2775,116045,308004,399591,238656,234215,385714,390983,260820,354843,184709
2776,372372,193398,167223,366773,357416,355347,145333,414235,173386,242429
2777,384586,259320,352590,428959,235363,302769,110846,421128,319450,254900
2778,287161,422136,280520,265600,309650,236349,357362,191096,297861,549
2779,234317,402610,363864,363865,254836,318874,286160,210389,207494,217705
2780,10522,44058,17366,99576,55999,57221,3286,69372,44066,13064
2781,345724,382216,161565,155771,180932,159128,429304,148977,408382,143317
2782,365272,197415,205036,161054,160347,137437,342924,348041,184612,400860
2783,438733,381899,178999,340868,438734,138905,387970,406937,284680,176171
2784,112128,304060,372532,165608,146163,147830,325226,344734,344733,299977
2785,47472,47177,90615,59632,107740,12758,73107,99274,8507,122857
2786,141962,321762,256848,337785,282140,168619,238447,150417,409103,224794
2787,93015,61612,88206,22986,58839,93010,48313,97528,87986,119301
2788,211089,413264,367586,356327,260004,292627,260489,432939,205385,428526
2789,150242,321558,293653,190412,347696,297166,189617,419366,360556,368338
2790,193452,216236,224532,409230,224840,221956,343088,287619,414836,212683
2791,340256,300990,109096,197612,353773,228176,371927,196373,431999,213737
2792,207819,287340,348077,177585,380500,113283,305230,380499,424620,168943
2793,351344,406657,397902,231026,424922,198580,208220,275495,351343,388573
2794,164732,201141,276738,147703,177868,202989,144186,191403,224916,160431
2795,315496,143463,437790,183372,406127,318677,274420,340536,426488,415117
2796,237209,207927,248743,231841,378279,401980,178131,162968,292583,276304
2797,387052,240240,356908,168163,277605,213134,265715,176089,414834,497684
2798,227273,295008,428362,221117,140051,428361,279959,144914,269742,208867
2799,423443,114988,306943,250380,420848,2505,299815,207186,143252,386033
2800,1703,193295,181686,166725,175828,114642,157151,156457,114643,116052
2801,250676,274588,164797,169391,273334,370620,395233,275847,347126,182962
2802,183316,394462,277839,430168,167295,256194,279277,145297,158814,281986
2803,36224,36226,63266,17647,3443,61064,57296,11044,49309,10908
2804,407904,197202,344731,374615,245070,154899,250200,200799,144365,355151
2805,301659,109757,335735,141979,206884,410468,199231,221168,210179,343747
2806,183112,193405,370637,329993,153641,413414,403513,423103,186757,225464
2807,438438,318534,428525,331311,195080,438439,299182,1872,152234,319189
2808,174645,292145,354100,357395,377533,586,297898,337059,268581,382645
2809,10807,47540,53972,8719,23238,58984,51951,51228,59460,59480
2810,156707,299012,219052,261001,109772,198675,231289,1702,109771,242986
2811,330673,375527,150715,386712,179260,404771,171230,386711,165119,411927
2812,93919,99022,97160,98847,93520,97114,12712,31312,31558,98365
2813,55819,43917,7454,16614,53084,7175,5129,17546,39936,60623
2814,17026,47582,119642,92189,47507,57438,92111,34494,100532,7558
2815,308327,116367,140013,394060,251688,261642,238605,221199,308478,116514
2816,224800,399189,157590,378478,155986,349713,339886,331967,330176,112145
2817,111356,303280,414682,380288,358613,181921,389515,161789,231739,288596
2818,221842,406798,325072,360386,320956,252331,355026,187948,272442,312862
2819,141351,162410,149422,161582,139924,148745,159546,115305,115306,160405
2820,17640,97404,13126,16321,49427,10899,13118,24083,11348,17236
2821,343108,388193,262354,371269,286763,328182,293510,397210,350177,197215
2822,394626,373343,163730,177607,196444,216275,385145,243821,376211,351355
2823,261197,195331,413058,230621,270415,331273,253846,302107,110202,399323
2824,157630,177789,224808,210505,380652,373180,195530,206088,275763,261672
2825,31359,57112,39083,48967,35648,38056,31666,31622,31564,19839
2826,169937,271691,403968,151336,244186,248164,254726,306930,114975,177170
2827,2641,299953,397339,248669,290235,240637,321220,368180,400180,240909
2828,376173,329056,172605,309640,333242,213618,239999,360932,247081,267493
2829,430972,315996,270821,296320,378614,176249,415276,220813,347588,326858
2830,291020,203605,414086,374918,198886,370990,287427,276598,238917,230943
2831,241890,434559,319008,208051,366579,178500,256570,143152,430665,362246
2832,142323,283537,326438,440520,183537,253607,258500,231164,153974,223856
2833,235661,386014,2477,278756,299787,194189,231052,295799,240870,116488
2834,429649,296841,431627,285985,327994,277077,372665,435540,161051,439337
2835,201427,414185,158837,219918,177838,246365,238522,424093,224095,154844
2836,388191,360494,192382,173039,142682,160109,382231,193207,336688,336866
2837,278159,360653,169973,254284,311208,224409,311396,326259,431799,269215
2838,164472,360660,265936,148529,259146,167628,208539,264843,201008,248246
2839,329410,276908,216991,220996,419700,222022,158292,406984,206492,261500
2840,377501,247284,405644,401354,344068,153738,338437,161082,398201,158992
2841,426141,156574,153281,158835,153410,222048,229000,383096,289896,410131
2842,139479,324552,313490,295501,306870,147444,281068,114917,147762,288132
2843,371137,322091,116879,308846,2868,300178,337803,212548,257276,405682
2844,60087,66795,5115,23998,49544,66784,41939,49532,43395,41658
2845,258970,411092,270705,147933,208775,245961,247756,225678,321077,163064
2846,314040,203784,266110,110898,302814,208120,161360,245239,210092,193886
2847,398228,377530,426679,198602,310021,275169,171533,264276,388731,412603
2848,57515,24036,17515,57579,43574,10806,17487,24041,63374,55547
2849,223135,228206,340725,228227,351832,298210,899,145013,277032,190452
2850,294373,194064,164612,426682,201191,111708,303637,210406,259941,194052
2851,203471,263626,230064,370478,343909,313176,359880,426486,145239,438572
2852,150278,431777,244228,322528,412723,284144,168376,317947,199940,254245
2853,386177,331580,273118,291120,137292,239982,285529,400183,371525,196238
2854,30225,43245,14677,16519,16503,58187,58161,40840,56558,57555
2855,396875,313662,384266,231319,157903,227267,391326,261182,177127,158911
2856,191011,428162,147181,188321,161711,313016,271026,175377,402885,383417
2857,415634,400239,152427,251320,181592,264070,245216,414080,396897,291007
2858,436288,321421,285199,439210,400208,275943,325065,336699,308824,116857
2859,190424,370975,198971,288307,379995,345123,116544,308508,389193,193102
2860,52982,59967,4255,47822,36259,44449,55875,73412,17034,4725
2861,424251,212017,325700,386546,353091,112585,304526,411917,262959,233294
2862,218177,245847,398963,197835,256380,323014,246869,266742,238024,230320
2863,2834,414058,300145,210050,372680,112289,304224,197584,277859,141329
2864,378454,142010,157186,223894,183040,144871,180864,249606,274877,181483
2865,1689,138817,137787,115740,1688,115741,114708,1174,1687,113612
2866,49196,63855,11177,57544,69810,100144,43062,49784,61444,11378
2867,359905,319035,244673,373802,286396,201690,340742,361377,137946,292791
2868,281017,153803,211981,438135,316200,173835,415150,430687,286621,261110
2869,345738,250851,206391,205955,249797,266488,212368,250174,221716,386206
2870,375081,230864,403840,212265,332135,282325,358027,389020,345578,290835
2871,179971,177185,168597,139796,154760,176543,400071,285048,223066,187932
2872,60442,41533,57972,80768,59752,42154,89602,62281,50394,97325
2873,192001,284828,225898,161989,163064,247756,147933,270705,205246,110364
2874,214903,307368,402254,115412,430124,414681,236988,397877,317445,373156
2875,184730,267875,324098,312101,137766,244177,406993,154777,188453,224540
2876,402601,346545,314853,346544,426355,245008,169676,160592,297885,573
2877,483666,464404,478506,462907,482060,484445,470290,459170,458305,459004
2878,270292,212790,417885,335774,374759,406802,162831,316031,202400,331642
2879,321415,251981,345899,414186,213568,326075,321414,330676,250237,204068
2880,31449,97254,97068,37933,118164,73197,97042,120420,97198,31638
2881,21036,50076,4869,57446,58009,20596,20582,53103,23885,50103
2882,205642,268309,361095,428006,394198,405628,326044,199163,480958,489643
2883,252711,435576,406344,311587,115306,141351,159546,161582,148745,160405
2884,173685,306088,244038,299022,149417,187307,246572,1712,114139,251494
2885,379652,405488,307330,115374,167538,353926,309336,273047,303461,111537
2886,190523,273409,258255,146854,269989,400055,288175,273845,314017,170042
2887,353452,314191,314192,236498,274768,297203,411770,146993,192841,320105
2888,177318,405620,290006,150731,288894,225587,184715,477095,304520,112579
2889,245083,361043,149799,264249,340242,440054,158838,20025,204935,318389
2890,284648,222986,298628,1317,261815,415259,438388,329817,188333,323004
2891,341613,146608,251008,385081,200102,511781,152873,242054,374849,427257
2892,191357,195654,291786,401029,178737,360838,258730,162672,372069,174015
2893,367729,201408,286233,434728,418216,316179,319155,216778,438735,259965
2894,241857,426785,374612,411432,356113,310540,313999,148973,328339,381892
2895,392921,288619,437294,417093,432722,156830,335265,377956,398648,203845
2896,108590,195750,187430,164899,173991,112590,148239,145661,92,153900
2897,272953,310006,232141,422810,221273,158139,171177,206622,364204,194531
2898,223488,385420,270132,377145,221376,259252,290540,170555,181530,318865
2899,182467,111194,303116,421659,183894,379627,427436,342770,231709,358461
2900,111032,208694,201352,154278,187065,194784,150195,154616,142959,152764
2901,340037,292102,327198,338598,343247,437293,225812,238385,398958,391756
2902,345557,239399,362583,224985,371265,199479,251848,382234,296670,212582
2903,147181,188321,271026,175377,284142,324027,383417,191011,428162,274903
2904,238620,229697,344952,247361,257791,201934,137964,420528,406969,175559
2905,186367,417695,173825,307660,115702,244833,394762,409530,234942,294967
2906,74815,118885,88491,88622,24995,70243,56397,97757,118605,95723
2907,319485,276361,110708,302622,277711,171761,397209,236638,293248,288315
2908,326429,236008,277115,221951,431814,150338,208180,428036,291800,189105
2909,354063,242011,390318,289130,361265,220158,428007,409961,181524,115625
2910,166382,431120,409543,262063,369158,357367,161154,309810,247458,187288
2911,273178,169241,193033,382100,281688,236874,193840,193892,345132,355844
2912,144288,303289,275982,297370,224215,225297,234696,73,111365,167784
2913,17506,43643,80714,40832,73469,20114,36406,59955,47880,17496
2914,438264,154572,153787,263859,251628,264120,387988,178163,262255,210022
2915,403855,239909,274105,405519,355343,239327,403856,399779,213223,436840
2916,147547,422598,261846,361349,318675,434248,407259,437638,261706,326404
2917,163749,269009,272604,376950,349688,222355,214021,378930,149617,370781
2918,281515,219350,156549,360460,141706,148034,143604,142351,358139,265116
2919,36341,70116,70219,17129,62239,93014,66608,61025,17256,53052
2920,27150,31714,31520,31675,31429,31296,31662,12694,15777,31428
2921,349697,341018,324711,220833,237697,142413,382071,227564,358014,141365
2922,49410,4510,47901,4924,3431,47299,41550,4202,15983,13955
2923,88291,119358,119767,119077,94976,88298,88849,95753,88693,61606
2924,343082,380621,405627,197828,380622,239781,210954,231367,390313,315463
2925,154537,259500,233597,230456,223229,228163,195070,163477,218931,229530
2926,41653,101163,57545,61472,14097,60332,7885,5142,3277,17741
2927,397380,418878,110713,290982,302627,218156,371561,275575,157683,149357
2928,290997,158281,388205,342293,252045,268726,217696,262884,316821,206047
2929,430523,181608,150469,228536,330014,410961,232797,143918,360224,279692
2930,299302,1992,221145,395848,376779,272938,256104,234068,306211,114261
2931,2828,300139,280230,242333,264055,154582,198410,253274,154887,206213
2932,218442,404438,218118,188221,321743,396214,265082,308823,116856,286911
2933,206877,369692,149700,349073,383282,1057,298368,145290,217193,226296
2934,230022,160311,312220,327047,340053,401680,370152,440636,149282,177107
2935,233959,398052,252606,353741,180331,224186,191101,389843,170210,73
2936,88444,88295,119177,93106,21466,117517,95064,88922,58701,94839
2937,193468,178091,200655,289813,298324,1013,329368,307986,116027,347127
2938,249027,390189,322741,333274,239159,258876,254777,217517,203731,314719
2939,60643,17274,23759,23592,23628,63249,4392,13311,16581,13198
2940,382591,357051,345067,365260,375180,150412,152785,149000,158906,251038
2941,223913,300136,2825,386716,242706,436274,314355,252181,198034,391774
2942,109099,300993,359284,194639,433124,369360,436662,258738,232083,229978
2943,187932,223066,254831,345778,222659,149071,389030,216766,139796,168597
2944,144123,343474,333261,377353,108780,300673,215574,203083,147378,265590
2945,210357,285159,271796,266705,249033,266005,261095,141341,166428,170374
2946,47099,97293,97177,86148,38089,68923,38199,37980,23426,31298
2947,306871,114918,418387,418386,165950,252722,146726,360206,284843,395415
2948,298056,745,388791,234508,197412,254050,287009,254231,359737,324069
2949,40366,53377,20541,44357,76898,44212,100499,323578,323577,158028
2950,190407,230259,254766,347918,260977,321450,321943,386587,189794,415798
2951,38102,38351,38322,31539,38078,38106,19677,31579,6458,31465
2952,397567,163020,222857,242404,388351,146287,323264,350858,325936,157488
2953,203447,271556,217148,239601,187598,206336,224148,114638,178444,234041
2954,248289,341463,268351,431615,267043,414178,429280,296824,229473,277411
2955,292090,424911,224536,430276,244017,230854,333232,214323,157035,380620
2956,14769,100198,57861,47835,41250,61046,23938,43974,59980,58378
2957,309651,304880,112938,427921,351168,317462,428031,193022,262195,111529
2958,139474,309507,291974,376201,169676,353933,409572,191840,256937,430327
2959,213916,191603,170190,400749,243582,377375,348910,311919,217346,183527
2960,473546,478705,475654,483037,480192,461987,476228,482656,474926,484341
2961,325579,379978,211907,375552,360754,419057,427769,375551,300330,3022
2962,164675,374862,363518,172930,311196,209794,267567,344885,293841,235309
2963,2668,299979,257701,276139,253556,251410,218517,192448,229678,274986
2964,24903,95740,95628,88991,21450,92991,6068,88612,34577,37065
2965,393774,388068,262568,246515,144972,255380,146168,217061,290834,149406
2966,228157,421851,160172,211042,353768,278572,253575,440834,257553,425103
2967,234672,408699,158338,270709,184239,266566,379619,145842,385104,243088
2968,181907,384588,192632,228465,321213,111942,303871,245316,372795,231035
2969,284821,392590,390788,428623,222818,139130,391610,267080,367378,276833
2970,339546,221519,147578,329988,347585,413698,418536,418537,237821,378931
2971,291118,415918,225569,302770,110847,332088,173294,303868,111939,316471
2972,141082,181457,174992,174715,164792,149538,50,148916,155308,167568
2973,375202,114978,306933,352598,319460,139628,249738,247310,431139,180308
2974,339258,196559,235038,428351,189623,434113,423296,377997,230139,166371
2975,252390,327240,393278,213660,405192,241082,427806,395912,261119,401877
2976,296492,290324,378940,233859,171618,280802,236668,215098,144753,435041
2977,156387,306968,225954,264745,140737,201259,228998,115013,140645,229883
2978,167226,280267,316486,432570,327521,271552,183442,225214,267458,439334
2979,148198,310272,368230,250216,174768,356955,316510,156180,186102,355191
2980,402884,346666,186801,373610,274428,373303,390312,484265,463151,522900
2981,176365,379917,308617,116651,196965,373743,280715,419193,427257,270406
2982,249594,163326,409055,159153,436622,138901,350830,385113,427570,416448
2983,182976,356432,423610,159320,404598,155306,384422,397198,276067,393084
2984,214708,356944,384819,426184,414712,348420,138856,358968,440533,211162
2985,10761,55717,47849,49518,55585,15986,23960,14741,57406,23771
2986,382396,372664,248630,270208,432881,397366,254324,159075,147534,307081
2987,14607,13289,7414,14691,17660,13066,60781,55531,11287,50024
2988,348577,256291,342145,249121,155951,269256,359116,342285,342286,229113
2989,47426,61475,14094,73428,40561,97382,41151,4145,11020,43818
2990,311050,378954,389337,344744,408567,231603,272330,141705,421335,330688
2991,362756,345567,192288,328036,362755,347733,244050,287364,310573,138783
2992,404284,215631,286105,389338,316809,337763,177772,112288,304223,337762
2993,312393,391182,410799,402018,383616,406644,391176,413430,352308,415141
2994,168451,335582,323859,282611,306578,114625,167931,357709,367084,440499
2995,356738,364922,296821,282274,314164,330317,429141,179937,198694,404760
2996,249822,204893,367114,227905,270459,344091,205753,213537,440666,365946
2997,31557,86818,38075,73196,26702,38046,47124,18492,19859,72080
2998,431017,248950,414084,247977,284875,274928,193164,337481,176915,177568
2999,263621,215410,304222,169827,99939,330689,213256,195461,337615,216406
3000,389850,111364,303288,151477,239950,227026,369002,178068,156045,152941
3001,389200,166546,190204,386411,239975,275363,264937,386410,286549,415803
3002,269191,372834,235228,197982,328152,265940,221118,427283,189644,144080
3003,206537,226030,413249,290526,347453,426999,352138,116058,360043,290355
3004,286687,403340,378277,154525,361345,434396,208100,268638,1332,165821
3005,170581,305772,252182,272665,195246,236525,113826,193952,141698,150726
3006,284146,237978,437619,298661,1350,219839,361895,376960,383245,329370
3007,231582,340708,256403,339238,217526,242675,301819,109912,167210,312546
3008,266371,147371,328912,178783,292132,440364,574,297886,150093,346703
3009,382564,165010,356892,404947,337578,397528,260329,275989,371712,424415
3010,9008,108341,56805,25638,62268,8522,51136,119807,69991,99124
3011,112609,304550,202513,216472,343462,411933,154924,368691,138164,271405
3012,405336,415972,421022,356479,213077,249173,152163,429696,342826,328203
3013,377686,246261,139367,419827,156878,271273,307721,115762,344268,160654
3014,357365,409539,294677,317797,156409,216547,254559,180149,433771,209900
3015,186959,217755,219321,182927,206121,350865,24589,95716,288690,188270
3016,150446,397338,302930,111011,162905,176316,308630,116664,255033,116665
3017,55610,87168,10594,63249,73645,13311,66561,10769,23592,43508
3018,282547,279706,423424,256081,302445,110535,138323,153110,174741,223660
3019,375850,204617,193039,409366,328880,200127,169823,138380,196409,343077
3020,420708,396243,286712,207147,342653,296702,291185,230806,140872,286248
3021,109773,115912,115911,109608,114459,115770,1722,109609,109774,106406
3022,429171,179731,242272,198835,296201,372175,515872,410784,515875,515873
3023,388959,183250,331443,277296,362073,361437,418038,354837,140081,193776
3024,235586,319177,272573,319021,221834,262848,273924,166085,186659,295506
3025,247722,394785,394784,347140,269312,249679,282659,151677,139834,329537
3026,163509,271694,408718,260874,117031,309001,235123,221899,267927,112440
3027,194189,231052,299787,278756,2477,187342,235661,213416,391303,386014
3028,210357,285159,271796,266705,249033,266005,261095,141341,166428,170374
3029,51093,36890,93035,74510,89150,97459,31812,117490,93358,89528
3030,279546,426471,267591,395395,181623,340687,246580,355954,110204,116039
3031,87129,50425,63274,61032,43836,50108,14331,4513,99553,41200
3032,140276,184392,178017,174933,141770,175175,148966,117033,3019,169298
3033,52933,43301,17004,47331,16772,10897,50046,13233,39492,55436
3034,330543,203793,239606,350195,396067,425306,143339,332488,279093,195483
3035,239599,371908,414540,156998,402435,148411,328897,277553,436979,380803
3036,363535,281405,416617,259529,259935,205195,108767,300660,192990,397884
3037,223753,352970,195075,249507,247658,194940,143468,153291,191024,397228
3038,305592,113645,359129,156220,148407,400569,322744,210820,318710,314865
3039,202895,325909,240988,248990,218656,147682,331769,336846,308810,116843
3040,66751,16967,8139,39915,3560,16869,58460,40928,7195,100524
3041,166551,225211,312326,391136,391610,139130,208612,211904,194475,282582
3042,151843,193720,380823,199344,436320,238898,294048,394283,283058,380822
3043,312326,391610,225211,139130,166551,222818,286786,390950,194475,391136
3044,405342,220026,375073,153022,438900,427627,429184,259365,269499,281016
3045,364935,222235,308979,117011,316957,256226,186193,225058,221494,148794
3046,63360,41125,57783,55461,57469,17189,172385,407119,112463,304403
3047,527417,527381,527387,527339,527353,524104,524119,360838,162672,258730
3048,57495,58233,63330,20849,47990,57203,13260,17246,49346,13107
3049,416443,206657,178925,393731,169339,182838,408891,290091,332804,255441
3050,309314,199000,146785,159352,249388,350971,363538,363537,419666,368834
3051,204623,413102,155118,347158,344264,269324,438432,155365,344265,422463
3052,287694,259213,240433,186142,272544,341683,160868,336089,276902,201213
3053,154844,177838,224095,238522,424093,337760,371721,156884,158837,219918
3054,41173,40154,66846,58168,5242,41657,69850,66866,44980,60356
3055,43519,53046,24181,43576,66772,13426,11088,7881,43916,59989
3056,24191,20370,61517,14061,20148,41906,14860,50270,100092,20034
3057,151601,175407,425670,187767,237823,375886,358948,215594,343463,225945
3058,91283,58580,48387,37063,91150,55911,31296,31429,15777,12694
3059,257661,181065,2665,299976,364598,274045,293513,235747,337605,435215
3060,40703,16119,49825,49798,16124,20068,10790,43497,63415,24032
3061,239613,267232,156723,407094,420850,387980,370958,411108,224757,232282
3062,69626,47216,69573,60519,40514,60372,73542,56011,12967,12993
3063,204535,151699,413714,206498,159803,246316,415447,418553,360377,242581
3064,277007,227547,157607,390835,286034,428359,1559,298869,262427,318383
3065,49510,57584,7884,66803,11134,100075,53364,39884,63853,39996
3066,305716,113770,289927,310122,202804,260222,159233,403640,376296,328678
3067,296824,277411,429280,414178,229473,341463,248289,431615,268351,267043
3068,338296,307038,115083,113289,305236,400730,208863,217329,338295,358961
