,0,1,2,3,4,5,6,7,8,9
842,426281,361500,399299,295099,340501,290793,189506,418000,234968,376290
843,512391,512369,512384,512390,512324,512345,478367,512323,512395,512400
844,167169,206322,159329,223529,343541,359990,339513,292692,335377,311823
845,175914,169085,345337,256435,225923,296460,155765,161323,158462,319736
846,318645,395209,233936,260239,163666,150164,251566,271937,270081,185253
847,270008,327828,350358,138538,427112,146959,212458,238418,205870,268696
848,303131,111209,363053,389697,414381,337780,373028,388425,436303,237928
849,482327,478357,471481,488808,475265,479165,485073,464432,477182,459323
850,213775,208078,226772,145393,389994,228221,371719,145366,320365,375019
851,393877,357056,360728,159224,157387,431427,376153,228844,202565,206514
852,36779,14884,118140,119993,99856,117791,117876,121460,106262,4573
853,36748,45291,8129,45153,50288,44472,31820,50414,47503,40680
854,41936,23970,76867,7243,45532,21645,66968,60574,73788,101185
855,145353,435699,317101,226143,341825,266975,238684,287184,152899,151302
856,513902,513896,513890,513909,513910,513889,513891,513906,513908,513893
857,386701,249160,436601,346061,414670,213105,421657,242318,154321,376153
858,237086,115135,307091,304041,224754,112110,379276,198427,295985,435188
859,247818,297881,569,225990,331138,323403,492982,483273,488475,464101
860,229046,115630,307586,229018,115629,307585,301636,109734,323701,431595
861,402001,402002,340372,374131,187733,437805,284511,254856,426632,383600
862,392803,198613,205447,188579,315313,357736,289785,215119,419830,367271
863,370004,218928,347298,275315,242450,373974,359908,388862,423124,388863
864,311554,356910,431269,368835,238936,303281,111357,294501,342929,291614
865,366880,391620,1996,299306,356264,246555,172483,344193,265527,385701
866,181405,330310,138359,361778,404587,293059,265175,234109,243647,407889
867,222469,361283,324046,373959,256045,204412,137345,324214,198294,260323
868,403187,312526,275450,247078,331456,343903,198948,385563,162043,248687
869,361355,361356,236199,115743,307702,160562,395257,171689,313181,181261
870,12715,67926,39393,39312,39383,19848,38088,30059,37920,38275
871,194171,195167,292254,268415,170807,425068,261731,309634,263526,268568
872,251751,344394,236987,249212,310146,164059,312217,113256,305204,428495
873,202156,395401,331928,314008,273923,420985,392912,310548,184547,165753
874,467137,463993,485698,474833,490735,471142,467737,487493,485697,463496
875,366878,391615,329969,192349,336020,423414,173231,403962,324344,234604
876,244851,218941,389534,197620,429833,372857,237150,181388,255578,215589
877,222673,310869,303890,111961,158952,393218,146706,245056,379274,429151
878,269711,245770,335761,354547,377679,239694,311729,318883,188604,201029
879,313020,139077,268393,410456,373620,312213,209885,250679,264713,425219
880,331902,396514,111333,303257,250401,431950,379950,206842,350515,187244
881,108743,112654,112576,202,111662,112575,200,108741,108742,201
882,411439,362736,313650,184262,250559,367720,247996,179757,148191,174501
883,168801,210901,141402,399890,374462,286968,278061,282396,141425,438871
884,1717,299027,347297,252229,385425,381614,437654,209332,433947,357900
885,391736,359077,152186,175304,368955,351471,273879,203912,422422,380766
886,341822,256860,412082,152110,289386,363210,356752,238372,392123,297182
887,326867,328143,328314,328707,328530,326708,326707,326706,328317,328145
888,170031,235459,423292,341022,223476,327707,341023,278233,174499,150452
889,221967,205168,382242,214694,370965,404144,237818,370966,388060,279290
890,265705,196184,393923,173577,241097,321258,139476,216358,439211,211650
891,466565,479152,463447,491324,478371,485075,478955,473679,483912,481681
892,293259,290598,216235,287247,404143,293258,180006,187182,277374,319493
893,396352,396351,311011,167059,372054,321890,396524,139152,297361,182455
894,141596,292773,275244,145486,361928,407758,184027,299016,1706,349540
895,317630,140282,233336,283684,369832,409382,246456,338262,323557,169251
896,310368,360468,350160,172472,293658,310367,174819,256181,371529,198593
897,84,138044,136839,111212,113124,111213,106211,113123,3032,83
898,226871,170350,421670,219645,111344,303268,239488,278114,273570,224
899,193409,232947,376469,292743,168873,144634,256117,281220,183481,171803
900,291329,196828,288040,409095,436295,363049,341668,397391,320269,233279
901,274691,359525,372294,315457,251023,211938,381091,383738,437445,168202
902,148019,422619,361941,378148,152047,381917,224277,324731,150174,377321
903,398028,262519,398027,206514,178301,376153,159224,346061,314673,408544
904,256076,342159,230461,395893,148525,174700,204074,400069,429503,404445
905,408258,230957,366746,331941,228480,391163,345100,327866,267879,339702
906,426628,221528,140268,141854,167504,354996,331937,316169,350006,431132
907,276107,220235,140512,271471,400379,274874,228503,439737,187222,431470
908,299162,287392,1852,260064,180088,366411,344934,428825,264165,408874
909,138048,439553,239496,321441,429677,146418,388203,320112,180460,271835
910,422593,184170,327043,318363,318362,426163,263259,156046,388777,407252
911,352591,190575,165064,261704,226273,258439,160724,179839,261547,356587
912,414198,404275,255199,345901,174364,180422,117012,308980,310872,178712
913,475020,467784,491205,481314,473479,479025,482477,476230,481485,478579
914,289299,437770,225120,327004,295457,378916,312186,277467,354659,191353
915,230396,284642,230119,351778,191686,390767,310252,292564,1649,298959
916,182548,349049,184017,373962,331128,426338,143188,343578,322704,402895
917,301959,355513,90586,156847,200165,399162,203129,340542,137539,289453
918,144985,212094,197932,171766,222442,393225,280838,241010,393224,336679
919,335454,309663,342290,250684,251907,260992,292127,392612,393886,402711
920,336507,364443,223502,375205,285683,429476,377116,404123,384606,296662
921,140941,282699,277866,428823,185562,376978,146274,388966,327543,284509
922,395710,356271,266497,171138,341318,429295,302614,110700,377108,319470
923,38326,120050,121823,120042,91838,52886,93921,35890,12704,106991
924,236854,287730,270553,164241,247929,277594,203982,307540,115584,351692
925,294008,210737,207033,279627,261466,427265,396512,461290,108579,300473
926,230376,408244,194987,407100,192924,287751,395724,319318,316342,247390
927,53281,40386,73396,13515,47630,57828,60326,66896,13587,57912
928,424916,271964,174923,206864,191310,294667,392773,219610,373148,47
929,195688,261595,174606,238887,268626,342922,177780,430111,202763,379616
930,349538,323049,146039,329699,277909,153042,253614,158995,410470,313039
931,154372,265878,430283,240954,202006,218209,211452,436793,419529,213452
932,428830,385415,364348,428829,403360,301486,109589,144875,208968,410294
933,264144,325400,178466,176960,371417,225165,319782,372688,358635,143484
934,114636,306588,354686,217327,438426,164567,327056,245862,244132,295176
935,253241,284355,336216,347456,347455,173244,319178,393265,265124,398994
936,239393,381286,274838,433462,152278,376525,388718,264719,382800,220848
937,433914,365907,386547,252710,268396,249318,159070,213794,322358,223952
938,388057,396883,341194,255406,255952,110386,302293,272712,423628,386048
939,392745,329971,423415,360170,324346,319138,216680,152248,423755,184716
940,150814,408054,250191,195788,286333,341167,360187,216420,339549,224677
941,345195,243321,430981,324866,273742,237059,152103,258163,266206,247852
942,248468,234498,279824,347141,240156,344762,280461,172697,203665,238478
943,401363,380969,309831,314981,240645,348741,361114,323876,265683,373467
944,276008,238056,422970,413074,390991,145927,191217,197821,292766,428835
945,110050,301956,381571,278077,277735,221046,367243,299149,1839,227675
946,122086,123303,120667,74569,136708,122246,53823,103595,61544,70686
947,496773,192012,141346,338774,335588,398376,157339,373639,489620,309995
948,246570,359068,151029,372986,168998,257809,137593,215175,155360,283181
949,394441,317820,331138,338780,310157,351676,477136,485087,246112,432598
950,235840,242793,265502,438379,278074,410601,339201,216353,311846,370451
951,366407,312705,219440,434410,313181,275164,171689,395257,181261,160562
952,139365,296192,344932,161094,229422,296193,361625,233588,399592,156543
953,139146,401671,191547,323864,216658,409700,180908,196313,115712,307670
954,312529,280947,149930,189626,208591,230052,378288,169315,292593,114714
955,403831,290602,250892,256134,226956,355020,136706,366425,438117,116379
956,328734,157091,186707,275503,147879,277970,274859,238244,146589,421988
957,264068,433408,192309,405780,173904,287888,156516,429627,236783,332579
958,266476,329220,394210,240784,405638,333412,333413,335275,164126,309644
959,469040,480533,484868,461323,476243,485593,477472,473141,477832,493852
960,394610,381283,437640,244024,279349,188650,488497,257236,252733,216136
961,327874,372180,259359,267548,341343,325248,410952,146321,203516,244613
962,20335,28153,23120,20756,55810,59619,47475,62025,20208,243397
963,309493,239557,342142,289892,147651,215206,185330,387371,322196,416782
964,319297,228150,192071,339692,271188,327184,428979,195361,196962,397194
965,321888,337915,149354,372658,176620,242111,363526,148136,379767,311875
966,185312,260558,438260,399895,378623,176164,362411,251104,208999,339401
967,267044,254661,403329,225372,202025,286000,290103,190540,318650,413036
968,318813,370766,188768,279394,166438,437615,349193,138063,176558,315477
969,372295,205592,261751,214729,428154,242497,256707,434227,209143,240890
970,488497,257236,231412,216136,403362,323722,422805,394610,388910,244620
971,116388,145655,140789,143549,116387,140088,141825,2527,110233,142533
972,274706,335720,223461,172215,406290,249030,390797,241512,343894,275397
973,488691,492010,475052,472049,469092,493007,486189,471795,476371,477937
974,359091,430456,273979,273729,416450,178066,138258,115565,307521,373317
975,145355,340896,394951,283867,255831,310165,268268,340730,151125,348942
976,339201,312019,278074,370614,235840,390308,243083,340200,311846,203003
977,378915,287567,295298,114090,306039,257233,362223,367230,315631,165542
978,440501,184985,202634,417265,348730,143269,251312,292268,221290,317960
979,313182,160331,177562,162240,292603,296036,284336,410627,249982,339080
980,77741,21471,14365,103546,22057,31931,45677,103485,7245,5872
981,316823,319965,223553,435220,358477,389358,214101,408740,199824,198241
982,323687,301791,109884,228017,109883,301790,250765,398793,381086,372459
983,274085,281403,229269,331123,174829,139580,426649,338772,255404,259432
984,158868,186896,173126,176812,160719,160121,147279,156617,159887,137708
985,160884,311723,199515,237,297546,322373,398209,191867,140931,179112
986,325214,403978,201428,439198,236465,222779,420833,250417,249274,330153
987,330010,395577,175623,370338,214076,158385,312562,325089,374762,159700
988,377359,328918,351348,239538,381128,270301,232845,401211,212235,260697
989,397041,182061,355316,286672,411443,278847,184565,257263,160035,114999
990,482085,469974,493730,487894,484052,491206,472004,474346,492452,483132
991,192401,214351,269521,304712,112770,348042,433439,234295,401186,432288
992,391308,330309,435789,371385,182191,190053,313995,139285,248760,324676
993,140856,264355,433797,248411,265213,283874,262957,385264,207387,440828
994,318853,394787,284013,312375,143310,268389,373970,374147,339098,315509
995,271523,302429,110519,349352,254134,327000,272304,390958,371082,391617
996,296847,176126,296846,397214,243634,206479,389173,242080,276018,388194
997,212897,260040,253213,212534,240835,222559,142891,229859,224500,177638
998,334973,189939,287080,208020,371909,360940,197863,440042,389853,217034
999,464075,486685,478725,490290,458781,488708,481443,463060,481656,487835
1000,162379,230339,344931,277999,324391,275498,316007,239157,362239,282084
1001,494875,472734,467716,485659,487129,494042,475829,463165,460462,461187
1002,366384,254006,166244,267485,323689,284306,376128,198248,346971,233248
1003,359421,255804,193541,344250,412423,162381,409716,416948,245502,440514
1004,140591,228758,162296,348213,433440,269067,140538,416452,145186,351151
1005,391281,438701,295613,207591,361767,362697,336013,434855,220193,266422
1006,320637,182059,335867,142734,195413,432394,385375,262674,327170,288332
1007,355134,408048,331912,192123,415585,336503,155077,221036,308461,116497
1008,434222,433219,283971,161642,283972,323533,354042,332911,369125,193959
1009,439038,368218,364452,286307,302618,110704,203218,225645,245454,265419
1010,13947,16696,13465,267142,336385,194488,423449,274793,20682,331963
1011,193845,314820,322355,343085,246836,267553,294003,365905,375685,365432
1012,396704,396703,430158,187649,430157,328556,235893,421698,314562,405487
1013,147376,368836,206773,281945,527110,275193,148859,262279,256112,175665
1014,340852,180434,406620,329978,393906,236869,278702,143032,407894,220043
1015,313314,324013,217739,391288,326846,152749,391289,347115,343878,392255
1016,244009,393271,236781,280083,433097,374311,399182,356638,177864,264430
1017,328715,147907,328716,245801,376008,157608,321896,497652,368527,223835
1018,45714,31863,103570,32243,5385,41079,53705,8123,53503,32254
1019,277370,360188,410924,228285,399333,273574,255958,374460,310388,165062
1020,465313,474642,474612,473903,468144,467582,465425,460852,463404,458788
1021,345750,282161,264113,375387,204706,307025,115070,350546,421171,153104
1022,169505,347870,419195,311368,341614,277805,269219,314518,321383,165654
1023,197788,222871,410464,327200,143854,417428,340054,394925,204711,324038
1024,246338,266071,212084,367557,344213,213152,179983,165892,170352,340849
1025,207098,178287,308266,116306,160807,345706,396499,144597,411408,150488
1026,310003,143513,282229,218228,433604,323887,361122,407283,365621,369502
1027,150616,201535,181247,327691,418196,313479,168193,284665,327013,229499
1028,322878,338931,210985,252580,238034,189813,322723,238108,318849,139835
1029,327984,332266,185905,330491,149563,146588,379434,386360,386185,271229
1030,415455,259722,236714,152008,372355,236344,378635,336705,382250,184271
1031,494838,463945,458930,490202,458517,283688,493112,158120,493893,494023
1032,363049,436295,320269,409095,244576,288040,196828,291329,2853,2854
1033,367088,407414,205365,426500,114714,306667,420176,169315,388839,269883
1034,112920,304862,156277,167644,288127,376003,158637,243022,175309,333083
1035,229767,422959,340539,144647,339220,383765,420670,258619,422958,254092
1036,396668,353411,358610,389498,173077,320235,382595,377484,337920,353412
1037,336842,255432,308973,117005,379946,161487,379945,141677,316479,252867
1038,189974,197807,440777,166053,275122,351945,274854,253484,179024,155804
1039,158935,256243,163017,319957,427609,234670,203516,195938,341343,393926
1040,264240,224196,280051,343293,162880,174699,346239,389869,343469,348407
1041,3180,10543,93118,17144,62655,27522,3136,77429,3592,66850
1042,382554,169140,371533,368187,278431,176762,198154,327827,137885,223754
1043,490711,476424,476833,486972,490018,488645,254282,264563,482518,244502
1044,189065,156904,415110,347260,361271,234204,229041,140313,242209,176207
1045,196316,245895,388569,187302,245116,255865,138263,338454,196870,353918
1046,310550,141224,382221,341326,228850,436100,375373,273569,179494,207906
1047,246153,260825,165551,213230,244249,411585,217449,400342,236086,368186
1048,184384,338913,258233,179642,193608,250618,376964,349045,237135,1020
1049,251217,326104,321933,342004,323580,240905,318546,156177,311065,245012
1050,226583,247583,433446,414843,414848,172750,223864,361026,247725,416943
1051,373132,109212,301106,231074,513304,513307,209147,168704,513299,354049
1052,162119,340878,496048,324897,240654,274635,361557,423287,202699,167006
1053,234572,187712,166727,411918,310847,251014,141836,235366,389484,214905
1054,391922,214755,403183,146830,377971,387691,440639,413232,381274,182979
1055,266104,363548,207761,228853,202737,392308,217045,115428,307384,369169
1056,497133,497255,497252,497191,497223,497220,497219,497168,497214,497203
1057,695,159732,153360,158331,150685,139639,113076,145220,149532,696
1058,16220,319027,422964,292771,312374,344578,240431,398675,276322,393118
1059,113410,305357,263646,181967,292237,343406,309792,355644,323535,140733
1060,215708,240310,220305,373441,375689,178360,278792,309637,282970,301111
1061,20272,20766,3576,10477,12927,16830,16839,56027,151908,82443
1062,108743,112654,112576,202,111662,112575,200,108741,108742,201
1063,421845,283219,238128,254963,216611,340243,166956,189968,433110,323583
1064,482453,464199,463659,489798,468725,473572,466862,464585,474011,488120
1065,272472,161891,151813,176062,110359,302266,137633,403643,208955,385210
1066,388206,254331,360596,347904,429671,193917,350394,176358,185377,408742
1067,342788,330337,413720,403984,285022,235707,438880,261357,388051,394067
1068,310352,411410,158579,258507,374851,152348,404754,355285,418834,360633
1069,471061,482970,464755,486689,494128,472148,478686,490770,490083,464492
1070,295328,188400,412902,201993,319033,247068,323048,256121,260383,385577
1071,233335,433917,361001,359397,245275,383080,392772,244399,323697,283669
1072,215883,217361,404581,148823,313981,207352,146790,210486,411244,277417
1073,439215,435828,278638,237516,112140,304072,361816,200833,152004,190271
1074,383265,109596,301493,349232,185193,383266,243206,246152,225014,288859
1075,194438,430284,373009,320247,154392,307374,115418,380297,145982,222151
1076,361131,317822,348415,314709,379799,376197,200135,376196,262672,363714
1077,410133,278917,230530,150888,201640,312061,214379,158349,271314,234886
1078,404142,174616,224616,289213,358170,190999,325250,404147,244447,415453
1079,419196,320067,371523,237648,421297,224930,368017,400175,363515,271013
1080,240156,280461,344762,219385,203665,193621,410299,248468,261418,280114
1081,377678,277821,205817,340898,311910,324244,407129,339111,524517,256902
1082,258152,274339,242414,318236,148270,440049,151011,141709,254978,152491
1083,346694,160002,342441,257499,419678,282075,267478,184796,192544,409727
1084,413211,401649,163470,236859,426120,329814,179128,236009,433230,238218
1085,314539,389333,375535,208742,397710,419220,232608,332628,205704,240185
1086,460099,466130,461709,464902,458887,460271,458901,458368,458867,462536
1087,477614,492687,479568,489185,484666,460075,460441,458013,474097,480596
1088,390472,267891,207431,169032,199292,348719,380946,172599,387509,169131
1089,495657,495772,495795,495607,495522,495822,495844,495617,495811,495445
1090,259910,389995,332424,309464,170331,358927,206428,351141,348382,172234
1091,279132,397546,203916,266591,431278,249776,280696,181842,117015,3000
1092,198977,428631,141603,114268,306218,339539,292893,110525,302435,312490
1093,282770,193110,403670,215164,292929,319180,352142,385723,299023,1713
1094,290623,382429,112296,304231,177885,217025,215062,386222,203005,259620
1095,283509,162492,241469,230797,270300,436970,245547,45914,53900,357063
1096,238618,211712,206763,32388,304540,112599,250319,244389,278117,317280
1097,431132,167504,217569,140268,374277,391312,216168,138700,426628,367560
1098,147792,423596,280862,327499,312666,352582,142285,395856,439005,235928
1099,413579,367750,276814,177680,197359,395426,377325,433096,162150,165984
1100,179580,110518,302428,281622,287577,237942,411083,390956,155402,381887
1101,310009,167276,195516,211439,165090,426838,164260,340736,894,298205
1102,329853,427157,247227,401858,253583,185497,231467,406472,284519,367739
1103,206029,181463,509720,206534,254195,395703,331926,275348,273890,177160
1104,355985,404292,212988,355984,140502,114936,306889,299827,2517,341341
1105,215626,181092,422301,241609,197626,162829,360763,238086,428677,237279
1106,110068,141200,116376,116375,114791,116374,114453,110067,114454,2015
1107,246359,260307,250738,253713,310351,212338,189299,308438,116474,371698
1108,378777,258529,411257,148559,376797,330146,320936,370940,160786,327180
1109,492622,489591,487747,467425,470443,464697,480358,490188,465614,481162
1110,244426,232528,273477,207677,373638,184796,267478,329070,227423,409727
1111,410948,144822,319646,216871,2187,299496,293260,210263,415451,388056
1112,390181,326276,390029,206012,342151,248027,187395,166518,180689,175172
1113,382405,275721,166141,368195,160516,185459,168732,337600,297010,274025
1114,216365,171479,419397,137620,363699,416785,199587,270976,211614,215691
1115,317449,396833,424926,432427,392616,398038,303599,111672,251317,235954
1116,311558,371900,416451,353257,264518,303265,111341,181000,267827,320083
1117,323897,348751,388720,294528,221354,303745,111857,360675,357387,287388
1118,173170,233396,224381,212158,224201,215632,138203,176061,170757,148389
1119,513812,513826,513822,513813,513827,513818,513819,513821,513817,513824
1120,201859,401375,183736,205178,365627,402750,156179,364198,274515,140769
1121,146103,294520,223781,200910,437152,269887,174490,425645,369839,221259
1122,341204,269719,239263,176416,315512,280860,162031,248821,315513,428668
1123,409679,301942,110029,138950,149585,313152,340341,202040,417849,423081
1124,438535,385525,434854,293038,373920,415247,286128,423583,217499,197460
1125,412076,389670,436599,253509,379768,189799,193839,330821,405132,382593
1126,140571,185624,166675,170873,159933,156285,1040,115722,109588,138446
1127,361606,343885,116019,307978,395385,172961,403644,270552,158822,228748
1128,392901,159796,364579,382046,114422,306372,329028,316161,295974,396022
1129,285207,110895,302811,153805,380319,263205,231344,414381,206043,436303
1130,273475,287119,245575,347454,212481,295330,329703,347294,228504,230219
1131,226088,264691,390285,337311,248536,353717,208703,363977,387029,220236
1132,324503,279464,232089,172027,212493,382031,399714,399866,263313,327494
1133,254049,305369,113422,199954,346674,183875,318344,185042,440491,273062
1134,344933,324544,344222,188232,174450,426633,137967,339398,140418,217974
1135,203531,256129,252441,427571,326412,368360,379769,147863,341635,321737
1136,209197,210372,225194,204096,279731,372690,272534,244078,271241,290309
1137,108774,143775,141759,143023,139211,111524,111526,77,111525,138854
1138,372502,150956,156643,195590,185657,176019,166731,300299,2990,166024
1139,393902,367716,378774,378775,147700,198055,190633,302276,171220,110369
1140,28008,92204,91182,91052,34843,88993,24593,25537,8627,88021
1141,482407,475181,492413,491116,474557,493665,464921,487855,474546,482408
1142,44806,70444,8030,44945,44942,38501,11564,77156,44758,78252
1143,495733,495525,257984,356143,190876,235546,355335,114805,240077,306757
1144,114462,306413,174928,319191,403207,312908,280457,164998,254685,202299
1145,480209,493904,476421,488087,470167,478028,487010,469632,482036,481205
1146,326865,399330,281398,438097,437943,344212,361530,399331,164849,196786
1147,210765,357523,294496,271017,248513,292098,213341,274579,280116,260858
1148,427763,142805,242763,175214,148337,282214,290985,247708,358469,280285
1149,165090,164260,340736,426838,310009,211439,167276,195516,170208,359740
1150,277821,377678,205817,340898,407129,311910,324244,339111,524517,524516
1151,181490,361429,226647,313170,250474,413225,163455,190953,383749,196222
1152,492947,474984,470631,461834,476769,481884,480842,472975,483250,464457
1153,355175,249323,399353,336536,173478,325074,223770,406799,149262,214053
1154,468692,462162,488729,491695,489037,472795,485737,480864,465922,477211
1155,374471,227583,165659,215008,367570,176773,360200,186327,408072,434889
1156,192522,358317,142752,192217,285028,302466,110556,400069,151139,429503
1157,201523,256035,217714,330332,138309,489753,479262,464043,465656,207931
1158,108774,143775,141759,143023,139211,111524,111526,77,111525,138854
1159,170637,356106,401968,333548,218327,250305,161131,372464,212923,361607
1160,369848,364010,382942,305402,113455,242381,216592,211400,490016,195787
1161,376672,223413,158141,149095,311729,292461,239694,354547,318373,335761
1162,375029,424429,112596,304537,393738,433432,139135,291788,342933,232334
1163,1661,298971,298972,1662,395220,187032,212665,373760,176241,146058
1164,169925,233596,203939,235943,246851,316483,400188,350003,336513,331763
1165,495796,495526,495435,495731,495622,495787,495484,495710,495759,495372
1166,263338,296863,183987,356472,353280,222617,408924,240683,151945,364610
1167,495695,495452,495683,495605,495460,495684,495371,495321,496868,496869
1168,207023,166373,396341,203881,255519,170740,170586,424079,400339,400338
1169,194026,405131,182701,240658,190073,142988,287782,288936,188188,433254
1170,427143,273693,176593,212636,146167,146349,165650,186827,204563,116522
1171,157694,317631,369147,398195,348391,137100,287652,360933,291948,519851
1172,2853,115149,115148,112947,112948,112949,110894,2854,2852,110893
1173,184357,223001,146053,245262,376798,423259,212673,180198,316164,198746
1174,394576,240540,377945,332580,329196,220971,172031,375506,377946,419797
1175,245236,343467,161309,333112,283217,234495,421843,228231,154723,115298
1176,383117,226320,340719,398381,348908,340718,422300,209084,223275,433617
1177,324704,180305,279912,384105,413569,152381,201536,144774,399750,144801
1178,330007,143022,187464,228114,374641,194488,410644,203647,282683,313340
1179,313981,404581,275476,215883,427260,411244,222421,229869,207352,2638
1180,249017,144901,142947,228192,307086,115130,152911,377268,164788,384781
1181,152321,361302,329244,369688,237539,197315,417285,422808,1388,298699
1182,353270,263869,139655,215243,332814,341653,204150,115207,307163,152253
1183,307470,115514,407299,213150,290293,169168,272213,144261,277130,244480
1184,271068,156869,420166,410465,275099,158744,370308,174427,114628,306581
1185,270368,220544,235260,232133,385705,407408,224882,265877,141026,281398
1186,298843,1533,437632,136877,255215,155653,212741,292269,265146,163745
1187,359702,343878,381394,248828,407384,266485,152749,326846,391288,324013
1188,330991,292620,177283,315680,349070,354545,340721,156599,217085,261658
1189,200818,360500,296518,141922,245540,211650,139476,384119,147614,200393
1190,294311,419798,294310,308955,116989,279651,187844,192037,278591,173664
1191,234114,369336,410124,377665,271215,329223,243319,280147,161533,240958
1192,240594,433946,203557,167632,280874,253889,152741,357900,437654,347297
1193,352468,345551,213771,352467,271956,325041,352469,281312,154610,394069
1194,231468,341207,344579,307862,115903,388911,268897,222583,331619,377146
1195,57866,100918,69934,102467,11676,27522,53578,5906,103707,17144
1196,269296,191795,217090,213601,183938,167213,227485,185989,263746,261205
1197,290598,293259,216235,287247,180006,404143,277374,293258,187182,319493
1198,495980,495973,496005,495881,496006,495934,495872,495950,495946,495900
1199,293076,191741,438741,264696,237938,426972,378621,142038,295666,153497
1200,399902,218664,156141,285023,366910,395875,295839,362409,140082,190987
1201,386361,169996,389499,173307,263233,199168,288123,175876,393384,140248
1202,463632,465273,477592,493152,472403,490740,479945,472785,464732,470495
1203,286722,330804,268762,332764,375672,425207,391737,338583,368956,431254
1204,236931,382782,258972,495851,380640,320550,240256,208454,433593,159356
1205,108743,112654,112576,202,111662,112575,200,108741,108742,201
1206,315140,251457,263910,258312,221201,149210,185204,166429,234465,166967
1207,212643,415769,423782,439036,227433,427135,147631,245439,361802,154687
1208,306220,114270,391155,386027,420830,284839,420829,360190,355812,347436
1209,173747,312654,265765,293353,420968,367863,379424,267831,364570,288937
1210,257167,194138,376658,266774,150379,340889,388709,172459,407292,281927
1211,245940,159896,436794,294336,328887,225775,382611,115491,307447,158546
1212,418855,251500,253473,310706,312673,295640,188313,385863,235663,361780
1213,421697,275257,332965,280846,175870,365125,440047,205706,369006,338109
1214,399756,410786,224014,427318,229160,138869,217017,181879,293257,145598
1215,242967,357556,381292,270525,746,298057,426670,311579,407300,359575
1216,361121,242433,425655,338626,264661,247573,405816,343105,246219,156191
1217,307542,115586,152061,329245,228304,390677,433788,240174,262467,155491
1218,108606,300500,419392,149849,402593,276262,325729,137016,237097,170166
1219,203,112748,111663,112747,108744,204,108745,205,67,206
1220,495489,495569,495407,495635,495737,495568,495751,495437,495845,495611
1221,306073,114124,413711,339398,137967,152512,174450,170816,344222,302280
1222,302451,110541,296509,324881,408247,173475,198398,352944,388135,219999
1223,166451,319462,249972,157747,308466,116502,391478,423430,203241,170192
1224,489591,492622,487747,464697,470443,467425,480358,490188,481162,465614
1225,377822,1541,298851,351980,271962,257928,274283,155562,249060,344571
1226,108743,112654,112576,202,111662,112575,200,108741,108742,201
1227,419229,402270,258159,188933,351164,244282,238244,412102,379633,218806
1228,317262,116991,308957,258081,174086,152123,353554,225508,350821,293987
1229,199125,432614,394802,254414,311730,214871,417287,288285,148298,417286
1230,170881,168000,360678,318364,257786,326582,419688,394619,300978,109084
1231,346525,387379,222831,273885,320389,206172,165151,346524,177288,203716
1232,45027,8032,45196,70713,5632,74490,103485,64456,53577,81349
1233,295487,248319,254965,144238,284498,266622,273742,237059,213651,378449
1234,393904,438870,182261,426627,147855,180195,302279,110372,277629,140240
1235,336862,221007,243685,145215,193679,253835,169309,156464,236921,256184
1236,140571,185624,166675,170873,159933,156285,1040,115722,109588,138446
1237,354862,331478,199256,199060,324729,261134,190468,388986,139582,271466
1238,313465,315802,261253,438555,315472,138630,217834,162572,257292,339539
1239,471535,467040,479904,491066,473699,480429,484654,489619,471037,483532
1240,262279,148859,256112,412412,314966,368836,147376,206773,281945,171418
1241,315849,344771,360208,179008,155199,361452,388977,139533,243576,169273
1242,40824,44478,5145,27718,100493,70060,64010,36700,48126,60573
1243,116504,308468,240316,429155,391480,144174,187821,195189,217741,196953
1244,274211,353446,342457,375554,285208,404992,223996,223641,221270,270797
1245,379089,275179,336343,136837,426770,143116,336342,141013,356426,407890
1246,278322,212680,209597,396356,311386,294178,291441,191434,108583,300477
1247,253675,391143,203953,361705,295804,288998,310702,406916,221753,189174
1248,189280,401694,438582,273737,201000,329692,420186,139675,279551,172712
1249,459525,464522,492156,487369,475158,482667,475205,469263,478227,471068
1250,395891,347738,280562,395896,259233,281507,379986,271062,372692,290666
1251,465179,458273,461788,470150,483877,471831,474985,477473,459317,474994
1252,154040,375386,328191,275895,142478,139185,140820,356298,249891,146326
1253,344345,287884,172027,302584,110673,287920,279464,270273,316463,287983
1254,148254,433082,162553,393581,336209,271235,144853,193950,243538,307849
1255,330314,411422,361785,267924,277768,361786,224907,419041,345716,248074
1256,206430,346527,422150,160005,409555,181791,202618,440191,285945,237431
1257,265019,391623,258908,324185,360171,251073,392748,284988,399559,116021
1258,147889,195183,161522,191682,144859,155253,164402,114924,116358,187251
1259,142647,395105,163693,437967,292933,381752,147452,211244,360211,438747
1260,53759,63986,24185,44970,77413,101394,103566,11404,14359,101714
1261,308806,116839,386557,244063,214850,273310,204806,337442,330670,169119
1262,380460,141647,309462,286781,315117,173955,250232,377799,432417,360915
1263,108743,112654,112576,202,111662,112575,200,108741,108742,201
1264,467299,460965,462272,494442,470160,474183,464843,471608,480509,493390
1265,194808,417272,204712,179222,307673,115715,169420,233022,268388,390331
1266,437484,260044,144775,376834,140411,412578,203860,322722,158513,157592
1267,241434,510526,201653,155480,184120,426145,113106,305051,326892,510652
1268,177537,354231,211998,392795,388710,153716,315141,219734,329226,292119
1269,347454,329703,287119,273475,407577,347294,220540,295330,182696,245575
1270,387388,220780,343769,239394,142045,326431,270301,151396,401211,232845
