,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2017,209973,174145,223270,180560,401513,516990,215862,516989,516986,204917,160718,516988,412744,147445,410134,390156,433925,376493,369160,326067,510513,391761,409694,179253,205754,155528,366087,175888,410284,158612
2018,402122,136730,436128,188190,54614,418717,323261,342963,150704,380151,163225,261045,281760,328366,156598,197911,186907,289925,320273,304893,112950,302634,110720,499220,152929,268750,266523,112951,304894,239048
2019,154728,216007,217754,316029,391179,296053,257853,339416,138115,148940,312389,370176,262222,345217,139926,312241,288311,213659,331471,149194,148606,352311,267095,402014,171871,355027,286448,160857,192121,340567
2020,286378,382098,175698,370494,110078,301985,370339,316030,116070,308029,268850,238212,270286,355689,168930,218783,428690,183779,320821,319517,141251,278411,198163,339725,330011,406804,272241,335776,374758,157953
2021,329968,237942,433558,196245,287577,415264,295630,179580,399317,302428,110518,279856,390956,391141,182864,282467,152459,381887,316156,281622,185268,428625,411083,148154,437930,143586,359854,246906,433560,190974
2022,141612,327710,319644,270419,289685,302131,243926,253946,217343,269945,266874,237722,194648,205862,189450,215219,141371,173905,179612,158214,175233,262847,166020,138476,155656,173979,110226,144315,150306,199660
2023,413852,360352,242808,312671,184310,356266,191490,176045,196114,408038,295639,276479,197731,266099,253367,208578,423763,411247,155889,344195,295481,292905,331094,285167,295638,299455,2145,497343,251205,284989
2024,110525,302435,237687,410919,366883,321071,198977,428631,339539,313825,360171,312490,202903,295960,362560,306218,114268,240008,327173,141603,139478,307980,116021,229360,258908,167201,217066,251073,188645,271737
2025,352947,328176,263583,439037,261314,213100,149377,344553,116684,308652,188938,408563,155021,183620,277141,353113,267234,112133,304065,273554,328354,196757,423783,262580,423937,321417,404135,143957,418704,378945
2026,242375,323210,167019,172031,375506,377946,217777,338419,267580,167289,263871,348371,353894,431252,435347,312036,329196,377945,240540,147556,196924,419797,394576,273399,240331,338582,521,297832,113074,305019
2027,50514,78514,53542,40992,49721,78509,53592,73805,80805,5590,70648,50092,77752,5274,53593,11675,81243,34042,41477,74515,49691,44879,11624,66971,34125,39512,74537,4646,101153,11565
2028,184160,212519,169101,187196,354094,209301,234335,241613,348743,303631,111702,193152,294366,318703,182229,214690,410000,224636,372085,342446,175277,268115,148302,252615,348752,323898,226809,335606,229931,144996
2029,363198,156458,379612,142320,154842,435679,435680,251802,372055,222234,416267,258237,304529,112588,287782,164020,360561,208090,190073,288936,319608,182701,433254,433045,244390,371530,251812,316787,194026,424253
2030,27331,10553,40542,53417,16076,56019,73222,16818,101244,73393,16205,40545,19900,14497,40400,13191,60381,13479,13509,12824,20358,30218,47573,14004,17028,12899,12933,20659,13523,40364
2031,148691,140078,437651,140228,151337,178695,364342,237665,405977,165745,145119,370317,410295,165441,138047,207617,206413,271310,367581,175186,344574,295178,361919,312892,393114,153562,344581,425808,426513,374142
2032,383920,328006,308148,137297,116189,270723,180785,296021,366732,139869,255814,361529,213005,399328,331435,313476,381734,376476,318664,247926,179258,280915,212122,340692,110207,302112,213119,362564,381733,430805
2033,174748,144440,275340,368350,431449,432710,198078,289834,423769,327996,246743,243529,272210,230446,176188,414197,396039,352761,161777,218131,165039,289173,236041,137737,158250,377116,429476,321405,423770,296662
2034,431106,233000,408860,269595,348197,231148,229737,346211,194742,143112,276659,419505,360903,257732,353555,311547,203760,433750,157817,167555,433751,248221,209537,184564,255150,268944,435352,188512,348374,357502
2035,186542,225588,285779,142559,350368,256247,190163,332624,237881,341823,314688,178712,316802,379628,341485,275189,247742,233446,307302,115345,117012,180422,308980,202162,267040,218220,345901,198852,371728,166331
2036,263954,190619,375869,220182,353252,263981,323229,433055,412254,165453,213358,271665,154855,433056,161725,185493,267329,363208,424424,166163,168412,111196,303118,245358,331590,372837,244589,332623,178947,160355
2037,369683,338630,315000,177555,398380,196276,183792,294700,377827,422978,422814,419828,156632,433792,381442,398384,251252,281167,376847,248446,265037,432763,349238,211261,315001,218058,413096,242132,163122,395116
2038,429468,252763,238827,375010,183425,250956,347701,2648,299959,225939,308968,117000,293665,379610,421313,228760,293666,331582,336840,143612,269583,117001,308969,149176,268474,384935,341633,150915,311014,228153
2039,483911,479211,479288,488015,469163,471633,489644,493405,483556,459640,483558,467771,480823,467178,479930,465156,476129,483946,468123,484286,490590,335584,144532,322870,398661,172243,383587,480449,367086,494081
2040,152648,168645,156090,371566,234092,386733,416286,147390,239386,353271,408905,389522,343596,249371,272373,205053,254247,213392,240740,347899,163731,236603,189412,343284,221351,290269,115357,307314,187040,117023
2041,184595,205939,198333,205112,194424,192958,178804,197750,180405,193757,162338,189920,174706,155447,167542,187840,111208,161091,172209,173610,147577,150644,169872,145356,146849,162368,147089,111052,150359,142547
2042,353256,215397,285715,435700,108583,300477,307303,115346,202427,228891,311386,212680,278322,161699,291441,251990,209597,396356,158524,139904,294178,508679,195553,311385,199775,363367,191434,178164,400522,138524
2043,247329,297700,391,153780,343099,390337,409724,305217,113270,425089,170709,335433,329066,309823,209489,219620,294524,209420,363845,203209,428184,422290,193912,323886,343094,369495,180962,277814,162154,220633
2044,160453,519486,241721,373318,430799,173759,394209,194720,207416,222118,372071,322046,334959,205175,152862,291947,437138,161277,191438,196875,238000,151323,165377,510525,380642,353733,409231,363682,359250,188410
2045,237054,165974,427009,390831,217044,366112,179674,201194,201789,276869,335912,361933,141339,307621,115664,163650,151797,428355,307550,115594,310168,212205,161238,180555,392805,392955,259011,315315,139079,329400
2046,465639,460365,488232,493849,480481,473960,461035,484185,475702,462923,469299,472733,474213,461925,485357,462427,486534,464614,486843,467667,492889,460736,461477,469477,490445,461867,469831,486864,458192,473252
2047,338459,430324,305573,113626,348417,236249,311231,180143,348416,323739,343611,108929,300824,252283,335446,363555,215727,369354,314851,291972,153209,216410,144193,402439,376197,280330,314709,309664,221686,363714
2048,171138,356271,352938,395710,235824,110700,302614,386556,397357,221517,377272,341318,266497,207193,330666,319470,220164,377108,350006,429295,141854,362737,331937,372676,400526,304206,112272,418694,137242,332276
2049,3362,3314,16628,13538,13594,58869,16611,44008,10445,69539,61972,119439,13566,47488,3603,57670,365610,56020,283517,165867,40279,254421,13966,16976,13246,104035,60359,215105,53422,47327
2050,386195,371101,110692,302603,403971,233341,186467,299803,2493,197495,110694,302605,191546,139005,184268,236946,361793,144686,319464,360186,364443,302604,110693,233119,284837,415428,185170,249898,428973,271973
2051,492219,471730,458221,482816,474461,468789,492220,494806,488276,492576,471058,469656,492218,493080,486584,459115,485359,490149,458363,486082,474378,523412,464274,480381,487345,523423,523407,523418,523416,523419
2052,204481,302132,110227,345111,362415,438266,355179,366752,153915,180325,174601,237712,155010,157075,427468,325077,296003,350031,257402,361728,266930,427473,143284,341195,299332,2022,153572,350032,230358,284683
2053,479974,461969,488978,487565,467635,490591,489149,474766,490739,459333,459283,475041,474314,487142,494516,480930,479213,487143,491654,459387,473868,484667,487564,474382,463845,467085,480657,465347,484972,483353
2054,1381,298692,373972,426659,259360,292609,1038,298349,373971,176172,281256,346991,365937,167433,312231,417442,217171,339094,168563,403203,412751,425976,140579,148141,295174,281711,357547,376836,295175,351822
2055,352297,381908,361549,147451,287986,255728,247832,169474,383774,329854,165572,187469,145438,201818,237736,417877,240456,188848,184341,280189,413258,403828,434415,284524,281039,203467,262065,284520,295686,290026
2056,376809,326235,222496,346674,194845,199954,271869,324022,432727,327357,373442,212906,305369,113422,188450,194675,309977,176832,417086,185042,322520,254049,864,298175,422266,154297,183468,409220,183875,250647
2057,161522,316187,249403,310555,199551,221322,276806,308318,195183,198875,205232,215147,257424,272822,277959,306877,114924,191682,155253,187251,147889,116358,144859,212133,250621,253314,267263,164402,277755,269016
2058,704,158634,187808,206447,204482,194789,182992,188630,164904,201555,174351,165976,178734,181051,146337,183530,137980,140094,109221,157469,109418,167793,705,205087,176814,177469,179312,190630,113238,179521
2059,229611,375690,327032,225261,137061,361002,332595,380628,359090,142445,185579,142243,208961,181194,256119,363528,250662,431769,351149,260858,243910,440180,330824,417256,160054,437459,145392,377962,391909,428010
2060,246535,398529,216974,318527,294863,174885,335911,339109,373804,318528,339110,178211,347156,190494,114155,306104,357738,263652,347155,239712,369853,433793,174203,354552,170648,163149,365941,158826,290710,351993
2061,290567,260817,145603,144129,428316,183660,409686,343729,163476,270966,290529,146209,326543,417531,376969,183399,294973,399146,369983,354206,109894,301801,188193,210992,144120,222448,343423,153187,281257,333076
2062,312231,295174,259360,233004,425976,295175,373972,339094,200106,365937,1381,298692,266689,168563,357547,235296,167433,401692,1038,298349,426659,373971,281256,176172,292609,278893,312232,364346,217171,360035
2063,169685,380451,309297,335088,167928,409795,389986,276380,419963,309296,496831,496832,496833,496830,364161,330639,232496,198355,274912,146395,154956,254318,174167,143752,174085,149906,332584,486531,154512,291777
2064,139214,366598,287217,372185,415459,337472,330184,332128,282372,358021,173106,378470,356802,252810,193402,227394,337473,217024,143721,336079,166542,247817,185641,368070,257438,139104,183501,284532,170408,430836
2065,381905,236660,161918,345379,218946,367733,413570,209616,327865,114294,306244,316185,138640,324703,246548,295667,154762,150537,306243,114293,184437,336370,189838,349536,165513,229907,114295,306245,159065,236649
2066,44450,103510,77427,53497,81005,74512,50726,74240,36820,21281,56124,45768,169293,63865,171689,74516,61369,41412,313181,28815,50324,312705,20420,62701,366407,5723,81241,44413,53636,21528
2067,211591,314828,343454,203466,408881,371898,193048,311557,167246,353255,416280,245013,375518,368359,189771,188481,287184,250845,341825,317101,363366,243964,311556,412256,181251,145353,402258,269297,387056,282847
2068,173543,222996,194612,173788,349851,394057,360480,165076,137828,177718,414036,429293,272750,110697,302608,393223,394058,293505,143045,146342,263104,361795,332269,169163,138045,413870,187255,392915,432565,231423
2069,184573,183750,331113,409683,273056,174515,355497,327531,199984,351798,370465,343727,181806,366247,207286,147957,354365,318509,203883,166707,156419,230206,351654,197337,245458,137629,440789,329517,401985,192353
2070,369316,171870,174907,351944,981,298316,142245,398785,380936,434385,339062,294810,338895,284311,329657,298827,1517,422937,198876,221265,423078,145575,172729,215859,395075,413209,173516,383736,183241,329658
2071,266930,325077,230358,172258,438266,2022,299332,321099,427468,341195,225467,345111,349870,257402,258193,366752,372177,157075,204481,396884,161263,153033,396878,153915,420852,180325,345212,110227,302132,225184
2072,231672,397700,153983,397701,165007,427272,202745,368348,202418,205061,169354,282049,358437,257021,262338,286685,387041,439523,248039,350360,176010,314677,237156,232579,414348,162176,206163,155444,365596,427271
2073,144140,406436,343725,312504,188521,161026,284315,277968,395219,329662,366389,177524,142198,361514,251719,335704,171949,287214,349025,387835,187476,243261,401651,339065,329190,431934,387834,251201,184315,292576
2074,347912,429683,115078,307033,246665,400374,364782,380159,190719,171540,282696,199279,414384,3028,300336,358486,227270,201386,293889,236114,353448,287975,187774,424114,271491,263746,220737,2683,299994,397565
2075,344532,154317,421308,254143,170668,270338,202369,421309,435374,364750,372313,294159,310860,296998,293494,276666,264004,314160,427110,183238,242391,316318,435364,368020,436087,149850,216533,314161,293495,391463
2076,320818,381913,231857,366428,239116,367909,241126,175373,231967,361641,244319,193109,174671,213387,137527,169765,153011,280086,145813,264765,169466,408096,420684,174721,206355,231770,295847,288397,187674,374633
2077,159593,404639,432767,201145,319039,340233,269087,349234,385260,237945,267427,390676,377679,407599,318883,245770,269711,273179,188604,295001,335761,162871,340739,280226,148298,254523,288285,209464,354547,214871
2078,326048,233567,249719,289507,365435,153908,146369,252118,227371,357519,188076,271181,432582,431422,211566,251009,112587,304528,397873,230692,247367,358604,432726,305036,113091,150120,303433,111509,231447,277293
2079,142098,170084,169320,169213,144724,156171,166081,168844,116374,116375,144047,156169,158469,163194,152992,150606,110068,114453,114791,2015,141200,116376,114454,110067,151650,152642,159814,149606,149954,162030
2080,205437,224257,165400,223530,141825,160737,187773,222808,116387,140789,145655,158984,179158,181497,203857,205948,2527,110233,116388,140088,142533,143549,149792,157074,169670,175093,179935,195235,197770,180328
2081,381722,210064,349675,336021,139741,275837,345355,310701,232377,244632,360347,352449,433728,170778,519491,519488,361694,295804,433729,258690,515716,203953,515715,204836,246838,525070,193139,391143,174141,218822
2082,425970,137877,335718,252338,113780,305727,413395,156434,204714,142344,428478,362068,393742,182865,313477,393409,181426,110048,301954,415269,180062,163808,145758,354667,315648,331436,167828,238963,234403,140681
2083,242423,437316,425232,150576,227984,174258,152350,171007,246696,175354,292279,425096,348891,361204,182075,199164,109434,301331,412570,361205,279670,224885,359562,207447,241069,365622,287114,153339,387705,323407
2084,193139,221753,310702,170778,360347,433729,204836,288998,203953,295804,391143,352449,201545,174141,411420,310701,253675,406916,245272,199805,202567,349675,261704,189174,190575,276904,361705,275837,139741,345355
2085,171756,140302,174698,370456,270706,343723,398946,401819,113592,305539,328685,218012,284313,240171,403645,246021,289109,202662,137994,243631,298472,1161,206261,292575,333215,349022,311848,266039,407548,271140
2086,161491,431295,411763,224297,230958,246375,80786,55809,384617,252471,386566,160570,343283,258979,404443,20372,48342,40430,435549,47574,316812,70134,200178,277953,347895,2669,299980,14085,350380,356282
2087,152828,151700,338089,256371,252886,392617,430963,307449,115493,147092,497652,276074,377331,193684,394035,410125,387367,233723,422133,328716,182930,546,297858,380635,227119,373160,377332,251513,157608,285723
2088,138661,215870,437153,369496,196150,309830,307536,115580,152895,373467,270152,286842,348741,201482,166372,265683,139516,314981,282695,275253,381119,412428,323876,380969,184399,163877,394269,409561,401363,216455
2089,222706,277288,312568,165833,198830,312571,289420,323073,167493,158025,393128,1884,299194,335461,116079,308038,374164,356494,292948,308182,116223,401548,423472,191921,276530,271357,175386,167061,273722,284192
2090,175085,191237,255359,230799,421518,144642,173972,208978,3024,300332,309169,160869,325567,198364,379981,337179,283036,250085,435393,211395,168041,202331,183753,439723,275231,439347,156204,253765,149747,158777
2091,231235,393410,161652,376466,401984,280316,136862,430806,425971,165694,410457,289824,415108,190264,333224,376316,273574,234440,329515,343892,315824,399333,240424,275329,285741,312696,410924,348873,148839,188789
2092,495747,495678,495415,495596,495608,495809,495581,495763,495692,495317,495734,495398,495543,495654,495357,495626,495729,495484,495713,495780,495411,495595,495622,495731,495710,495787,495842,495435,495767,428687
2093,193030,291311,247588,142039,326087,431631,341654,190905,176960,227656,424280,358635,230730,178466,180100,325400,350842,264144,258447,152113,421674,138631,112438,304378,222024,197019,213727,402112,143484,244042
2094,111198,158785,156553,158371,156363,154449,155601,158293,154010,153975,145087,153956,154007,153984,150600,115358,138765,149666,152534,145127,139204,112613,153154,137668,108601,151157,142577,146110,142195,111197
2095,403173,361269,244746,279292,163868,340356,440488,248826,359539,202301,412877,383422,209146,202177,361180,227017,434244,141056,278010,409376,292429,245217,284150,432898,417527,147414,298174,863,403174,271745
2096,242540,250279,261031,161509,216761,401817,432105,235649,438380,237701,395383,288288,426288,390626,434384,191020,210865,137771,329184,276137,355799,266483,226162,243042,1159,298470,413207,195477,210741,392251
2097,306797,114846,217087,161758,264895,174051,376628,426305,328163,208748,438719,223531,257363,352452,191446,313651,403502,306864,114911,392436,384258,252632,225002,271982,269392,149163,331772,390978,428481,434876
2098,402096,360469,391461,146829,218819,202961,247436,416092,266287,218320,229810,174783,316624,245416,230723,433034,288272,429285,365086,330313,185017,344519,289638,179390,371387,277045,252194,231414,181505,210155
2099,113423,305370,268382,240733,282881,292258,274185,169462,417418,159133,324199,115879,298475,318510,138104,307838,1164,324200,312353,233050,250793,156580,201282,335569,227357,315490,168533,109734,301636,229018
2100,188958,340997,354989,296498,263913,310552,159576,403973,163822,411260,271567,179494,336509,257156,207906,160907,229878,399884,261615,167716,235685,169924,263382,228850,239850,241539,423260,344903,141224,403802
2101,173732,398214,157559,392472,314842,289381,247398,223693,188427,244457,261467,257731,257737,149878,428188,276027,221204,200289,207568,390177,390023,160178,8256,178416,231535,335434,171276,70963,343930,191766
2102,223958,425091,270575,426344,153175,322380,228875,340060,268940,398367,188832,176056,271292,174125,185962,188032,212694,382795,311905,317814,172604,160867,405649,218759,437308,460912,464915,322381,464544,422450
2103,495595,495411,495729,495713,495780,495767,495842,495710,495414,495787,495484,495692,495581,495763,496880,496878,495622,495732,495731,495672,496881,495608,495596,496877,496876,496879,495654,496874,495701,495626
2104,140732,149378,148086,147000,145254,142450,144018,142203,142626,138478,112654,137872,116992,139179,142131,141163,116993,108743,112746,201,112575,111662,136952,200,202,112576,108742,140660,108741,138960
2105,319806,235468,415626,138848,183243,313677,415454,252159,421013,418224,236318,253787,395727,431158,384276,172782,375066,306889,114936,427776,200833,368376,182988,166030,212988,361816,241444,430998,290986,187574
2106,264585,167731,303244,111320,345883,329798,404753,175102,248910,195980,408212,358426,382198,285516,415916,158977,279484,285515,163353,363516,327814,283010,145855,439506,168403,260850,189598,173658,260307,112251
2107,142615,325386,170585,384780,170518,205770,371260,360478,168955,209374,293500,337434,360477,423771,384779,241080,143169,372669,195351,357987,389162,180424,166229,358293,395705,404601,226230,257432,164650,258747
2108,398793,301790,109883,329654,228017,201010,318648,323687,109884,301791,323842,253455,163125,410434,318502,250765,340352,217074,372459,369313,351942,390305,381086,218704,166190,276099,250206,387671,284490,113588
2109,264721,327548,215732,193195,374288,259250,351812,222777,174148,437795,156847,301959,399162,90586,355513,200165,149965,181772,113791,196871,258164,305738,203129,413405,340542,289453,137539,437946,271039,324532
2110,184445,257270,322894,361939,355533,287162,366119,216030,157335,324730,413429,160757,115730,307689,235580,381916,275305,324729,367591,434272,143320,289782,278300,271466,109922,301829,200311,349395,189421,149488
2111,323066,221715,266370,381616,178528,220334,233546,356494,308038,116079,220175,378004,271357,168646,401548,153875,1884,299194,398696,185980,323065,312568,312571,321128,158025,276530,167493,165833,223043,277288
2112,207825,336026,308142,116183,310383,302267,110360,161849,210199,137594,261711,143679,148958,313636,186384,307979,116020,175419,137163,145476,426616,184677,434867,286936,217585,177891,178914,252501,275469,295458
2113,434071,142134,387343,282607,694,298006,143895,288078,270610,193855,175875,431586,177483,332914,406104,155931,109553,301455,375674,343394,149317,383564,245878,380935,343406,425626,329346,264009,365899,157808
2114,312060,433776,168609,256357,359405,364002,210298,388694,220720,326066,240088,380799,288466,388695,428172,318206,365770,146412,212344,292109,217922,338262,246456,169251,323557,346826,317630,140282,233336,369159
2115,153746,144292,259088,242332,262173,422979,367270,428209,217286,1553,298863,260425,262185,433615,274784,265666,201938,376848,261026,176156,175835,251463,413097,495557,495793,495757,311909,495379,495682,495507
2116,287526,323535,434223,140733,214919,181967,343406,305357,263646,113410,433220,292237,390134,249580,110027,301940,240218,332914,309792,326686,283974,857,298168,177483,354354,355644,426119,262659,140451,406104
2117,406275,184028,261336,255693,417849,292412,247366,227085,335400,274373,361888,362053,221043,313152,431765,423081,167071,202040,239233,241327,212676,217078,183997,200455,295137,381393,110029,301942,166973,409679
2118,246021,284313,206261,398946,218012,370456,137994,142971,174698,265992,335251,343723,311848,171756,165596,216029,406263,349022,401819,247143,140302,262757,190138,266039,328685,329505,375979,270706,305539,113592
2119,435681,220904,258375,419372,310516,271592,365085,111177,303097,215078,397696,224091,330489,150216,372500,230798,208608,321563,281922,296995,314672,260396,372311,411586,321564,408544,267825,239540,194135,138271
2120,146630,147272,287486,274361,259037,251152,241090,174164,246730,395130,190237,333073,175839,195816,289643,178288,339063,183054,378444,284314,433231,383740,395216,392079,1657,298967,139417,279993,165474,144527
2121,344526,222035,151202,364931,393380,426953,164633,358142,222520,389294,197165,182527,268531,415929,163162,222189,278012,435940,291123,198718,232734,196977,116492,308456,242197,238433,411418,304357,112417,404585
2122,203926,198727,312039,309613,280940,242769,172453,380452,229947,138950,409679,301942,110029,318087,416600,440331,411898,149585,109363,301261,207998,202040,159285,343722,340341,282435,342913,313152,263695,429630
2123,276564,418871,207727,266409,150225,169908,314349,436102,371396,296835,24256,265866,427124,307090,115134,234873,265874,375374,183323,44359,73913,21632,368198,2498,299808,36712,259269,45056,163319,41008
2124,390947,217433,361418,381090,237935,235864,284307,369314,392076,140101,354497,168395,395382,160254,313147,381089,257357,295120,407239,140629,140616,153719,323008,406272,150007,234782,281915,235596,328679,370452
2125,213119,329832,110207,302112,212122,280915,340692,266815,366731,407407,430805,230642,178877,139869,361529,110206,302111,203815,406613,212218,221278,428972,225235,180785,270723,360012,383920,328006,292586,116189
2126,338097,248176,179537,314700,350983,204414,173523,311412,225749,389854,317297,304720,112778,210222,137762,294033,356926,190568,409405,396845,425825,205877,221316,387375,287008,309321,211576,350984,328548,425671
2127,146924,289324,400200,423773,188307,274959,341636,400349,290974,393398,110872,302788,411920,255444,140889,308982,117014,231136,158226,190083,156415,372670,160257,166964,186268,350165,337601,176327,265876,302787
2128,195286,170977,377972,251287,422601,388896,326406,426326,407261,305548,113601,264700,359724,395095,376656,274422,413234,236974,388893,113786,305733,274510,428492,306662,114709,227113,388894,201166,354378,376815
2129,342943,196415,398210,208984,394265,198465,201703,436985,376186,159931,398217,342944,220712,193989,231312,359270,196618,283369,338615,326575,232828,348563,409720,237027,176912,247796,326577,191701,342433,256355
2130,206857,286542,350819,395062,338421,186147,182658,232504,394738,435348,394578,138387,416596,264044,163297,309295,167913,279186,274726,402400,201705,375008,208616,393538,165601,400174,429452,439690,212321,144149
2131,352104,155694,149956,367068,428467,295139,426292,373927,302098,110193,318811,235522,246754,172019,372465,163241,392258,251719,361514,171949,335704,287214,250908,376302,185520,182265,413386,165462,204381,349190
2132,473371,460140,481421,467634,485924,477338,483097,474102,469629,484020,470349,459104,477245,491720,474709,470596,477684,476226,468516,465455,485002,485003,469614,458549,476150,480016,480927,482613,489264,483664
2133,147248,291626,111206,303128,405312,337333,363376,338092,246369,326419,151755,264888,194486,397896,262371,380307,430464,143233,180966,275446,276123,342614,297200,214865,159582,414373,335118,276791,287353,396539
2134,488644,472988,478160,474310,479822,464843,468553,493390,459069,493893,467803,474183,485634,459035,494023,480509,460089,487497,283688,485808,461041,493131,458517,486640,488455,458930,467299,477152,462272,475303
2135,176061,370173,367748,360219,336228,402020,327232,420195,244470,293101,356636,329858,321456,249378,271634,264616,173170,148389,275427,170757,276560,253870,288167,224381,313054,215632,233396,224201,138203,212158
2136,248610,158848,203552,319621,213389,396197,235871,188670,293685,247113,416109,331258,179087,337436,240185,296831,205704,371539,137267,266356,289108,169795,368036,207216,156137,426791,229322,332101,208251,191122
2137,495327,495668,495660,495685,495708,495703,495756,495502,495616,495372,495759,495740,495603,495461,495637,495755,495412,495658,495796,495627,495815,495526,495828,495957,495435,495916,496007,495529,495723,495367
2138,355496,370142,232420,259312,354362,340355,284148,203762,409532,313021,274513,323852,256887,412876,254253,239266,425070,176031,294969,294666,348715,376963,1019,298330,178408,260132,392085,361898,237135,351484
2139,385376,413683,278674,193169,340670,144477,215470,340669,1159,298470,210865,210741,366723,324180,296310,395383,312832,378917,235649,231873,150728,290358,203093,438380,328681,217790,177491,206301,191020,186341
2140,495359,495620,495597,495610,495328,495670,495644,495345,495604,495422,495680,495442,495555,495677,495342,495338,495727,495730,495797,495572,495693,495494,495788,495614,495612,495571,495471,495762,495574,495578
2141,4875,5357,103525,116049,308008,64209,103545,36673,78513,103703,50828,61141,103589,44848,67075,41161,56166,34073,74239,14777,56272,41923,41261,8288,24067,69604,40312,5359,98452,38088
2142,243,297552,183951,271786,348575,215984,268751,376358,409845,225853,376359,322211,153299,234647,184071,184877,376337,409996,279574,294357,174848,412437,246742,373474,223044,353281,363859,317976,58464,431649
2143,166407,193202,422957,426651,186832,367399,376979,246431,327363,115889,307848,275830,418033,115890,307849,144853,261177,403357,428661,378287,393581,234161,403184,259274,190936,148254,207884,163727,160871,349383
2144,152008,259722,382250,252778,415455,139495,184271,236714,382418,378635,201006,236344,358171,372355,370970,336705,112142,304074,336538,262035,371122,325078,296355,199483,382419,239205,397058,413888,279095,210464
2145,387382,338452,365455,359262,402741,168119,208280,365456,343929,342280,184001,311721,176950,206982,252425,424768,323728,348566,138596,179715,394266,335281,416941,196366,307385,115429,348567,398213,346532,416626
2146,167992,200996,187675,200438,181368,186803,191560,202695,175727,180567,182727,184199,169399,190244,161415,202847,149873,141421,176897,177882,166819,145028,157785,183747,701,158534,700,113081,151448,137491
2147,112947,156616,153775,152997,148748,145489,148850,152815,146214,146759,139720,142028,148502,144396,142523,140651,2854,112948,137356,115149,2853,110894,110893,112949,141631,143288,139277,2852,138827,115148
2148,20678,43660,60696,44150,60691,40413,20341,14013,16478,53379,460626,493892,17367,478648,20537,3959,60251,492980,471796,55812,470756,13519,487495,475786,478956,40516,55811,470235,101507,460884
2149,307306,363354,363214,320087,360742,342773,269330,311389,356756,353415,185929,174605,219631,244201,290116,309153,347886,342772,328332,192002,152055,115349,159024,167417,198915,211824,234505,271204,283035,235254
2150,395889,395888,219367,2519,299829,244510,274121,408732,218993,232946,232524,271900,316825,165439,153002,164144,321583,186347,203138,153842,201552,282581,233816,299834,2524,431301,254921,414068,158569,191600
2151,274142,286594,305897,113951,415271,410926,399732,216437,173356,203914,296174,216349,157007,163176,194270,406618,336206,249944,385707,202705,282811,306222,114272,231993,428803,176141,154336,324529,376467,377127
2152,215333,262900,162384,160815,308267,116307,314323,200372,199439,227425,402081,146316,296812,288937,321056,216294,267831,429128,295953,218818,373566,352578,402230,373567,233152,373410,173747,265765,312654,293353
2153,246834,220529,146368,428845,148183,184331,420508,189141,393263,385580,319176,193110,292929,172577,331786,282770,413087,210347,352142,403670,420345,284353,299023,1713,362088,215164,319180,383606,383443,381603
2154,101631,54459,93337,8680,122062,59685,31744,59310,62026,26377,54315,59416,62115,314559,16819,55829,43988,444023,20776,66849,13028,446430,198358,40549,10491,49661,73223,3370,447295,47569
2155,106211,164281,163283,161008,150340,158844,157884,157850,141417,143637,149827,142645,153048,148063,156710,136839,113124,139692,138983,3032,111213,138044,83,113123,150261,84,140595,153144,111212,141159
2156,459977,472166,461160,470378,481424,489645,488977,487494,492344,467966,484249,481965,470541,457998,465167,478936,459432,478935,483325,466071,459724,463184,481678,490014,463097,463496,482905,478669,480430,470009
2157,435035,234872,222783,312824,245919,379090,413851,352584,203783,288931,414032,296645,433733,178914,339686,155542,254011,177891,389299,274441,296481,426616,163601,438238,175419,374448,143534,205256,154731,282143
2158,410943,156687,344229,324554,381903,145960,293073,381904,324553,195030,339560,210081,306737,114785,232561,284846,268543,143281,426798,261009,371108,340704,287303,286900,330335,184042,438256,327699,420678,189261
2159,139638,159808,138814,383911,276612,434707,157364,323009,401818,138154,183733,116017,307976,390627,229613,243740,174985,312187,296159,248350,279416,438550,281807,253749,370930,376298,195166,252539,373935,195534
2160,73612,94716,56284,21644,44216,101717,81080,76863,74236,22136,24000,63542,78913,36733,67174,78216,70402,58412,38504,74516,74861,70043,45026,56074,53636,5353,60541,64312,64119,45722
2161,205692,223062,110551,302461,321234,181395,258147,199253,260751,341187,313842,423617,139693,206321,356123,350024,164278,341175,153359,213705,414050,196071,181030,343111,341176,116372,308332,384612,330335,404131
2162,278265,394914,142160,244784,141524,381101,305541,113594,237394,394913,401826,420160,420159,381102,359398,277850,263903,312512,383251,305378,113431,333075,367246,292430,281393,322856,162396,272855,373939,259615
2163,264913,163196,249553,345561,210506,394235,220501,386210,265041,281715,152374,352615,201202,285191,352614,352944,282426,111965,303894,360580,314020,275430,230573,408247,429494,116523,308487,388135,164006,332297
2164,264773,305393,113446,195350,194275,216089,369497,233449,297872,560,340059,409714,271484,265997,440511,317811,167908,307460,115504,261158,253976,333599,322379,191617,198701,315139,195373,260814,216473,407283
2165,483580,473024,459259,465077,485091,491959,465938,212972,467904,467836,476267,488315,466583,472015,457881,167215,215856,469049,482618,202902,284006,426510,485832,469902,214093,470858,220327,398678,239527,478161
2166,331267,199376,406448,393413,168932,344215,147283,238758,200547,264007,333564,307988,116029,475633,385709,492040,182233,361614,335721,289835,390798,476855,467862,256338,478377,483319,468210,141253,313481,476536
