,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
634,144716,178904,434977,416048,358569,313753,258947,148944,150471,150750,208240,210348,421447,151895,313754,296754,396777,204701,274743,253295,374045,304822,112880,171397,345011,384893,225455,175592,267821,259234
635,469236,485792,483699,469319,477751,487610,471873,490874,458277,481507,489384,461738,472697,491247,483812,458404,469036,457820,470843,489878,468669,463850,461950,463384,481506,476335,458444,477384,493472,469139
636,19331,55138,96771,18374,54362,102592,30870,25642,123057,121379,105824,37786,106725,6855,18451,106834,72819,85656,104038,26779,121118,83967,19406,18021,56888,30555,68253,64574,62603,55214
637,495214,495154,494977,495185,495168,495101,495026,494968,495016,495029,495196,495111,495210,494965,495052,494950,495197,495099,495132,495024,495127,495049,495105,495174,495208,495037,495166,495173,494994,495152
638,357320,277146,148069,336466,177510,280743,385047,375474,154752,364530,379033,274730,375475,386491,436749,251709,360783,439643,196280,313752,154614,181840,279509,360868,408495,429249,379034,247595,158618,338383
639,94463,123248,107423,90173,19619,8921,79800,123076,12425,68251,90203,80271,66357,30536,12342,64789,79674,105840,90427,101942,97003,72488,76771,30542,6379,62350,86561,6536,107426,83694
640,390860,377874,247727,282203,71574,170082,438014,283905,162648,347497,142986,38796,264472,327109,267349,174964,324119,214466,94423,165267,76286,268256,252318,184918,252163,337360,286100,251043,376552,333836
641,161192,212564,138877,349932,155581,272568,350753,328076,223253,358700,358701,416009,291209,281528,203874,293407,388405,375114,300044,2733,242749,391554,185390,363293,280912,170523,193229,321982,215113,217371
642,90583,122437,79772,30034,121055,79807,47056,38634,86398,62502,37783,59638,18537,35699,66336,106141,25782,19093,83438,19623,86058,83551,72896,62323,101992,18871,71688,26556,23525,91538
643,108689,300582,161957,236559,314270,234394,262275,326331,140785,401124,418778,365360,334891,401125,433340,363941,409906,305659,113712,423039,383191,440121,412821,256213,354147,437398,363785,437235,242170,207243
644,52007,35347,104672,76756,28343,67691,42111,65818,26326,65431,12090,52662,15012,51976,42132,9588,71353,107278,30792,107214,31065,91476,48534,46744,89710,9983,85714,59741,73004,64813
645,141091,284933,385475,210404,234922,250287,373230,278957,371193,282589,299072,321019,168102,296100,366329,150583,222644,259667,1762,138004,224029,384202,258889,277406,213457,196254,432646,178431,335821,344144
646,404686,373696,353018,139332,258288,334053,279980,347196,362806,110949,302867,347197,393157,293308,310463,279017,396108,172146,423691,324613,223130,272410,435108,116261,308221,356995,381798,391393,194190,212314
647,64485,104166,79565,91393,67888,68445,72762,72938,18818,56604,91666,25792,18636,8882,96556,83848,62635,89854,62403,43026,76777,72760,30855,62368,107574,23526,80519,66354,37495,51714
648,416718,250872,111622,303548,224781,151588,429250,2756,300066,293598,271290,336313,287664,357471,368789,330612,300067,2757,424694,303556,111629,429251,374223,155294,181219,250843,358576,304979,113034,328266
649,83645,87088,91632,102564,105972,23442,90527,104205,62644,64576,19339,71928,94493,25647,18446,62829,90482,68107,121065,83357,71311,89958,62333,72023,75732,29565,30746,75720,122656,121380
650,153496,215201,278348,427855,313414,296260,316727,194541,414472,279262,321517,313415,316728,242945,250443,384723,414473,384722,331863,146626,389083,251996,365390,217300,416390,141507,386136,282073,255670,249022
651,71287,42800,80464,66010,103834,42304,67415,86362,19270,93742,104624,46841,64884,12671,42312,11876,90071,104730,42152,75613,26077,18122,64836,90288,45962,26201,9700,37217,46838,104604
652,10411,89864,123041,86337,76071,19103,120549,62647,83853,72671,71767,18421,72417,72676,23424,76142,94290,19366,104881,76229,103083,72533,80302,6281,86002,54631,96768,29357,106137,75839
653,116423,308384,239498,244734,189599,142949,362944,320468,213311,391555,219718,272520,381805,349924,278299,284907,435111,280814,187907,153469,202717,345801,247131,421052,141958,162850,357293,408470,391395,330745
654,410527,410528,335019,231236,433658,287679,319384,155341,241042,430367,388762,139704,166966,348614,317854,204598,268187,198112,146567,398110,312119,196347,388766,163467,268044,390388,193777,232396,239747,267109
655,42187,15503,56644,11814,19187,37271,96207,26103,9815,54448,42326,46589,12026,54961,54918,105726,42652,71269,89899,26086,33515,28085,35227,55184,42953,68615,54841,107138,85902,59840
656,382329,167946,273324,299900,2589,240653,206634,222738,275598,225881,353200,207786,300068,2758,320197,155715,414475,303383,111459,260379,162082,229984,283459,246185,336468,256975,239164,242489,220742,257494
657,86548,94544,86554,64540,18461,86930,71900,123086,26549,79779,62335,107337,30714,69114,12338,72312,19254,29864,72677,18577,79802,6394,121267,121135,18795,91713,66360,96815,103914,80270
658,28509,48445,101634,11968,55263,52174,11892,51915,101869,26418,96181,97900,11951,18097,29732,42867,93564,18215,65718,6558,93737,59927,42095,51023,23066,65814,59740,72979,50994,80446
659,253553,210920,381488,144216,167225,347206,373380,287750,331195,435745,384347,212556,407017,211493,424026,316253,284073,391068,214764,344144,196917,335821,112519,176654,304459,381661,208686,239128,272309,217609
660,349509,230821,329964,235407,428624,205665,395690,410912,282120,183617,187516,333380,390954,282638,114263,306213,372621,144460,273297,224002,200539,403959,264283,347257,212650,208519,288764,138166,370771,235102
661,521151,521114,520937,520962,521088,521096,521108,521100,520990,520974,521102,521133,521136,521129,520985,520988,521104,521085,521124,521155,521099,521116,520946,520981,520982,521143,520944,521154,521092,521089
662,415236,190339,184927,313440,381378,312310,279745,406423,399704,438063,252477,313292,175502,217543,235772,138099,349811,390915,289983,229383,237530,323996,186411,360327,166963,306341,438064,114391,155386,326975
663,494855,182345,161586,323681,343561,269809,401490,434379,154852,234167,175517,232772,417836,351949,158774,370281,312342,349029,140442,264204,228052,370282,274886,292081,329507,257699,370607,376134,258243,309784
664,228925,245058,168479,242584,426451,272289,521201,521160,242028,428143,333533,171814,184033,201081,521162,150823,114250,410903,306200,521200,324006,241157,233327,239332,216783,385360,280261,428144,115860,307819
665,228772,170594,346336,172147,188846,437098,346337,338875,255746,166478,314112,262906,211812,208829,263738,268400,374389,332732,424888,374388,321852,417798,287305,410086,231031,189818,289269,379561,141179,405261
666,511763,512142,512115,511936,511849,512030,511705,512027,511777,512077,512060,512095,511817,511825,512057,512073,511921,511811,511843,511979,511845,512021,511940,512106,512055,512071,511799,512120,511902,511800
667,525127,525087,525083,525096,525084,525082,525081,525153,525154,525155,439673,525089,525126,525088,194170,525098,525161,525160,525079,525092,525094,525078,525095,525091,525093,525099,525080,525085,525156,525077
668,263428,260777,326838,267020,398954,395380,211060,323006,355939,423246,139591,231862,420308,207005,322846,305711,113765,318096,312017,168404,257636,346964,201735,398955,202725,234339,376137,269846,158823,160643
669,178941,348015,429117,429274,345512,262735,188753,308774,116806,260719,172581,258257,393528,439672,143994,411569,173890,427249,173431,374994,116963,308929,156166,169752,379576,158341,274473,362859,242100,379243
670,351786,177101,315447,161414,161342,374746,161763,359381,390617,301268,109370,217691,410267,222942,348701,330962,322514,211546,152158,364307,322513,230009,428003,361335,229743,355486,249175,410266,348857,230900
671,166147,415907,434677,360548,151958,189219,116162,308121,178532,285343,427255,154773,234013,424062,168417,288378,267280,319752,271526,203162,329792,171581,167721,261632,166613,254624,344879,204812,331738,368013
672,116983,373911,363672,348033,350816,308949,311541,297348,308950,330289,213711,254281,246014,229727,247956,253479,240553,140513,253747,251596,170018,180187,162919,211239,225346,151783,146362,206990,241724,116984
673,151605,216755,146705,278679,269094,329480,371068,191235,190442,276169,163115,364906,414325,362854,261725,188554,146557,362693,110667,235242,302578,247186,438983,358120,414326,273904,2123,355114,154714,352415
674,267200,234949,328491,168888,422411,433390,294942,329809,431750,209305,216260,178261,399125,248389,159607,317926,251533,178406,139308,219958,361407,144838,197081,417824,433545,433546,158808,433389,152852,440470
675,328516,373741,167782,327974,137386,160803,523760,523815,523764,523782,523806,523814,523735,523825,523718,523747,523785,523712,415913,523662,523834,523793,523670,523810,523754,523689,523736,523703,523756,523726
676,231031,410086,189818,379561,289269,287305,140359,281821,357658,165491,346335,314946,223848,211812,157250,359057,221920,366045,198138,291892,213633,264206,361316,252730,350938,172147,437098,338875,346336,262906
677,2781,300091,180783,193212,266509,259859,222875,420060,167610,418818,280094,316753,290726,235269,336474,353051,234864,232858,382177,316601,360788,327955,273282,260165,195105,193587,293440,263701,416053,368157
678,166433,235045,338073,296994,348032,353080,291426,317095,382583,421809,242773,332241,400497,178277,184647,325195,185588,330287,290135,162425,380116,181069,195740,255130,192770,178982,291104,258053,296993,421810
679,280029,408673,386510,190882,382573,241623,150257,261329,199673,321535,209275,149474,273970,436077,348020,313269,336332,393353,415894,165618,341443,240275,215933,172436,329786,235803,386334,211357,272144,112395
680,427991,326981,359996,146493,1649,298959,417236,136922,292565,378589,315613,418006,229955,166549,170541,310252,420135,191686,290768,311829,848,298159,183977,159292,184406,373285,265083,261882,186929,298158
681,370602,420133,347404,222881,423234,359991,172034,225611,440773,440772,366704,254211,351774,247629,395829,261528,232232,223535,145394,197987,354343,273036,373583,335544,434374,110020,298811,326831,1501,301933
682,163009,162934,254632,421287,353063,274062,185247,232934,521187,316760,189886,408670,210373,402540,259925,261360,320061,350335,229776,517502,517999,517499,518011,518019,517994,255536,283325,172540,180882,290433
683,137944,154169,147311,149215,147266,147160,146401,148043,117127,145757,142054,143089,145764,140479,146215,147886,111792,170,141255,137156,111794,112902,117125,117126,113041,108722,140080,138065,112903,111793
684,414169,116005,307964,337414,320780,287330,428618,156025,116150,371078,308109,279812,399552,274415,237210,373268,432543,233982,270243,367535,331395,321054,174558,379421,198541,179785,280012,182340,330651,344703
685,510271,510320,509950,510331,510279,510262,510288,510329,510272,510275,510324,510303,509952,510270,510317,510280,510294,510267,143812,364154,510259,510336,510338,510246,322176,510299,510332,148207,510287,510254
686,490562,481413,491976,479648,483349,469763,462547,464070,466109,475902,476598,468807,463823,487515,466520,481689,466834,488868,490035,460115,488703,458457,471600,473027,479862,458428,483960,477176,462878,475311
687,292706,279474,232638,413524,294950,349182,390759,390760,292707,227843,381079,524152,155059,524155,194534,171832,524157,387660,524160,156437,227094,417064,524126,277730,333203,207478,298298,367048,376286,988
688,387179,164886,416739,359218,271811,375647,369105,147234,294614,233794,250484,334417,374560,180412,375822,248749,301437,109540,348841,156107,189342,234979,391891,244975,189587,288195,416740,279810,176507,223181
689,187445,151562,116008,307967,273386,362543,356575,208529,262025,385856,173710,145680,360342,331086,322996,379246,396165,178559,191566,407700,214083,511065,392573,373269,148717,178836,396497,410593,193353,313460
690,324975,148964,137551,436916,342552,435127,288393,334329,197484,382721,357647,272519,146335,431077,402825,158345,243826,158500,155592,436915,172739,233395,379203,275321,155998,137611,342553,169473,223433,330767
691,159454,164120,145472,164016,113735,145388,153833,162724,830,113569,139728,142593,149349,152368,157937,162412,330,331,109858,113568,113736,138742,140806,142379,145593,147230,149677,155502,155755,151692
692,437433,374741,224606,281731,140156,434067,219175,359675,435658,201795,361328,339056,401476,311679,229847,343545,158271,359676,210680,376115,227668,151274,160859,246125,416754,213975,351295,195603,255945,218802
693,312982,398607,423570,364910,141300,247966,355117,247838,210921,197249,415565,237575,273337,281690,415564,261168,193688,350302,418506,316131,293192,213348,277020,116463,308424,236978,165057,282423,427093,278527
694,310223,362014,351905,354464,343685,228970,340648,319103,230441,165966,209575,223908,253102,288779,310074,314918,142120,194926,148170,155016,199390,207362,213878,223424,243421,246504,268197,292682,310073,266789
695,522965,523051,522943,522997,522950,522768,522941,523044,522810,522836,522953,522872,523008,522998,522971,522955,522973,523002,522964,522783,522821,522853,522895,522877,523029,522898,522884,522780,523048,523040
696,166860,375315,430906,309098,117128,404725,139601,235870,338729,497657,157420,279966,247472,221769,348500,263963,419339,161499,440143,223886,195972,303726,342567,379386,111797,184669,243002,345029,234392,108544
697,189067,433694,288478,398141,362180,387807,158390,423209,331060,331061,387806,239310,306171,219921,410878,233660,148308,438350,114221,158880,205214,410877,329150,278932,224877,218573,177619,242521,189166,251337
698,182108,329487,408025,204587,174121,212093,428603,279097,223898,228559,395990,210351,329317,288572,356406,335997,273491,357963,153450,337564,344174,278115,438842,344175,251130,267853,418341,170617,398466,142048
699,193166,259032,148576,424046,436399,518115,299265,1956,320201,142871,320200,518116,378877,189588,518163,296262,316593,184149,393186,150482,518117,172600,341436,300086,2776,314122,296261,439302,424045,204013
700,231294,434198,214779,224597,399701,340816,231459,138789,324167,148261,398299,177817,211274,182230,360322,268651,420453,182010,174563,293016,367514,218456,426924,298599,205045,331218,1288,167069,176007,223114
701,37863,99327,99027,98303,97269,98206,98129,98317,52727,98972,98302,98359,98395,57180,39286,98528,31665,31518,98350,83491,49120,31653,98483,76789,57120,33601,38269,31466,31436,31698
702,378404,299280,1971,250941,426932,269505,168960,252701,333948,147121,194696,194113,419323,203730,298608,1297,367680,237547,384753,352079,306507,114557,215680,213544,414008,170927,215407,418163,295611,278214
703,188472,286730,398629,143427,425616,417983,425617,403157,412852,405772,242651,361162,216379,401316,173880,151303,330792,169890,377784,429930,280057,419943,409499,409500,205641,495836,369113,409501,205294,240432
704,25687,86075,120820,86795,25797,19372,106140,19518,72320,68992,8995,25744,121286,80002,6415,83717,26009,83719,18423,18422,80516,69209,76680,98142,31466,31653,31436,31665,31518,31698
705,385077,396637,251062,180718,201820,283163,415734,382029,228583,274550,319891,155792,327648,321194,360704,192465,173401,153322,419923,198944,263633,112243,338059,304177,286294,304176,112242,314136,142433,316456
706,269023,177959,308767,116799,439844,286626,165786,334087,368309,394366,419333,181466,162747,419332,184634,188340,112720,304663,249225,269503,424216,332211,274287,279411,210173,257979,334167,289425,321692,233656
707,440877,440983,440890,440892,440955,440898,440958,440963,441007,441009,440981,440964,440961,440896,441008,440893,441013,440867,440869,440873,440933,440932,440989,440894,440985,440895,440987,440984,440959,440956
708,285339,172001,227714,327807,249476,344878,287930,141230,145250,247381,330976,344877,439159,247181,199178,145407,224321,201734,110836,302759,195839,160008,313807,189056,182597,160619,384568,362865,337412,225383
709,441589,441568,441452,360818,441624,441495,441457,441615,441590,441450,441598,433421,441514,441530,441591,441616,441492,441508,441494,441573,441566,441570,360819,441622,204119,441594,441342,441374,441302,441488
710,512148,511875,511835,512063,512118,511959,511839,511755,471409,512056,511847,512127,490832,512143,482648,511862,511866,511829,512147,477284,511736,511989,511962,511938,511861,511762,511766,511960,512046,511985
711,208528,217413,383223,398628,409935,311341,269894,369112,343066,409934,237806,297666,159947,395045,158734,357,197832,330789,395047,338880,369792,218398,230115,272929,318325,142154,167362,409936,137965,412851
712,109536,301433,193324,283779,342888,153294,317564,208806,287323,221337,361137,416723,250838,244197,252100,338857,241921,314097,143892,244741,172502,205552,393993,364691,194854,199623,409179,234511,363953,289346
713,425191,383224,437271,334931,257970,225596,141127,246340,377612,258230,211463,383399,224213,140892,364300,113577,305524,226396,230684,343223,249576,315095,159960,187618,221054,158690,424901,255609,244146,194949
714,524336,524181,524303,524378,524175,524215,524365,524225,524361,524178,524240,524193,524304,524345,524352,524320,524299,524222,524217,524342,524318,524187,524234,524231,524213,524358,524269,524267,524209,524374
715,164692,422410,232520,335081,262561,332907,256972,397493,234043,258536,269028,273519,343385,395357,269422,403318,409660,253902,172235,265975,151885,180165,195769,375973,397494,353871,226722,355636,143137,281202
716,423210,192800,395507,216652,114222,306172,312147,247054,359826,227872,395649,265994,213456,217966,209927,218573,413653,225144,161873,306175,312155,251666,104802,224877,189067,288478,233660,239310,306171,438350
717,240167,328661,334756,227901,418796,318956,361483,430415,322653,205128,297807,437591,498,315423,138347,203097,383878,398925,395197,292538,349478,323660,138962,276884,220800,178367,343374,210237,268893,194129
718,438979,306498,114548,313607,315418,233784,224289,420632,199473,198786,243175,240049,392875,238555,153993,246513,418499,400000,285799,234115,160481,296285,298430,177507,312642,242012,172154,156297,222919,225933
719,358124,195804,237293,172050,179155,251018,428771,423398,206291,154264,391103,207215,259856,164578,290445,427245,222698,345159,352417,336004,114553,324490,306503,193096,239126,361764,260703,157908,324823,378401
720,156342,238116,231556,228311,220090,216415,221357,220770,182860,210119,193158,213781,221229,182127,196529,214080,109688,140755,190074,177657,175483,141946,199985,202681,219282,154556,159908,187743,157051,141824
721,333239,261245,387823,312006,148134,255737,359847,417232,274965,261198,288844,191500,323674,170631,215087,109866,194974,301773,269681,148336,326829,273560,172869,279820,166700,343551,309780,275289,381227,287051
722,518164,518146,518141,518144,518142,518022,518017,518044,518034,518160,518009,518145,518032,181004,518143,518012,518140,517996,225439,334823,196258,355782,397818,426437,167961,518015,188287,318068,239158,377767
723,160370,260228,497671,497676,497682,410727,497675,497672,422903,497662,497664,497666,497669,497659,497658,250031,497665,497663,497667,497661,497681,497670,497677,497680,497668,188909,497673,349648,497660,497679
724,494939,494929,494924,494927,494930,494926,494928,494925,360732,360733,513271,513277,513272,513261,513276,513280,513263,513262,513275,513279,513281,513270,202253,513278,194272,397337,494887,415914,435358,237233
725,317741,198554,328480,380745,395347,440753,326360,387478,284468,113561,305508,240789,426269,413013,236211,340323,226468,226911,343372,339353,176785,297797,323516,199872,180693,376109,488,188108,172460,366697
726,159454,164120,145472,164016,113735,145388,153833,162724,830,113569,139728,142593,149349,152368,157937,162412,330,331,109858,113568,113736,138742,140806,142379,145593,147230,149677,155502,155755,151692
727,225257,386010,302581,110670,344343,399864,272926,396164,111000,302918,187375,152150,173580,329328,253685,356250,435776,435015,523880,399865,329176,110669,302580,219262,166968,392890,324502,386009,376935,244875
728,111492,303416,190738,439676,266232,353224,145531,297147,233889,188578,222555,375158,157167,429441,421466,371696,427552,344871,170636,439678,419178,253627,379894,345049,329941,341952,314507,436575,2797,111491
729,262314,439151,296271,260884,389090,213811,402211,408353,195895,523744,523804,523748,523833,523681,523757,179972,523797,523697,202988,167901,363149,352719,266736,196715,149504,180636,414484,391425,142874,186112
730,218665,234245,268092,391450,339371,208287,207294,220152,284653,354654,403789,381401,113767,305713,349349,395543,258966,162776,378605,236005,254403,110351,302258,226947,246001,214547,239413,246066,403637,401810
731,246805,407867,404083,171314,378402,289499,370913,406583,313615,216492,404082,391104,372946,257310,167753,222929,191264,114392,406584,306342,381534,333946,312475,253547,138517,175609,408203,148535,199254,149768
732,116985,308951,350818,320074,151745,368327,268704,405121,173741,176858,171346,396509,159058,141114,159398,185713,310682,185895,160011,254887,291282,231474,149170,265664,336830,336829,510494,320065,294474,377630
733,419466,278811,145566,438681,420609,261755,169230,249649,176341,312458,285132,245003,438680,153895,347379,150485,381521,251773,337550,163051,331381,381677,333792,272596,392710,390905,238443,177782,165814,356392
734,188942,422743,219702,351759,233890,290630,390750,199368,234052,413515,227170,161620,172010,417384,183290,361489,422907,142595,351918,319108,181356,397996,284972,313130,314935,245467,154988,179383,245404,193634
735,518724,518538,518790,518573,518578,518658,518465,518545,518532,518639,518625,518501,518722,518606,518570,518657,518645,518562,518460,518624,518457,518710,518679,518459,518650,518621,518589,518510,518581,518682
736,264259,221114,392872,379064,296144,295781,327136,356562,272161,219874,415396,295780,316125,378565,334019,345153,226721,404235,144103,146381,285503,288958,180371,423390,302574,315964,373095,110663,169377,378564
737,424219,212983,155875,176345,269684,198265,308758,189465,273931,421457,116790,140644,252577,416059,408660,291244,420061,400309,348174,389267,348173,140446,283313,182277,166105,209085,421456,207119,262441,250431
738,200673,271163,240769,266395,223348,239443,252364,260848,163495,213020,228587,148971,248981,250432,257795,258710,137086,116614,116616,116615,160414,203904,140757,145446,195329,214225,179600,195533,202751,172253
739,434514,419625,293028,178613,308283,116323,423574,395986,223090,166309,312477,190869,172296,392879,411233,205238,438212,191661,372949,377072,270176,285506,419626,181391,157902,207792,397173,312809,352420,286142
740,228792,283964,431398,136966,377611,397314,242406,245263,146894,320511,227629,355472,397315,374413,147653,377458,198954,203000,412700,348517,232605,419945,246940,409938,291920,440003,109708,370115,343389,301610
741,210066,110859,185005,264690,302751,215974,290655,312808,237352,299604,175340,2293,337886,402075,274535,400162,286532,355113,319736,158462,411560,345337,225923,256435,155765,296460,432851,161323,256165,402076
742,161326,353066,344874,419184,382366,408843,408842,310669,221931,417637,429267,338235,360801,396794,353065,248785,199787,211835,256541,389458,278276,274887,230727,228501,330096,341775,338234,230595,436402,396795
743,210574,200261,398951,174567,247958,214232,145242,253221,401656,295285,221477,395226,205317,292416,183226,423255,170980,195265,212785,354651,370607,150686,277076,259459,274886,381244,218797,179727,415094,370280
744,320508,223619,165285,112908,304850,290242,181619,330454,382905,320509,309270,117145,309116,439677,436576,142069,270903,416747,379893,321702,275166,360892,382538,506275,260101,204317,296452,341953,138557,402845
745,301756,109851,383549,433367,311159,419931,225438,264295,369281,255651,155151,328475,284462,355462,218446,152923,217964,374734,375962,391889,407210,431729,214550,184922,191754,359212,346640,405757,294622,374733
746,204156,423740,290919,367858,398765,156802,226990,384910,207687,420955,277702,345336,170844,184121,275986,515395,236696,515399,316297,110860,377237,341298,418668,367857,215875,358268,385994,313963,302750,385993
747,370908,392570,376760,285324,458175,516741,516764,516740,516735,516736,200036,407863,516742,250963,516737,516738,516702,281362,516739,391099,349983,116312,308272,181715,175480,174887,114546,146743,186143,172833
748,257449,295109,438369,312008,282721,286925,234639,392411,188315,252705,211507,343712,343713,254703,251372,351779,147296,266512,269478,417826,318798,431917,261804,152875,378424,171562,186929,261882,265083,387828
749,350487,194944,419187,400664,336973,363658,252353,334348,386690,408847,181874,165831,268912,320222,290372,325516,234868,368504,280036,242977,246954,274960,256250,151743,150822,155616,145694,341780,321860,334347
750,270904,341599,241144,363158,411882,234616,224265,215837,189647,138278,319895,397684,237969,205364,436235,321364,263618,421279,399276,141368,358589,360707,421119,185842,430608,368166,191349,256496,178326,172462
751,397816,224720,153791,298149,838,407367,138971,190000,381063,355781,333359,295093,340330,238571,184928,223232,284792,197820,315427,274998,209128,372447,214757,384059,297962,250597,650,302070,110164,326507
752,178083,211355,225527,314130,393191,324831,174410,296134,356879,397510,193730,230782,149055,212327,236112,382025,145971,265887,304174,319885,112240,116627,308593,150858,374839,418831,419916,270418,419917,195655
753,319891,360704,327648,173401,419923,155792,274550,228583,192465,198944,321194,153322,344694,293621,266331,414646,268253,436074,236458,185848,385077,382029,180718,396637,283163,201820,251062,415734,146208,164443
754,185194,384075,225296,186202,238865,252781,385537,362542,356164,145728,292888,345174,396163,391120,270871,372973,205090,257596,392736,275082,372974,352249,114252,306202,407699,432382,378911,173731,141467,354642
755,220392,164216,165600,415353,347224,392346,217046,407676,404224,315771,266296,141245,160484,381503,204857,241821,189240,398293,222876,323807,423380,221742,371049,404222,222262,347223,243653,141926,110488,164477
756,114535,952,415528,392708,373257,299414,298263,302733,110817,350123,306485,406401,2105,434029,428430,399527,407848,378223,156972,150180,222205,419465,254977,258180,438679,299587,2276,244067,168424,168710
757,244354,227805,172202,422396,234241,286923,370106,109856,301761,210461,146711,380594,140264,292371,197371,154481,241879,278396,261744,354336,437428,340166,275105,367033,401147,364128,284631,217149,175203,294934
758,210881,281046,367845,377228,2588,411550,188242,319883,414320,240216,146328,290907,258560,299923,151635,374836,287339,149287,386141,396308,313952,193931,241294,274341,200583,406729,408351,245607,112231,304165
759,211623,229189,352241,155813,308278,116318,418162,384565,395817,413826,367522,364727,228291,258909,392722,404084,268831,320622,155083,396993,367521,378403,201101,261617,415244,335687,168148,289100,248081,212639
760,224107,386523,182045,439500,211403,433235,310680,342760,156903,436247,353076,184083,336825,436246,332239,271263,238025,424564,396503,237711,257012,353402,180266,252062,365242,328132,400335,271627,435934,112409
761,207945,322970,273067,343692,289979,392384,433845,359973,290121,200745,433846,410879,256799,373089,258340,289807,381504,343847,221821,146752,182119,331210,271205,390736,411047,199107,356222,218986,395508,243268
762,371679,263927,201401,283150,304486,227655,290761,329920,112545,141446,259956,382348,219012,434658,350323,204751,214271,420063,2953,316756,338393,246984,170578,419001,252817,243487,300262,222591,239031,389091
763,419169,429605,187454,206519,341937,368303,191287,296614,382733,213730,192717,240206,291563,257074,404726,357322,330094,161973,417628,416232,308914,116948,353208,421627,412360,363490,283633,175701,429432,161787
764,151867,295778,164230,415395,399854,296141,234834,207584,162016,170060,313791,344334,288144,223017,261261,224892,116457,420628,415394,308418,357965,273833,197516,229408,313792,233431,295947,499404,231986,273714
765,226611,329192,391127,420306,202900,266630,247346,349028,266094,156184,347108,180606,155259,110035,221865,301948,1152,298463,440783,295111,238884,406440,318094,147592,156361,362047,197998,305883,113937,369303
766,218710,264549,252525,232270,229354,246420,228711,225238,172681,170139,200402,238960,212808,157200,215207,221458,144128,113370,146291,157454,144688,141804,195322,206673,109002,108521,117116,139480,149193,143682
767,434057,403949,292886,335861,157421,197760,356245,302248,110341,339674,241371,401960,392733,403950,345172,236189,396321,362702,192719,376448,1150,298461,151632,327153,265540,279681,354639,216607,302247,110340
768,485904,481452,472121,460170,296137,464030,478772,489795,484697,481751,487273,458816,458520,142808,319581,438840,471806,475186,467712,464700,396312,418664,466934,464903,360530,408207,489852,233696,151358,274557
769,440770,427987,234959,193214,395379,361499,139747,224739,203921,413527,339519,211159,433714,200275,381082,241196,231329,175247,206305,343707,237438,264739,413526,292709,298805,249321,1494,301927,113926,110014
770,387483,387484,230234,191337,372800,366549,279428,262100,380922,202236,196719,406249,287851,165603,387482,151952,196792,335543,210626,315436,159405,188723,171204,349174,239591,417059,222914,392243,432087,395826
771,228006,297489,180,199122,383049,149266,342893,182611,109380,301278,300617,108724,321853,170143,350797,222392,301279,109381,226698,177550,425601,238907,379562,219864,152940,309099,117129,231574,389794,357659
772,162613,237118,240557,399111,380914,200058,431915,366698,346947,148404,235574,301246,109348,265824,420090,343539,155533,241205,431914,326361,174284,250404,150938,225829,248911,333521,318791,361401,349487,310080
773,377219,209318,385829,152445,216046,188091,367838,378549,336165,337874,159495,385835,336166,229247,313787,371356,288107,269520,392867,1623,158903,398749,354898,313781,2449,261883,420790,299759,298933,385497
774,292370,351445,142913,437424,504,346632,169867,311320,297814,221156,186889,181685,258826,208290,407213,150592,187875,301596,109694,254780,297636,327,401458,425189,267339,276318,159326,422394,223076,314469
775,242568,321530,158360,262196,246283,145319,399283,310665,389284,368312,156956,429263,421285,204350,239799,234348,202405,389283,313278,303227,111304,262971,196011,308776,116808,241016,276385,168212,382360,299932
776,113231,305179,398790,323530,266765,422766,361338,434220,251901,372288,109722,301624,437285,375842,409669,435670,261019,253793,390299,298814,1504,247165,225379,516454,154389,146064,149260,369120,205802,282456
777,437906,281789,392412,178634,258054,354032,311830,286441,258703,255275,310253,204880,188710,160087,423067,305702,113756,349179,433549,498353,354031,275128,292399,284479,265013,109869,301776,315439,276293,383722
778,195051,282005,189167,301091,409662,222545,181698,309444,425937,403320,185127,383395,364296,271518,204408,416903,256676,109197,177900,401472,391895,222873,226384,236633,172982,512031,512048,512108,512267,395214
779,218710,264549,252525,232270,229354,246420,228711,225238,172681,170139,200402,238960,212808,157200,215207,221458,144128,113370,146291,157454,144688,141804,195322,206673,109002,108521,117116,139480,149193,143682
780,392886,438846,308108,116149,166510,140832,407874,197204,354969,336180,188126,384243,420806,312317,246659,149692,159786,426766,287724,362703,178595,277952,246663,187791,159766,362539,241049,397001,330473,411238
781,406413,246496,349810,415074,201821,143741,211315,419153,246670,281519,241498,362357,116313,308273,288485,370747,349809,290690,213920,272780,385343,410891,521066,521067,520996,520992,521017,520971,521071,521068
782,189258,155061,365588,209341,394018,280018,256032,341963,412389,382582,264873,393703,291103,164068,330468,433242,137602,382911,309289,321878,365587,390114,164242,250579,424568,156134,179348,321547,207076,394732
783,192317,344860,327802,393362,178082,183258,420956,216735,404577,429116,159191,436237,219010,341301,248882,331887,250321,397836,151061,293630,204394,158692,400490,419018,325189,110992,302910,161934,334268,150733
784,251983,247947,387643,225128,162519,186979,359834,147206,161000,361402,432074,177709,256479,417225,346949,422738,314784,250048,165609,270083,213217,361869,170842,161174,355776,166161,270031,339190,280072,294774
