State,County,Inc_Muni,Uninc_Comm,Nbrhd_Comm,Post_Comm,Zip_Code,Plus_4,Bulk_Zip,Bulk_Plus4,StN_PreMod,StN_PreDir,StN_PreTyp,StN_PreSep,StreetName,StN_PosTyp,StN_PosDir,StN_PosMod,AddNum_Pre,Add_Number,AddNum_Suf,LandmkPart,LandmkName,Building,Floor,Unit,Room,Addtl_Loc,Milepost,Longitude,Latitude,NatGrid_Co,GUID,Addr_Type,Placement,Source,AddAuth,UniqWithin,LastUpdate,Effective,Expired,STATEFP10,PUMACE10,GEOID10,geometry
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,WORLEY,Drive,,,,7801,,,,,,,,MFRAMR12546**C,0.13357341,-82.7871443044,40.0091168565,17TLE4746530298,{E2D63FB3-FC5C-4A3F-9602-E0AC0E7A6174},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9215822.7482 4867267.204700001 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,OLD IVORY,Way,,,,8228,,,,,,,,MFRAMR08410**C,0.05924596,-82.7852289391,39.9982206433,17SLE4760529086,{D823A51D-F40C-4A55-908F-D7DAF3C52303},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9215609.5307 4865683.711599998 0)
OH,Franklin,GAHANNA,,,GAHANNA,43230,,,,,,,,HINES,Road,,,,3777,,,,,,,,MFRAMR05751**C,0.1347725,-82.9010696432,40.0350201573,17TLE3780233375,{EADEB23E-35E8-45A3-BE66-18EB90BA0EB8},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9228504.8589 4871032.619099997 0)
OH,Franklin,GAHANNA,,WOODSIDE GREEN SOUTH SEC 4,GAHANNA,43230,,,,,,,,SPRINGWOOD LAKE,Drive,,,,535,,,,,,,,MFRAMR10657**C,0.23290065,-82.8953139108,40.0371650633,17TLE3829933602,{5BC2C614-B677-4A12-A01C-F1FADC065372},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227864.1337 4871344.475900002 0)
OH,Franklin,PLAIN TWP,,,NEW ALBANY,43054,,,,,,,,JOHNSTOWN,Road,,,,10971,,,,,,,,SFRAUS00062**C,32.1831157,-82.7748377273,40.1098067239,17TLE4873941454,{BEBB2723-F71B-4321-B8E4-A242CD413F0D},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9214452.7863 4881911.9472 0)
OH,Franklin,COLUMBUS,,BLENDON GROVE CONDOMINIUM,GAHANNA,43230,,,,,,,,BLENDON VALLEY,Drive,,,,5695,,,,7,,,,PFRAPR80515**C,0.11737549,-82.8894544796,40.0704577927,17TLE3887737287,{69438868-328D-4F34-9B89-87AF08250912},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227211.8648 4876186.302599996 0)
OH,Franklin,GAHANNA,,GAHANNA HEIGHTS NO 2,GAHANNA,43230,,,,,,,,MILAN,Drive,,,,291,,,,,,,,MFRAMR07687**C,0.06175749,-82.8722042444,40.0252384447,17TLE4024332237,{4BA25D08-413F-4727-989C-23463F64B764},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225291.5774 4869610.5396 0)
OH,Franklin,GAHANNA,,COLLEGE PARK OF GAHANNA,GAHANNA,43230,,,,,,,,XAVIER,Street,,,,403,,,,,,,,MFRAMR12606**C,0.07304802,-82.888064767,40.0097319125,17TLE3885330544,{CA5E4EF8-A31F-44BB-BC2D-1A4B818D8E76},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227057.1627 4867356.595299996 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,MACENROE,Drive,,,,184,,,,,,,,,0,-82.8102430653,39.9871382326,17SLE4544427898,{280E7DB9-66A7-4BBB-90C5-5E4B1774F598},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9218394.0905 4864073.418499999 0)
OH,Franklin,GAHANNA,,E R LINTNERS ADD,GAHANNA,43230,,,,,,,,LINTNER,Street,,,,212,,,,,,,,MFRAMR06938**C,0.06620659,-82.8735169615,40.0235033121,17TLE4012732047,{88D12D68-07FE-4F15-90B9-1075EBEA815A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225437.7084 4869358.304799996 0)
OH,Franklin,COLUMBUS,,NA,GAHANNA,43230,,,,,,,,GRASMERE ABBEY,Lane,,,,5483,,,,,,,,,0,-82.8757989293,40.0603502689,17TLE4001836141,{4857C856-200C-4C15-AC43-65B961A4813B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225691.7359 4874716.0956000015 0)
OH,Franklin,JEFFERSON TWP,,J N THOMSON ADDITION,BLACKLICK,43004,,,,,,,,OAK HILL,Road,,,,1177,,,,,,,,TFRATR01806**C,0.16574983,-82.8289900366,40.0041770287,17TLE4388229822,{E9B847BD-F0DA-4830-9B71-9AB37F2A39F9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220480.9938 4866549.292499997 0)
OH,Franklin,JEFFERSON TWP,,ASBURY HEIGHTS PH 1,BLACKLICK,43004,,,,,,,,PREBLE,Drive,,,,921,,,,,,,,TFRATR03055**C,0.04055628,-82.7871611074,40.002801659,17TLE4745029597,{59FFCA0A-AB0D-4913-8C59-4CE5F4AE6CB5},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9215824.6187 4866349.417300001 0)
OH,Franklin,GAHANNA,,HUNTERS RIDGE SEC 5,GAHANNA,43230,,,,,,,,HELMBRIGHT,Drive,,,,198,,,,,,,,MFRAMR05560**C,0.79118365,-82.8512636357,40.0136355166,17TLE4200330912,{ABFD9A6F-8F5A-41E3-915B-AEF7EE3B2E8B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9222960.4795 4867923.953500003 0)
OH,Franklin,GAHANNA,,BRYN MAWR SEC 2,GAHANNA,43230,,,,,,,,RIVA RIDGE,Boulevard,,,,994,,,,,,,,MFRAMR09492**C,0.89405743,-82.8456610525,40.0438031606,17TLE4255034250,{E175759C-F6DB-41C4-B420-65269F29A87A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9222336.8028 4872309.678599998 0)
OH,Franklin,COLUMBUS,,UPPER ALBANY SEC 1,NEW ALBANY,43054,,,,,,,,WINTERBEK,Avenue,,,,7141,,,,,,,,MFRAMR12429**C,0.19082834,-82.8249417132,40.1087217379,17TLE4446641420,{84F7D6F3-6B6B-4A27-A37E-3C7D2972276D},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220030.3365 4881754.027000003 0)
OH,Franklin,GAHANNA,,THE VILLAGES AT ROCKY FORK SEC 1,NEW ALBANY,43054,,,,,,,,POND HOLLOW,Lane,,,,1286,,,,,,,,MFRAMR09067**C,0.20356858,-82.8334236726,40.0511426795,17TLE4361135043,{7B34E2DE-D866-44B6-91C1-00238A23A249},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220974.5439 4873376.9799000025 0)
OH,Franklin,GAHANNA,,HUNTERS RIDGE SEC 9,GAHANNA,43230,,,,,,,,HUNTERS,Run,,,,712,,,,,,,,MFRAMR05884**C,0.0883938,-82.8567247817,40.0056893164,17TLE4151830039,{4BE1249F-3B8E-4466-9D45-CB4EC21D7DEB},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9223568.4115 4866769.069899999 0)
OH,Franklin,COLUMBUS,,N/A,WESTERVILLE,43081,,,,,,,,BLENDON CHASE,Drive,,,,6103,,,,21,,,,PFRAPR80510**C,0.25645321,-82.8619336153,40.0859427738,17TLE4126038957,{F9AADEB8-C27D-46C0-97C7-57D43675DCFF},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224148.2562 4878439.119999997 0)
OH,Franklin,GAHANNA,,HERITAGE,GAHANNA,43230,,,,,,,,HERMITAGE,Road,,,,270,,,,,,,,MFRAMR05603**C,0.35726141,-82.8877763754,40.0129863556,17TLE3888530905,{13C318D4-A672-4220-B371-5CC2E2F9D14D},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227025.0591 4867829.6008 0)
OH,Franklin,COLUMBUS,,N/A,WESTERVILLE,43081,,,,,,,,STRAND,Road,,,,4906,,,,2,,,,PFRAPR83808**C,0.0806513,-82.8645688411,40.0778725258,17TLE4101738066,{B0A2B6C4-22B9-462F-AE74-840811BBAE51},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224441.6082 4877264.9639 0)
OH,Franklin,COLUMBUS,,BERKLEY POINTE SUBDIVISION,GAHANNA,43230,,,,,,,,BERKLEY POINTE,Drive,,,,3223,,,,,,,,MFRAMR01112**C,0.13742602,-82.9016003697,40.0404131556,17TLE3777033974,{D69CA3A0-B5D8-4735-9C45-C1A5C9B43F6C},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9228563.9391 4871816.748199999 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,DOVER POND,Drive,,,,494,,,,,,,,MFRAMR03592**C,0.13632659,-82.79933968,39.9943807617,17SLE4639128684,{06FAC6C2-B2E6-4DCF-A003-86B3FD02BD40},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9217180.3312 4865125.740699999 0)
OH,Franklin,GAHANNA,,CHARLES SHULL ADD,GAHANNA,43230,,,,,,,,SHULL,Avenue,,,,150,,,,,,,,MFRAMR10413**C,0.19231651,-82.8746726288,40.0214598745,17TLE4002331822,{D34A8DB2-5869-4747-82E8-E7D23B00F314},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225566.3567 4869061.260200001 0)
OH,Franklin,COLUMBUS,,,GAHANNA,43230,,,,,,,,BROADVIEW,Road,,,,5520,,,,,,,,CFRACR00181**C,0.6646297,-82.8747019004,40.0612823177,17TLE4011436242,{9F4B8FB9-D34E-4707-A364-40F72186B8D8},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225569.6152 4874851.659199998 0)
OH,Franklin,COLUMBUS,,LAKES AT TAYLOR STATION SEC 5,COLUMBUS,43213,,,,,,,,JOSAPHAT,Way,,,,394,,,,,,,,,0,-82.8352764766,39.988456639,17SLE4331028089,{A0B5490E-2DD6-4C42-B91F-968B49E6107B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9221180.7971 4864264.971500002 0)
OH,Franklin,COLUMBUS,,LAKES AT TAYLOR STATION SEC 5,COLUMBUS,43213,,,,,,,,LEMERY,Drive,,,,407,,,,,,,,,0,-82.8347612614,39.9887803427,17SLE4335428124,{EEB18010-1200-40A1-90DF-FBAF7B298577},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9221123.4436 4864312.003399998 0)
OH,Franklin,GAHANNA,,THE COLONY,GAHANNA,43230,,,,,,,,INVICTA,Place,,,,389,,,,,,,,MFRAMR05995**C,0.09601438,-82.8742959185,40.0279952645,17TLE4007132547,{16FB23A8-4064-4E7E-8DA0-638BA11ED5B6},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225524.4215 4870011.3094 0)
OH,Franklin,GAHANNA,,,GAHANNA,43230,,,,,,,,TIMBERS,Drive,,,,179,,,,,,,,PFRAPR83985**C,0.11893226,-82.8937566346,40.0163589144,17TLE3838231290,{51F21AB1-2A9A-4F92-9ED7-D9EB26600A98},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227690.7785 4868319.797200002 0)
OH,Franklin,COLUMBUS,,VILLAGE AT ALBANY CROSSING SEC 1 PT 2,WESTERVILLE,43081,,,,,,,,MARSHFIELD,Drive,,,,5650,,,,,,,,PFRAPR82472**C,0.11433967,-82.8527142684,40.0960011719,17TLE4206940057,{39E9B48A-141F-4A56-888B-4A49B5105392},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9223121.9632 4879902.730800003 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,PINEY CREEK,Drive,,,,334,,,,34,,,,PFRAPR83028**C,0.1039902,-82.7856235088,39.9918896856,17SLE4755728383,{81A76C49-3FE4-4969-B121-6945B52EBE4B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9215653.454 4864763.780699998 0)
OH,Franklin,COLUMBUS,,WEST HAMPSTED SEC 1,NEW ALBANY,43054,,,,,,,,ANNABELLES GREEN,,,,,5185,,,,,,,,MFRAMR00476**C,0.06999386,-82.8386049647,40.0840897503,17TLE4324538710,{AF48D735-0738-471D-ADB3-7DAFA684767F},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9221551.3227 4878169.507700004 0)
OH,Franklin,COLUMBUS,,WOODSTREAM SEC 3 PT 1,GAHANNA,43230,,,,,,,,RICHLAND,Drive,,,,4857,,,,,,,,MFRAMR09417**C,0.16416145,-82.904067916,40.0728652971,17TLE3763737581,{0CD509C8-38EF-4037-9FA8-8C9FF9ADA972},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9228838.6251 4876536.522399999 0)
OH,Franklin,JEFFERSON TWP,,BLACKLICK RIDGE SEC 2 PT 1,BLACKLICK,43004,,,,,,,,BUNKER RIDGE,Court,,,,7490,,,,,,,,TFRATR02956**C,0.12884719,-82.8071466264,39.9899364659,17SLE4571528204,{772D077F-78C2-4F6A-A9B7-93554F2FB34B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9218049.3965 4864479.981899999 0)
OH,Franklin,NEW ALBANY,,THE NEW ALBANY COUNTRY CLUB SEC 16B,NEW ALBANY,43054,,,,,,,,PEMBROOKE,Pass,,,,7781,,,,,,,,MFRAMR08853**C,0.04593367,-82.8151941156,40.0589707826,17TLE4518435881,{F13549F0-4BC6-4A45-ABDC-72F34FE2B00A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9218945.2389 4874515.457000002 0)
OH,Franklin,GAHANNA,,CHERRY RUN,GAHANNA,43230,,,,,,,,MARRUS,Drive,,,,135,,,,,,,,MFRAMR07352**C,0.05721078,-82.8793172297,40.0374363837,17TLE3966433604,{B32AAA93-03E9-4F5C-B6CD-0BA74B1D951D},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9226083.3913 4871383.924999997 0)
OH,Franklin,COLUMBUS,,LAKES AT TAYLOR STATION SEC 6 PT 2,COLUMBUS,43213,,,,,,,,JUNCTION CROSSING,Drive,,,,378,,,,,,,,,0,-82.8322271176,39.9885358363,17SLE4357028092,{F2D2AB7F-4769-40F1-9C58-1F51BFB738F2},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220841.344 4864276.478299998 0)
OH,Franklin,COLUMBUS,,NA,GAHANNA,43230,,,,,,,,BLENDONBROOK,Lane,,,,5738,,,,105,,,,,0,-82.8686719052,40.0701130605,17TLE4064937212,{A4AEA3DF-342A-404B-88CF-2CAAB94D5540},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224898.3592 4876136.1554000005 0)
OH,Franklin,NEW ALBANY,,UPPER CLARENTON SEC 1,NEW ALBANY,43054,,,,,,,,DEAN FARM,Road,,,,7194,,,,,,,,MFRAMR03324**C,0.86247978,-82.7979901967,40.1065919228,17TLE4675841137,{A0F30364-2AC1-45B3-9FBF-136F580885A6},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9217030.1074 4881444.038800001 0)
OH,Franklin,COLUMBUS,,,NEW ALBANY,43054,,,,,,,,GREENSBURY,Drive,,,,4179,,,,,,,,MFRAMR05138**C,0.07090876,-82.8588501337,40.0653615547,17TLE4147536667,{D1444A3A-ECDA-4F45-BB8D-79C7FCB7800B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9223805.0046 4875444.9934 0)
OH,Franklin,COLUMBUS,,,WESTERVILLE,43081,,,,,,,,QUINN,Court,,,,5648,,,,,,,,MFRAMR09209**C,0.11096616,-82.8409914336,40.0954785131,17TLE4306739978,{FC6EAAA4-50EB-4FB6-978D-54502CB03C1B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9221816.9832 4879826.672700003 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,BRIANNA,Drive,,,,7873,,,,,,,,MFRAMR01547**C,0.10515808,-82.7948520283,39.996599204,17SLE4677928922,{F7450E97-93FD-4C68-B163-62BD6317293B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9216680.7681 4865448.097400002 0)
OH,Franklin,COLUMBUS,,,NEW ALBANY,43054,,,,,,,,CENTRAL COLLEGE,Road,,,,6924,,,,12,,,,CFRACR00018**C,0,-82.8286919801,40.099234006,17TLE4412540373,{C1B073F9-05E8-424D-AE34-5CE475A8DB13},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220447.8143 4880373.190700002 0)
OH,Franklin,NEW ALBANY,,PICKETT PLACE SEC 2,NEW ALBANY,43054,,,,,,,,PICKETT,Place,,,,9,,,,,,,,MFRAMR08937**C,0.11956869,-82.8305652011,40.079739675,17TLE4392038213,{CECB9F14-E922-415D-AA26-17CCE60F1A0F},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9220656.3403 4877536.606700003 0)
OH,Franklin,GAHANNA,,HENSEL WOODS NORTH,GAHANNA,43230,,,,,,,,HENSEL WOODS,Road,,,,848,,,,,,,,TFRATR02356**C,0.09369306,-82.8487468006,40.0486578202,17TLE4229834795,{A6E95148-E690-404C-A845-2AE2002AD1FF},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9222680.3067 4873015.622699998 0)
OH,Franklin,COLUMBUS,,BRENTHURST SEC 3,GAHANNA,43230,,,,,,,,PORTOBELLO,Drive,,,,4126,,,,,,,,MFRAMR09089**C,0.00423739,-82.9043078901,40.0637673073,17TLE3759436572,{1B7FC6DE-4536-4DB4-93C3-78CBDAEB5425},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9228865.3389 4875213.102300003 0)
OH,Franklin,GAHANNA,,BRENTWOOD ESTATES NO 2,GAHANNA,43230,,,,,,,,DENWOOD,Drive,North,,,462,,,,,,,,MFRAMR03441**C,0.14755148,-82.8929490383,40.03200208,17TLE3848833025,{35898CEF-02D3-4A0F-8903-0B8775F8F749},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9227600.8773 4870593.824900001 0)
OH,Franklin,COLUMBUS,,N/A,WESTERVILLE,43081,,,,,,,,OLIVIA MICHAL,Place,,,,5430,,,,1,3,301,,PFRAPR85331**C,0,-82.8540963633,40.0915395396,17TLE4194139564,{0AC631F0-7719-4CB7-B592-33902E36E329},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9223275.8173 4879253.486100003 0)
OH,Franklin,NEW ALBANY,,,NEW ALBANY,43054,,,,,,,,WOLCOTT,Loop,,,,8277,,,,,,,,,0,-82.8025414113,40.1022820088,17TLE4636140666,{23CFF985-3A19-4E76-B324-C703D8C26C9A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9217536.7463 4880816.773400001 0)
OH,Franklin,GAHANNA,,RATHBURN WOODS SEC 5,GAHANNA,43230,,,,,,,,WESTERDALE,Drive,,,,378,,,,,,,,MFRAMR12101**C,0.04584608,-82.8475710532,40.0082458189,17TLE4230630307,{63FBFCBF-2D30-454B-8BCA-CAC2352CF5A1},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9222549.4231 4867140.6118 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,SLIPPERY ELM,Drive,,,,298,,,,61,,,,PFRAPR83635**C,0.02247895,-82.7832695993,39.9915772011,17SLE4775728345,{C35E2397-61C6-4BE3-9092-CD34F9E079CE},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9215391.418 4864718.376800001 0)
OH,Franklin,GAHANNA,,HUNTERS RIDGE SEC 3,GAHANNA,43230,,,,,,,,ARBORS,Circle,,,,472,,,,,,,,PFRAPR80210**C,0.28109391,-82.8619440286,40.0064419123,17TLE4107530132,{12EE7D4A-9A04-4B3D-907C-2797AA2BEEE9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224149.4154 4866878.444799997 0)
OH,Franklin,NEW ALBANY,,,NEW ALBANY,43054,,,,,,,,SUDBROOK,Square,East,,,4166,,,,,,,,MFRAMR10876**C,0.07665073,-82.8147917512,40.0687108019,17TLE4524036961,{94C990AA-7B88-45AC-A289-38CE943996D6},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9218900.4479 4875932.175499998 0)
OH,Franklin,COLUMBUS,,,GAHANNA,43230,,,,,,,,ROYAL TERN,Crossing,,,,6279,,,,50,,3,,,0,-82.8505404469,40.0596412326,17TLE4217136017,{5779C349-0BCB-4A4E-826D-F4DF75946C6B},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9222879.9745 4874612.969700001 0)
OH,Franklin,NEW ALBANY,,NEW ALBANY FARMS SEC 1,NEW ALBANY,43054,,,,,,,,NEW ALBANY FARMS,Road,,,,14,,,,,,,,PFRAPR82692**C,0.54489021,-82.8099172913,40.0628845283,17TLE4564336306,{1E0EEAFA-AF4F-4235-BA26-A33647730BD6},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9218357.8255 4875084.700099997 0)
OH,Franklin,COLUMBUS,,CREEKWOOD SEC 2,GAHANNA,43230,,,,,,,,BOCA,Court,,,,4509,,,,,,,,MFRAMR01362**C,0,-82.9014808911,40.04568964,17TLE3779334560,{357826D5-D80F-49DF-A7B6-66D140B6B252},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9228550.6388 4872583.9965 0)
OH,Franklin,GAHANNA,,FOXBORO NO 3,GAHANNA,43230,,,,,,,,WICKHAM,Way,,,,552,,,,,,,,MFRAMR12237**C,0.22282041,-82.8610983824,40.0286531988,17TLE4119832596,{2FE8F18B-1012-4DD8-A9F9-6845EBC858ED},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224055.2785 4870106.958300002 0)
OH,Franklin,COLUMBUS,,,BLACKLICK,43004,,,,,,,,RIVER PEBBLE,Drive,,,,533,,,,,,,,MFRAMR09505**C,0.10566011,-82.7887480101,39.9964414322,17SLE4730028894,{0B62D967-668B-4E5C-921B-A0914DCDFD6E},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9216001.2719 4865425.171599999 0)
OH,Franklin,JEFFERSON TWP,,FIELDSTONE SEC 1,BLACKLICK,43004,,,,,,,,ASHLEY MEADOW,Drive,,,,7525,,,,,,,,TFRATR03059**C,0.0740957,-82.7929815042,40.0184821433,17TLE4698831348,{2ECF2E8D-8FDC-46DC-AA8F-7D70339A6935},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9216472.5423 4868628.417800002 0)
OH,Franklin,GAHANNA,,ACADEMY WOODS SEC 1,GAHANNA,43230,,,,,,,,ACADEMY WOODS,Drive,,,,208,,,,,,,,MFRAMR00042**C,0.2300413,-82.8721887152,40.0414893285,17TLE4028234041,{1BECFEE7-2159-4069-B577-8A994A4E62D1},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9225289.8487 4871973.228600003 0)
OH,Franklin,GAHANNA,,GAHANNA HEIGHTS,GAHANNA,43230,,,,,,,,CLARK STATE,Road,,,,470,,,,,,,,CFRACR00095**C,0.17928322,-82.8643035435,40.0253083376,17TLE4091732231,{B7CBD642-F31C-422F-90E0-342F3D2AD6E9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04101,3904101,POINT Z (-9224412.0754 4869620.700000003 0)
