State,County,Inc_Muni,Uninc_Comm,Nbrhd_Comm,Post_Comm,Zip_Code,Plus_4,Bulk_Zip,Bulk_Plus4,StN_PreMod,StN_PreDir,StN_PreTyp,StN_PreSep,StreetName,StN_PosTyp,StN_PosDir,StN_PosMod,AddNum_Pre,Add_Number,AddNum_Suf,LandmkPart,LandmkName,Building,Floor,Unit,Room,Addtl_Loc,Milepost,Longitude,Latitude,NatGrid_Co,GUID,Addr_Type,Placement,Source,AddAuth,UniqWithin,LastUpdate,Effective,Expired,STATEFP10,PUMACE10,GEOID10,geometry
OH,Franklin,WESTERVILLE,,THE WOODS AT SPRING GROVE PHASE I,WESTERVILLE,43081,,,,,,,,OAKWOOD,Lane,,,,1155,,,,,,,,MFRAMR08355**C,0.06247718,-82.8908266077,40.1292302738,17TLE3889943814,{2EB23D99-674C-4495-8594-3D4865954529},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9227364.6094 4884739.4799000025 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43214,,,,,,,,KANAWHA,Avenue,,,,174,,,,,,,,MFRAMR03906**C,0.26347282,-83.0140208327,40.0713323454,17TLE2825637618,{36B4C241-6678-477B-ABCF-D7D2CC250617},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9241078.5278 4876313.522399999 0)
OH,Franklin,WESTERVILLE,,MCDOT FARMS SEC 1,WESTERVILLE,43081,,,,,,,,MAINSAIL,Drive,,,,467,,,,,,,,MFRAMR07192**C,0.04462696,-82.8978477214,40.1133529722,17TLE3826342064,{D1CDE7EB-2AC1-417B-ABF1-5E1AEE2E8E78},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9228146.1962 4882428.1228 0)
OH,Franklin,WORTHINGTON,,WORTHINGTON PARK NO 4,COLUMBUS,43085,,,,,,,,STAFFORD,Avenue,,,,462,,,,,,,,MFRAMR03964**C,0.72832108,-83.0054906266,40.0923123518,17TLE2903639930,{F751229A-9E37-4DC4-AB74-397EAEF20DBA},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9240128.9496 4879365.9406 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,BURNLEY,Square,East,,,6054,,,,,,,,,0,-82.9774816393,40.0904384153,17TLE3141939668,{1820E17F-7CBE-4461-B592-BEC9C8B9C495},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237011.0034 4879093.259999998 0)
OH,Franklin,COLUMBUS,,N/A,COLUMBUS,43085,,,,,,,,CHARNWOOD,Lane,,,,867,,,,11,,11F,,,0,-82.9936542834,40.1255767802,17TLE3012843600,{4BE873F2-B01A-4312-AD88-0BF5B40FE978},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238811.3339 4884207.5704 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,COVINGTON,Road,,,,1085,,,,,,D,,,0,-82.9888210561,40.0852063919,17TLE3044039109,{3DCEA15B-8799-443E-AA07-5A743B19E143},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238273.3015 4878331.976599999 0)
OH,Franklin,WORTHINGTON,,,COLUMBUS,43085,,,,,,,,GREENGLADE,Avenue,,,,150,,,,,,,,MFRAMR05128**C,0.5890762,-83.0209581992,40.1065664736,17TLE2775341542,{99DFDAFD-C43F-46F6-BC3C-B7EB1C1F1A9D},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9241850.7919 4881440.3347999975 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,NORTH MEADOWS,Boulevard,,,,5548,,,,,,,,MFRAMR08194**C,0.25731477,-82.9926644927,40.0793927621,17TLE3009738471,{33F24FFB-BADC-448B-AE13-388B20292A80},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238701.1509 4877486.135399997 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,PARKGATE,Road,,,,1627,,,,,,,,MFRAMR08639**C,0,-82.9731375564,40.0980652652,17TLE3180940507,{65590ED3-B9D1-4F5E-A708-62BBD52D85AA},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9236527.4223 4880203.1065 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,CARDWELL,Square,East,,,6406,,,,,,,,,0,-82.9766593018,40.0976749695,17TLE3150740470,{4BD71F4C-40DF-42B7-A1AB-B2F8AC242B3C},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9236919.4612 4880146.308300003 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,HIDEAWAY WOODS,Drive,,,,1335,,,,,,B,,MFRAMR05650**C,0.127496,-82.9069583622,40.0927569771,17TLE3743739795,{B6998DBD-067E-48D4-9F9A-D69B88E089D4},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9229160.3881 4879430.640100002 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43085,,,,,,,,WORTHINGTON RIDGE,Boulevard,,,,1334,,,,14,,,,PFRAPR84566**C,0.07747197,-82.9797654407,40.1209155537,17TLE3130043056,{23AA95B7-723B-4756-9447-0AB0650653E9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237265.235 4883528.987300001 0)
OH,Franklin,WESTERVILLE,,ANNEHURST VILLAGE NO 10,WESTERVILLE,43081,,,,,,,,COGSWELL,Street,,,,947,,,,,,,,MFRAMR02621**C,0.09703381,-82.9624670306,40.1260791825,17TLE3278743596,{F866AF49-6BCD-47C3-9AAC-DB9FE2809C8C},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9235339.5848 4884280.713100001 0)
OH,Franklin,WESTERVILLE,,VERN M OECH SUB,WESTERVILLE,43081,,,,,,,,ELECTRIC,Avenue,,,,142,,,,,,,,MFRAMR04164**C,0.26756626,-82.9226166201,40.1153235893,17TLE3615742328,{829644CE-9237-482E-A7AF-A4AF8170C1A6},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9230903.4574 4882714.9684000015 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,HIGHLAWN,Drive,,,,6481,,,,,,,,MFRAMR05691**C,0.1156251,-82.9731110669,40.0999457299,17TLE3181540716,{5B233BB0-4408-4555-9638-CEB062FB077C},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9236524.4735 4880476.767700002 0)
OH,Franklin,WESTERVILLE,,SUNBURY ROAD - WALNUT STREET SUB,WESTERVILLE,43081,,,,,,,,WALNUT,Street,,,,1254,,,,,,,,CFRACR00019**C,6.86466198,-82.8886777908,40.1193176185,17TLE3905842710,{DBB709BD-A2D1-4F2B-AD20-2D51C8C92B4F},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9227125.4042 4883296.369999997 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,GENTLEWIND,Drive,,,,471,,,,,,,,MFRAMR04816**C,0.57679051,-82.9058123527,40.09709639,17TLE3754540274,{B2420398-0D7F-444A-B9C4-7669047F691E},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9229032.8149 4880062.1105 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43214,,,,,,,,BROAD MEADOWS,Boulevard,,,,60,,,,,,208,,,0,-83.0207324992,40.0733330219,17TLE2768937853,{5020E1B3-EA89-490D-AF72-3AFCE7046C91},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9241825.6671 4876604.5638 0)
OH,Franklin,WORTHINGTON,,,COLUMBUS,43085,,,,,,,,BRYANT,Avenue,,,,250,,,,,,,,MFRAMR01758**C,0.1890377,-83.0243837269,40.0979216589,17TLE2744040589,{A1BE13FD-BB53-41AA-9F27-FED245DEDF0A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9242232.1199 4880182.207999997 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,HAMPSTEAD,Drive,West,,,6027,,,,,,,,,0,-82.9618924457,40.0916508729,17TLE3275139774,{55022298-F006-4871-AEBC-61B3EA966C19},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9235275.6223 4879269.686499998 0)
OH,Franklin,WESTERVILLE,,H H BUCKS INGLESIDE PLACE ADD,WESTERVILLE,43081,,,,,,,,CRESCENT,Court,,,,383,,,,,,,,MFRAMR03099**C,0.0182952,-82.9272336526,40.1161679673,17TLE3576542430,{32655D8C-0FB2-4ECE-88B2-0192331164A0},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9231417.4231 4882837.879699998 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,AMBLESIDE,Drive,,,,6202,,,,,,C,,,0,-82.9815249861,40.0936803064,17TLE3108340036,{1AC0F0C8-BFEF-44A8-8749-B3A9BA456F80},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237461.1067 4879564.999399997 0)
OH,Franklin,WESTERVILLE,,THE VILLAGE AT WESTBURY,WESTERVILLE,43081,,,,,,,,WACKEMAN,Court,,,,825,,,,,,,,MFRAMR11850**C,0.097,-82.8940609586,40.0915423662,17TLE3853439636,{7AA6FEBA-55D9-413E-95B5-1F8D90384E0E},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9227724.6557 4879253.897399999 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,PINECREST,Drive,,,,2321,,,,,,,,PFRAPR83020**C,0.06417282,-82.9549109576,40.0887436303,17TLE3334039438,{99E01EA2-51F1-4AA2-8D72-42FEAC2948C3},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9234498.4466 4878846.654600002 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,ELECTRIC,Avenue,,,,253,,,,,,,,MFRAMR04164**C,0.48107232,-82.9186496239,40.1147321504,17TLE3649342255,{C51FB8B9-E1DA-4969-81CA-817EE21A4AB3},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9230461.8534 4882628.876900002 0)
OH,Franklin,COLUMBUS,,BLUFFS NO 6 PT 1,COLUMBUS,43235,,,,,,,,BLUFFPOINT,Court,,,,7074,,,,,,,,MFRAMR01348**C,0,-83.0450695006,40.108871287,17TLE2570441845,{FDC463D3-D237-4AFC-967F-B06D1A8E1722},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9244534.8497 4881775.793799996 0)
OH,Franklin,COLUMBUS,,,WESTERVILLE,43081,,,,,,,,ROCHESTER,Way,,,,8200,,,,,,,,PFRAPR83279**C,0.06431198,-82.9889096129,40.1332579417,17TLE3055144443,{D2299872-FB7E-40BF-979E-4576B74EB49C},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238283.1596 4885325.8983 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43214,,,,,,,,LINCOLN,Avenue,,,,201,,,,,,,,CFRACR00525**C,0.30429424,-83.0131263919,40.0750393696,17TLE2834238027,{CAFA409E-3A16-4561-976C-140F080F573A},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9240978.9591 4876852.795500003 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,FREEWAY,Drive,North,,,898,,,,,,,,,0,-82.9942966686,40.0707389161,17TLE2993737514,{E4E001A0-7A46-44BD-9B58-1D50C58A16CE},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238882.8439 4876227.196999997 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,TRADEWIND,Drive,,,,848,,,,,,,,MFRAMR11334**C,0.23017473,-82.909469511,40.1014177688,17TLE3724440760,{BF9FD557-2D54-4FF7-869B-6C414923CFD2},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9229439.9279 4880690.996600002 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,OLD COACH,Road,,,,848,,,,,,,,MFRAMR08390**C,0.057,-82.9591354496,40.1243975972,17TLE3306743403,{BAEF7BDB-7DCF-4828-9B23-D1C7A4F5FD12},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9234968.7149 4884035.9001 0)
OH,Franklin,WORTHINGTON,,,COLUMBUS,43085,,,,,,,,EVENING,Street,,,,921,,,,,,,,MFRAMR04305**C,0.75332703,-83.0221802376,40.093553781,17TLE2761640100,{2E608126-A9CF-420B-8B7D-F5472E483CE5},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9241986.8286 4879546.587800004 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43231,,,,,,,,LITTLE BEN,Circle,,,,5605,,,,,,G,,,0,-82.9397277737,40.0863473222,17TLE3462839143,{B200A069-4977-4D23-A3BE-14AEA3DB062F},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9232808.2623 4878497.982199997 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,COMMUNITY PARK,Drive,,,,1240,,,,,,,,CFRACR00308**C,1.08060041,-82.9566087304,40.1012489857,17TLE3322540829,{9FDD1FA2-0D4B-499A-A424-C9D29E8BEBBB},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9234687.4418 4880666.432999998 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,LAURELWOOD,Court,,,,6151,,,,,,,,MFRAMR06752**C,0.05199412,-82.9525916674,40.0948026779,17TLE3355240106,{CCAD0A1B-29D0-4FE2-B6D9-8384598A33B9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9234240.2644 4879728.325000003 0)
OH,Franklin,COLUMBUS,,N/A,COLUMBUS,43229,,,,,,,,SHARON WOODS,Boulevard,,,,6442,,,,2,,,,MFRAMR10319**C,1.154659,-82.9619397573,40.100553454,17TLE3276940762,{18CCC0AD-8FDE-4977-9CA8-E8EF6CCF51D3},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9235280.889 4880565.210500002 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,SASSAFRAS,Way,,,,197,,,,,,,,MFRAMR10047**C,0.04661855,-82.9165886425,40.1311333979,17TLE3670844072,{7A458B4E-6B62-4208-AA9E-FCF0F24076C9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9230232.426 4885016.565700002 0)
OH,Franklin,COLUMBUS,,WORTHINGTON SCHOOLSIDE VILLAGE SEC 2,WESTERVILLE,43081,,,,,,,,LIBER,Court,,,,7971,,,,,,,,MFRAMR06861**C,0.03873659,-82.9809557237,40.1296178986,17TLE3122044024,{A704A01F-9B1B-446A-826D-72CC11D8BF24},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237397.7367 4884795.915600002 0)
OH,Franklin,COLUMBUS,,N/A,COLUMBUS,43214,,,,,,,,BROAD MEADOWS,Boulevard,,,,500,,,,,,306,,,0,-83.0324725952,40.0742402511,17TLE2669037976,{B88FB722-2471-40E4-9A12-C334B708F841},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9243132.5686 4876736.542599998 0)
OH,Franklin,COLUMBUS,,FREEWAY SUB,COLUMBUS,43229,,,,,,,,FREEWAY,Drive,South,,,860,,,,,,,,,0,-82.9965091518,40.0663511822,17TLE2973737031,{776C1CD8-4D95-48C8-BE39-25DE6D934BD3},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9239129.1364 4875588.942299999 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43231,,,,,,,,COOPER RIDGE,Road,,,,2792,,,,,,,,MFRAMR02940**C,0.15762342,-82.9431166735,40.1060632448,17TLE3438741338,{4556C2BE-B40E-47D7-875A-A35CC2002095},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9233185.5129 4881367.092799999 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43235,,,,,,,,ROSEBANK,Drive,,,,1044,,,,,,,,MFRAMR09649**C,0.33447757,-83.0459497445,40.1046334582,17TLE2561841376,{BAF0A918-B0F1-499D-B809-7629082431C0},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9244632.838 4881158.9987 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,LINCOLN,Avenue,,,,790,,,,,,,,MFRAMR03914**C,0.01105196,-82.9977248626,40.0749491273,17TLE2965537988,{34639668-404E-4428-B990-C04ABD0A53AC},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9239264.4687 4876839.667300001 0)
OH,Franklin,WORTHINGTON,,SUB OF PT COLONIAL HILLS PLAT NO 2 & PT SUB OF RES,COLUMBUS,43085,,,,,,,,MEADOWAY,Park,,,,528,,,,,,,,MFRAMR07524**C,0.1358756,-83.0041658209,40.0813559617,17TLE2912238711,{A57043B5-1CF0-448C-A4B9-1C359936D785},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9239981.4729 4877771.758699998 0)
OH,Franklin,COLUMBUS,,N/A,COLUMBUS,43085,,,,,,,,NODDYMILL,Lane,East,,,875,,,,32,,32A,,,0,-82.9932140173,40.12409906,17TLE3016243435,{A04D6961-EA70-4F8B-861B-508501F96BDA},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238762.3237 4883992.438299999 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,ELCLIFF,Drive,,,,991,,,,,,,,MFRAMR04151**C,0.17316624,-82.8977660277,40.1275592287,17TLE3830443641,{AD4E3E91-223E-4B2A-832C-5B19D454B191},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9228137.1021 4884496.190099999 0)
OH,Franklin,WESTERVILLE,,WESTERVILLE HEIGHTS,WESTERVILLE,43081,,,,,,,,VINE,Street,,,,186,,,,,,,,MFRAMR08039**C,0.36389802,-82.9288097539,40.1314533352,17TLE3566844130,{63B7C96D-4377-47E8-8889-9F3F9914DEAB},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9231592.8739 4885063.1477999985 0)
OH,Franklin,WESTERVILLE,,SPRING GROVE NORTH SEC 1 PH 2,WESTERVILLE,43081,,,,,,,,OAKWOOD,Court,,,,201,,,,,,,,MFRAMR08354**C,0.06237254,-82.8870617099,40.1297013072,17TLE3922143859,{4E9C0E9E-78A9-4D5F-B8F9-C8D2C4899750},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9226945.5029 4884808.0594 0)
OH,Franklin,COLUMBUS,,PINEWOOD COLONY,COLUMBUS,43231,,,,,,,,RAVINE VIEW,Court,,,,5890,,,,,,,,MFRAMR09277**C,0.069,-82.9428474502,40.09189709,17TLE3437639765,{F0C48E3F-464B-406C-9C77-D51DEECFFE6F},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9233155.5431 4879305.514300004 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,CORNELL,Court,,,,153,,,,,,,,MFRAMR02974**C,0.08743807,-82.9343490714,40.1188506122,17TLE3516542741,{F404F6F6-86B9-4F3A-B1A8-7EA8C5B1AF91},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9232209.5079 4883228.387199998 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,CHEYENNE,Drive,,,,366,,,,,,,,MFRAMR02409**C,0.08340038,-82.9202785148,40.116146761,17TLE3635842415,{287FED88-E022-452C-932C-7434F5F3AB6E},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9230643.1807 4882834.792800002 0)
OH,Franklin,WORTHINGTON,,COLONIAL HILLS,COLUMBUS,43085,,,,,,,,KENBROOK,Drive,,,,218,,,,,,,,MFRAMR06297**C,0.03783829,-83.0122547817,40.0786448848,17TLE2842538426,{BA710A1A-830E-4FBA-B57B-B24F51D69960},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9240881.9319 4877377.3298999965 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,NORTHGAP,Drive,,,,6095,,,,,,,,MFRAMR08230**C,0.0529129,-82.9851528324,40.0906128894,17TLE3076639702,{E8A5A155-8979-48C5-9DAA-90D3B83EB384},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237864.9567 4879118.6477999985 0)
OH,Franklin,COLUMBUS,,N/A,COLUMBUS,43085,,,,,,,,GRAND BAHAMA,Drive,,,,7372,,,,5,,10,,,0,-82.9940466639,40.1165863482,17TLE3007242603,{BCA9FF17-F7D0-4B1A-A298-53ACE7C1FB35},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238855.0135 4882898.7815999985 0)
OH,Franklin,WESTERVILLE,,SPRING GROVE PHASE 2,WESTERVILLE,43081,,,,,,,,NADINE,Place,,,,9,,,,,,,,MFRAMR08054**C,0.074,-82.8934048058,40.1233046732,17TLE3866543161,{1C0B7EDD-741B-4CBA-AD8C-3561460FEDB9},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9227651.6131 4883876.790399998 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43085,,,,,,,,FIRTH,Avenue,,,,1075,,,,,,,,MFRAMR04507**C,0.12642988,-83.0457519624,40.0979235836,17TLE2561840631,{BF26279C-43E0-46F9-A527-9064B7CD1FF4},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9244610.821 4880182.4881 0)
OH,Franklin,WESTERVILLE,,,WESTERVILLE,43081,,,,,,,,HUBER VILLAGE,Boulevard,,,,215,,,,,,B124,,MFRAMR05867**C,0,-82.9170358607,40.1023489058,17TLE3660140878,{7D140FD8-6CFA-4135-A4C0-06285F521F07},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9230282.2101 4880826.509300001 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43085,,,,,,,,MAE CHRISTINE,Drive,,,,927,,,,3,3,304,,,0,-82.9917774719,40.1160726223,17TLE3026442541,{32C94242-D45E-404F-917F-343F04230D01},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238602.4082 4882824.000799999 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,TACOMA,Road,,,,5795,,,,,,D,,,0,-82.9885946555,40.0850289039,17TLE3045939089,{63ABB26F-3AD7-4CA7-A01A-14A095AD9299},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238248.0987 4878306.1523 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43229,,,,,,,,HILLERY,Road,,,,920,,,,,,,,MFRAMR05716**C,0.04648334,-82.9931277916,40.0827343149,17TLE3006638843,{DF75D0E1-8357-4ED6-86D4-214CE60B34C3},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9238752.7251 4877972.2984 0)
OH,Franklin,COLUMBUS,,,COLUMBUS,43085,,,,,,,,WORTHINGTON GALENA,Road,,,,7732,,,,,,,,CFRACR00084**C,2.4494121,-82.9855933707,40.120350868,17TLE3080243004,{6EDF7D0F-FF85-4629-B34F-6A2F0B24E6C2},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9237913.9972 4883446.783299997 0)
OH,Franklin,COLUMBUS,,,WESTERVILLE,43081,,,,,,,,STONESHEAD,Court,,,,5815,,,,,,,,MFRAMR10811**C,0.10103266,-82.9318411422,40.0893576844,17TLE3530839463,{6C868602-BA53-4BA0-9530-821D7D600021},Residential,Unknown,OHIO LOCATION BASED RESPONSE SYSTEM,COUNTY,,2016-06-22,,,39,04102,3904102,POINT Z (-9231930.3265 4878936.003899999 0)
