,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4699,485606,470916,483152,465055,472590,491826,463438,468378,470628,474409,460679,473384,467026,491842,468944,480137,464995,482735,479740,468426
4700,492566,457948,463494,475967,487694,466772,479937,493515,473442,492702,485647,461029,483506,465254,492564,459321,467236,485648,481821,479407
4701,116778,308746,399263,189929,424526,233208,168828,264756,194837,399255,434645,140163,241604,168388,414307,345667,334150,202969,279157,227219
4702,373242,177006,166726,384037,279217,205146,415699,377207,255753,175266,377895,398583,382852,207543,155043,392690,361734,270959,377208,184464
4703,389610,184241,421900,297283,342873,405398,113883,305829,380225,421899,337100,386807,294099,259680,152302,439814,156702,269448,257592,236740
4704,305635,113688,291713,211409,375778,189981,202119,275719,214125,197538,359171,141075,409154,226435,177474,255385,291714,196260,314079,294086
4705,213378,362812,385942,396106,214390,404513,430571,223830,268515,284571,152425,268716,242214,214465,373693,2391,299700,205810,399805,345457
4706,264079,345310,285896,330073,290903,316426,176083,228785,173535,177895,153649,181124,1258,298569,223254,308400,116439,358094,261058,273396
4707,384051,271783,231338,433855,201539,352227,137520,271316,212347,136911,354943,115975,237903,307934,263454,354783,171892,2101,299410,327299
4708,85652,346431,249821,64486,419729,198639,388763,257406,85881,18558,323618,335178,175508,243542,161027,163339,323623,161258,85851,347041
4709,271966,423540,440917,326651,246854,248032,334731,215080,322957,370565,390572,148294,143849,114053,306001,286591,275861,306005,114057,147203
4710,352380,167448,419891,392840,347200,307776,115817,250916,284938,398569,331188,352381,284764,185732,289908,182593,254955,287278,407659,223290
4711,481746,471192,490373,479610,475613,474222,483422,480286,491664,473293,463280,469740,474788,486377,463971,460844,468471,460097,493945,494169
4712,184320,380041,254623,294089,143563,254068,342696,200160,303687,111758,351245,365002,416525,400615,117091,309062,235135,311628,338690,353828
4713,143740,196162,199783,171185,195916,159148,182583,185818,168836,166376,181720,113327,200264,143225,156065,142239,182712,142589,185152,148479
4714,217507,367165,387433,349453,215953,215208,192237,216079,355892,401109,114362,306313,230411,143779,151750,365511,257274,301204,109308,257398
4715,104051,104088,121511,83983,117727,6307,105827,68592,105841,93675,136601,136602,136603,136604,136608,136609,136606,136605,117881,495283
4716,328982,165144,197466,218061,423195,163480,224323,184243,423194,232929,220311,351587,518388,202953,387292,354150,401437,109671,301572,334893
4717,466639,479712,462015,467746,479334,477262,460798,494693,468238,480124,458345,487630,476416,461512,487940,491248,472794,464114,491570,457908
4718,399502,252625,229412,367631,376891,162767,362648,316082,391218,341406,238845,139887,172694,435873,165032,235905,277117,358073,139356,313238
4719,123297,122223,457864,477726,461338,460381,485687,486311,462980,468126,465842,493926,460710,464460,475559,476429,490625,468403,494293,470335
4720,197258,207089,219344,388553,325469,374694,314083,259732,142832,365004,193718,328966,191680,149192,183162,409151,265446,180945,159355,172400
4721,253175,413471,224688,212566,376394,184653,226377,343658,348786,286047,326942,270531,283737,432337,256973,219990,149832,177792,387753,329582
4722,315371,152489,385631,377049,166212,258957,167741,232779,142709,143342,304292,112356,202759,420039,362328,410864,395793,371189,187566,427058
4723,302374,381485,110466,139932,279961,145423,197091,352542,333908,201516,420409,226201,344141,371188,203886,406855,438186,193801,270237,276649
4724,471,329291,326793,297780,245314,250503,281384,267589,179069,202176,237580,206692,254669,139911,208743,214204,139858,200082,198806,166396
4725,255463,323504,314922,299095,343535,1785,195245,168087,155817,225459,339496,405909,433688,418977,403764,198251,110317,196860,302224,245509
4726,365039,268426,380717,430221,390254,317728,242463,286546,172379,311495,311496,376096,184369,397653,496537,496485,496489,175631,496488,391877
4727,439267,334051,157237,166599,142314,169592,327759,149824,258214,272749,349604,430573,180169,261465,110119,302026,435105,219831,295738,238680
4728,317532,199565,363911,424987,194625,314444,394998,322788,152719,209410,147844,322787,192406,329126,409887,332533,254811,369416,422871,264371
4729,383861,315923,197549,333709,426903,221888,163733,193427,392537,193219,426904,139642,382699,279658,415050,179407,167799,333707,150477,211035
4730,349289,139588,244314,229338,207028,153665,398571,250392,371332,312777,366327,222040,216650,284070,215241,227914,137373,410707,376898,141870
4731,318594,275062,369065,317184,353652,194819,111753,303682,375609,160018,142025,342348,273994,201481,386784,280974,363440,305632,113685,212135
4732,334406,160589,400810,330928,397467,282577,226655,224205,330930,361048,363790,265861,313940,231918,402989,386997,255822,412670,202286,408824
4733,379848,280989,220704,192789,340134,179090,422045,138312,276867,273895,337250,355590,412971,201396,207733,339000,297765,456,351577,170694
4734,193427,426904,426903,333709,383861,254867,257919,211035,272992,333710,279658,197549,315923,165306,367657,193219,361567,395493,387781,333707
4735,186322,395781,411016,391051,234355,148772,333901,362486,235248,331181,234651,427046,157943,152641,420401,301717,109812,288299,146757,406847
4736,300223,2906,353515,322002,405235,178388,202596,217865,275003,338190,334324,400457,283447,267540,348488,214220,288089,228065,284923,318287
4737,159168,245511,425724,328962,168582,231481,169038,286652,394511,325316,397437,170248,412018,370064,272405,277523,297434,60,111757,303686
4738,26388,25841,67430,62681,79587,26386,118252,54648,59890,56550,33504,89624,59724,9024,85587,65982,65135,62728,46185,15121
4739,299882,388331,358544,178897,193831,302187,435280,142124,110280,166898,144299,182710,246886,2571,374948,235967,341907,302346,175335,200206
4740,287525,171739,373708,272212,411182,313103,263813,439121,250702,215562,296416,223892,373858,181934,164382,313104,245811,198210,219562,334055
4741,206308,177831,335053,437734,161276,395022,294437,412996,269221,256410,197825,340314,369591,256756,366354,390255,309575,334911,372430,163428
4742,286430,249103,225020,320014,383160,246411,324280,203008,225306,178460,423336,254776,179705,177346,357925,191323,223504,174552,146222,387890
4743,282585,188370,172842,226298,156939,146378,396752,280823,389239,421228,182837,235639,143444,138939,230375,207324,113336,176715,188641,92336
4744,394134,397625,418949,149973,216339,141299,147982,209987,257148,309239,347965,433173,215210,273948,111097,303015,322617,273680,240979,162631
4745,373087,438513,167310,381355,433852,370905,359976,242744,257352,354775,260942,384040,192979,246650,139113,310233,247914,265546,370900,381348
4746,318064,426587,143289,335517,370730,383706,229143,410716,335516,156418,244035,267736,335518,233213,214415,343536,370731,172457,289104,397984
4747,465549,479458,468852,482359,468156,475848,463385,472439,490259,475864,475294,461239,492614,493992,479457,490258,466357,493602,466306,472824
4748,380903,349469,268235,248325,380902,300890,108995,240702,250440,160983,410402,237620,410401,390417,387164,317893,250322,349475,109164,200608
4749,29865,6668,93956,103943,9285,68355,6701,121643,104096,86534,65502,52746,59863,96448,91682,6785,102123,52691,91595,121172
4750,347510,362939,430879,439614,358384,368441,304939,424006,269938,156876,112995,347511,345624,347512,112996,154355,148583,116264,362955,152780
4751,259579,150524,61,297435,418607,322276,345646,232399,336770,400610,379184,424499,325309,238825,218050,311462,149964,177378,254787,204687
4752,292990,208084,199879,427202,213282,162832,218583,239072,183023,373363,185618,371469,367804,249100,277729,272942,139031,160685,115802,307761
4753,437723,287490,234760,387450,515027,172151,144920,212249,274882,430068,433513,372757,192785,514845,222364,514977,422374,153070,240754,188602
4754,317034,281624,166864,357784,359014,219971,226751,363442,233274,239905,257227,229140,436882,316877,201162,163192,282077,411837,199605,350202
4755,390570,292672,339327,339329,359803,150864,340465,203822,438038,301217,109321,297943,631,170906,339483,312283,185447,373076,415048,277599
4756,276447,149719,325821,418604,364841,222477,382300,187731,325135,257552,226709,328619,139290,332179,342343,263943,252752,289272,241021,202048
4757,319082,251984,263110,280779,349298,380544,231542,264714,329125,429732,319232,322786,355594,401106,219776,343179,142708,146562,166032,213213
4758,480134,466683,465690,485243,464659,477697,476958,473337,462079,478275,478049,494331,486610,485242,476181,484389,458410,460934,473360,457796
4759,479390,463588,463737,469171,470697,470083,480733,473683,493035,466735,458045,459583,485347,493773,492999,494284,485511,486838,475950,491355
4760,474940,475800,471908,470889,464634,487118,458536,482583,471049,459090,486989,468681,460219,491079,482939,462706,487479,460076,492257,464796
4761,410225,241484,254070,322801,258371,398124,422210,370235,395318,109984,301891,248437,214166,143395,292513,267816,236561,403744,284256,314618
4762,164701,269140,312127,190651,329282,351732,354292,111103,303021,139368,354297,349297,255414,395162,244751,283101,363918,174060,297938,626
4763,411187,139501,368279,193058,334059,434803,2241,310633,299557,362823,358386,202995,224997,352842,299389,2075,188816,436203,362299,154059
4764,55279,91665,86486,68587,68428,94213,106023,102128,23505,26690,93956,103943,6705,55275,6701,104096,9505,86534,91682,38987
4765,414766,368616,363280,353505,357456,282800,416177,416178,411832,424492,250745,177739,321989,196327,229533,431355,297081,249211,228645,242106
4766,192022,354766,329598,180681,233035,181938,202548,415548,315928,197187,366011,114382,306333,237076,222634,253640,367827,370892,270564,366010
4767,142940,218921,207628,215068,199102,201367,209429,210682,187656,192879,163832,110946,141357,151505,159594,138346,108826,154750,108825,140484
4768,462693,458479,469611,484681,482769,461147,465098,482323,464366,477432,487741,484217,491359,482143,480735,490215,459457,481389,487297,486853
4769,371187,264814,410706,264030,383007,323952,298562,1251,401920,312777,366327,216650,222040,349125,187368,260984,215241,227914,230410,292835
4770,240416,155084,329286,190302,239521,322950,202512,201130,151486,258645,437875,433518,178366,343670,422535,194441,255543,315578,230080,137628
4771,417932,236291,368128,187495,313391,313392,376892,366643,388185,266123,282992,308069,116110,289511,391220,399055,302179,110272,222412,381651
4772,198007,309217,297752,283086,216265,209861,257598,282395,192865,191548,205687,208598,228619,236234,271289,279198,144352,172290,186159,443
4773,154868,422861,422674,333693,185047,401590,329588,237082,207395,146309,143292,422673,189142,225166,366000,289901,314905,152932,381026,230166
4774,246440,245987,404368,149030,371482,411027,514038,174621,514386,157565,211118,377201,399977,375122,362824,189483,415683,424367,183982,310472
4775,332533,329126,192406,388114,165408,422043,158067,418953,409887,206749,418952,424987,199565,209410,317532,247913,147868,277830,422871,148032
4776,281746,273964,209532,282491,203247,264493,309543,258025,166310,146535,392001,369395,258103,407325,164928,109132,301026,247759,422191,169939
4777,486113,475641,468657,465711,473672,462082,480477,478854,479813,463874,474914,466322,490522,478375,484894,479814,469978,39152,465862,467593
4778,433999,171168,264670,260052,423012,227522,438643,177016,283740,417175,253094,257879,417167,312429,403894,180746,269136,267229,146840,329583
4779,346002,439813,412180,173014,418453,393830,374544,400797,365013,389601,318456,143623,156702,237481,234182,439814,311297,264407,266673,293943
4780,286849,218777,316425,237689,244045,334069,416033,165516,264255,411380,321178,208475,272846,285303,304149,112215,196504,407837,240255,352851
4781,171818,398122,333627,401434,298751,1440,259978,320596,217644,231325,403584,417000,185945,320595,233346,303677,111748,190344,149516,188903
4782,436360,290881,218275,371986,241483,293398,399965,271702,267918,217607,194658,177809,215401,373848,430875,353024,168216,316405,430876,252762
4783,368616,414766,353505,363280,282800,357456,416178,416177,424492,411832,250745,177739,297081,196327,431355,229533,321989,249211,228645,242106
4784,66,277689,252248,273514,238144,186123,209011,246701,201632,220630,154222,108668,207192,138903,184881,199969,166622,110781,108669,190052
4785,222247,324480,161732,262693,518121,358255,171050,259503,341434,446793,160171,518119,170249,291082,282849,453814,279276,334010,443066,518133
4786,185732,254955,284764,182593,323950,143566,432643,241501,233589,233509,301404,156713,198406,224268,109507,331037,321015,419891,392840,352380
4787,469066,481567,457781,489909,473207,459512,468909,470079,489908,462755,463109,485369,489474,469452,467636,492125,487662,484846,492931,481568
4788,185255,138381,156067,149500,156326,334083,360883,368300,112726,304669,379044,267791,212738,379218,256175,142423,283317,170174,267444,270923
4789,435724,398560,160559,295230,1236,298547,202603,417489,398559,218884,385619,228613,213036,327268,274141,401909,366156,274088,312607,417596
4790,219391,309544,413152,312124,401270,388765,425298,320587,264281,306791,167292,312123,354592,287289,312122,183762,114840,206687,178789,142258
4791,494234,466048,485196,475038,468010,468771,470560,461897,478790,470868,487216,465310,470237,478347,479022,489388,489712,488149,486658,493302
4792,270445,162923,374369,187239,425155,364861,374370,289355,291542,332019,268112,250844,206130,342540,263783,389250,278636,253419,202698,234438
4793,269935,374024,249989,358547,341902,153630,249139,393478,237788,296734,336279,334226,222133,170857,174987,186667,199845,246814,164460,428897
4794,254070,258371,410225,241484,322801,398124,395318,301891,109984,422210,214166,370235,292513,248437,236561,143395,403744,267816,284256,221285
4795,349302,113891,305837,175708,192492,255883,108834,300729,222099,264777,389928,192268,225240,239883,426082,148437,309563,351424,376253,379544
4796,46036,97206,99747,54712,9929,67284,96095,27992,118183,75766,96011,38680,65546,28052,65547,12021,59891,35582,42417,26220
4797,469029,458917,466622,469026,460793,465302,476374,476485,475103,486233,470333,492193,475455,460275,465467,485107,466788,468119,488662,459958
4798,466467,492388,474052,472954,466264,485181,474607,471384,484969,483704,484298,480180,490728,490586,474990,463117,467262,463721,458797,471840
4799,496598,496594,496595,496593,496612,496602,496601,496597,496590,496591,496596,482448,496592,496588,496589,301227,109329,486272,496600,484504
4800,284765,180018,352373,315209,197330,268905,356370,275590,241913,384017,255021,326952,257183,174732,312612,321016,273146,188988,233704,154433
4801,276467,240030,349447,163600,427055,285287,266176,420579,174036,224614,404363,205388,434473,219711,149946,109653,301554,407825,373529,423173
4802,324301,200545,252614,200228,184889,181661,230878,222009,186352,239665,269349,321178,411380,264255,165516,334069,416033,244045,368294,364882
4803,472026,475010,494521,482467,463814,481916,458415,494057,458976,465294,466208,465929,472198,483975,483545,468679,487437,477166,488486,461982
4804,267189,192269,376078,164162,195639,201612,109663,301564,179265,287170,148288,173066,232102,109144,301038,348292,220939,329284,410060,314605
4805,473767,473193,490853,471863,459720,483508,460664,473221,484797,478349,477773,481337,465129,474363,475195,458686,480697,486041,485626,460706
4806,210610,423864,240479,420410,260082,210803,419882,160598,261040,401921,163466,404208,381486,198391,166018,419883,115956,307915,333843,199617
4807,402666,429389,189195,280976,285267,3084,300392,336768,280977,311461,150532,393969,347780,227698,268244,147254,180822,348639,364844,336601
4808,483849,463259,468166,476800,489921,459733,473659,485538,465350,475805,491932,469659,468116,487740,472966,484863,487742,482809,458139,474510
4809,269014,343365,185118,361314,405750,309739,251400,422233,301061,109167,266355,301230,109332,343208,190253,343207,147694,301229,109331,102135
4810,277734,243420,281701,208434,405193,281320,173446,250060,257917,289626,117102,353665,309073,140016,244850,342354,273199,158875,196857,269693
4811,247834,417019,231678,236255,192326,309251,267466,496478,496398,369771,496397,305323,113376,496394,113377,305324,417020,195857,412514,496325
4812,397120,199341,194183,220768,358876,439457,258661,187627,195253,158069,174151,382493,348645,334321,246835,285102,304959,113014,230838,188806
4813,429747,309402,409321,353997,169275,379539,190641,209381,141652,283105,409167,317717,114047,305994,209583,412818,270999,370079,423043,108831
4814,313245,320472,327623,205737,158424,228646,187215,386113,287611,301734,109829,280635,428410,234299,217940,301874,109967,237894,374818,147607
4815,145875,177189,161143,358895,326005,253534,412356,150904,289045,358894,283620,342720,279110,431222,207218,151080,224931,309079,117108,108861
4816,499206,499205,499211,499216,499207,499212,499208,499213,139784,145662,208388,499215,239927,292679,362004,377423,499214,205738,256448,222941
4817,466163,490725,472616,494067,458796,459127,468862,471645,484503,474634,459012,460845,493216,474297,485668,492362,465948,478284,458951,470379
4818,167826,426900,241197,265554,339485,165631,438188,167984,427957,282878,190371,164990,352213,410709,137529,320605,319403,401932,282447,253499
4819,197988,238564,146097,365996,348792,179619,248480,354763,194044,246693,430205,310051,284596,173422,284432,241692,187751,356206,215272,356049
4820,284740,142129,2398,215280,299707,163106,280686,347507,190217,415678,414451,274114,341900,184734,373846,177418,271861,146427,140019,187292
4821,348947,166744,255127,301387,109490,156716,282195,161824,354750,178246,137417,150982,169371,264484,410853,251460,292654,340766,224062,156653
4822,289045,151080,207218,342720,431222,358894,279110,283620,365866,300756,108861,224931,191759,253534,219729,412354,145875,161143,177189,412355
4823,236697,137455,238302,428249,344311,362660,331349,434477,208147,276588,423181,335967,203577,150111,205800,330071,181932,316093,192014,151929
4824,296595,162838,213411,211989,233471,216777,416559,389427,396771,137757,416210,111460,303384,111289,303212,366974,308754,116786,353370,439458
4825,139930,291546,313741,141599,380049,291717,342701,318447,251728,227435,238428,257738,234379,285277,359027,375794,206629,425740,223498,405390
4826,213865,358077,347046,248042,140589,173315,381478,404526,333979,267705,143569,138181,427206,137968,271117,398872,347045,392999,335809,167825
4827,345993,179602,400785,386965,400786,253082,345992,311637,297606,297,326151,220650,351576,326158,365172,215432,231190,210873,425889,142663
4828,191647,431599,400781,370072,302852,357796,276580,267702,229833,287283,261419,139832,163916,258650,188207,259764,110934,165566,158093,219035
4829,110462,302370,263821,220947,247765,438793,381019,315718,381020,420030,347500,239213,343969,398554,365991,367797,145685,249731,371184,269397
4830,208326,349630,230020,432052,346764,192700,275395,430215,182912,409632,422534,166594,171993,376573,182911,183433,165994,277392,137483,329294
4831,393002,235659,341407,157198,289893,395948,150193,171557,172248,112680,304623,345445,367965,196732,436029,202837,170843,282826,434790,247183
4832,391054,366315,110784,302700,358070,278662,268311,271117,401910,215513,179802,243898,333979,367460,335809,335646,307907,115948,427206,1745
4833,170272,385294,354903,213424,360274,361979,361980,1084,298395,315563,153926,259472,401747,189944,335488,329894,190140,401579,427036,184894
4834,400957,291875,439971,332537,297290,366019,328638,317547,386979,305989,114042,183318,196676,384694,326176,379369,342880,222925,347974,139440
4835,473631,461463,474395,470934,484585,491772,458758,464079,491198,461015,471008,494691,488149,490437,466169,473319,469557,462164,486658,482034
4836,368137,193241,336140,345293,352869,330418,158709,386293,211657,436380,203923,358556,219710,331690,371651,215015,324624,336297,344658,391403
4837,389632,172386,380090,235811,439994,184370,518081,518112,271148,358585,197293,182428,194080,228506,518167,393674,140233,518082,518138,409771
4838,236269,422063,183869,328977,354000,204704,189646,228932,309406,305495,113548,142624,222750,328983,108832,300727,277786,247797,147367,224295
4839,372409,205796,197498,261345,410054,332868,157773,279033,288265,326478,397955,270928,351730,354296,149171,334715,205200,365358,351729,306311
4840,151880,350272,324452,222547,293316,299384,2070,288659,166293,274692,195710,279648,227143,244536,308083,116124,158394,373529,313095,312928
4841,160631,149839,281928,239343,353037,285826,116434,308395,260112,399243,417943,304808,112866,194260,251077,160378,220061,269527,334060,206349
4842,244406,346322,252649,211842,389925,259569,292180,309401,423194,351587,224323,184243,161084,387150,202953,136,297445,311486,437239,232929
4843,283107,279997,514784,514998,440126,211659,214502,142951,157871,354001,401291,191153,234674,233591,212020,173970,337258,188371,433182,353844
4844,277099,427954,186326,202534,185882,282713,110308,392379,302215,392378,354613,390727,340788,420266,349957,281480,209216,401929,270864,249477
4845,470657,491566,491751,491221,469990,459455,472769,476517,464705,468493,459891,485282,459949,468140,473194,485747,494233,481358,471200,464429
4846,109533,369937,301430,113550,232978,305497,272557,260967,169238,394872,166522,309259,380402,325497,263610,243687,239736,183084,311317,147731
4847,271868,206919,140225,261195,216391,414288,183357,250301,267756,391391,399811,188360,321659,176023,116255,308215,190383,208750,324610,290876
4848,481688,472850,462950,463467,480013,474832,476910,490559,492235,458114,458137,470960,481201,490076,494548,484280,463616,461438,464384,462671
4849,158297,240426,310951,509939,321996,431207,328254,240505,197958,389411,235654,191228,421597,151816,284921,157500,241840,439455,259445,345658
4850,367332,221095,326795,239624,383690,229674,261061,154662,150815,366510,403918,271448,403917,322961,185678,289083,212381,179400,237737,172024
4851,198408,348957,367478,356206,173422,237305,370876,161817,246693,194044,310051,385178,198907,348792,179619,239362,175750,430205,276910,370879
4852,433173,347965,257148,162631,215210,309239,216339,416534,273948,418949,397625,178750,209987,291855,149973,394134,425314,273680,147982,219706
4853,110122,302029,390877,161978,333778,384342,112360,304296,139643,110303,302210,376896,219583,424023,115807,307766,407498,198958,170711,141294
4854,155328,158645,200692,400622,313569,285101,199795,166878,233906,338186,283295,284922,389243,435122,375456,173071,305293,113346,290654,291383
4855,397277,365692,228984,368922,281543,342537,157444,338376,425582,405245,287618,412341,269303,171035,317377,245726,210651,334391,221681,190413
4856,165070,153161,257857,180184,344844,145212,289233,385811,182518,393176,287155,222297,386128,276763,251682,169574,146005,360602,281255,362976
4857,188185,280491,422196,235804,391856,206544,384683,143870,359794,190008,223050,395161,276379,322785,252889,201134,426401,422351,283920,395167
4858,169371,251460,161824,156653,109490,301387,426886,255127,264484,266818,144313,137417,348947,174295,273207,354750,407816,166744,110458,347342
4859,291855,219706,178750,425314,280980,174137,237861,359175,433173,162631,155607,257148,347965,348972,266556,258188,246453,285609,154311,216339
4860,341902,336279,249989,269935,428897,393478,374024,246814,362942,249139,164460,174987,334226,257733,153630,386277,245348,358547,299878,2567
4861,285090,257186,388412,402500,396941,325816,228645,276922,229533,250745,177739,321989,249211,411832,213936,416177,405221,363280,357456,435467
4862,110002,301909,328823,422542,410408,139899,318053,383536,387309,361472,171627,297630,321,262703,322,297631,217165,317901,193143,413338
4863,333626,233324,370874,339473,390398,194354,306315,114364,372746,156541,306453,114503,209145,202529,303352,111428,376403,334889,284422,434002
4864,230959,930,185843,298241,413322,225033,333619,159807,385006,288508,423190,390241,426403,215697,162188,183266,329450,243605,309727,281395
4865,335355,427064,181522,110482,302390,240714,236080,183605,340947,283599,280906,191594,413638,114525,306475,192423,289344,275037,153741,275055
4866,206629,425740,359027,375794,234379,285277,405390,223498,201411,425324,157320,379195,291546,139930,291717,380049,313741,141599,318447,342701
4867,180589,234711,271597,299903,2592,378210,156589,199950,321024,364536,427378,434178,155466,177063,378216,360301,371200,361819,337541,281266
4868,228316,267610,233611,148846,421886,161657,425316,412175,153263,305817,113871,181615,294258,365009,190062,155104,363768,143759,140862,239303
4869,149599,413162,440436,233880,272902,236676,270764,217962,514334,514322,283109,513983,340147,395173,287262,391872,239002,292031,207903,422073
4870,1449,298760,166936,376908,335204,194439,255113,390734,279813,365845,141556,381339,312287,1446,298757,423718,362008,426902,265249,235293
4871,204365,110269,393307,286997,428735,439431,338013,307734,439273,439430,107177,404687,244753,280675,152409,302176,280911,143214,157471,158768
4872,434462,420233,352367,200575,282122,220841,382835,155851,140044,142352,349116,407981,181906,346754,432635,395777,138841,390866,199201,438177
4873,379358,311476,322291,197875,178048,289870,342707,375795,357800,297285,283610,170644,240790,334470,311300,176829,332371,421915,311477,294101
4874,76609,6725,120563,93950,54717,103912,96393,93682,93958,122411,6781,29719,55285,9420,63186,86484,86090,9407,121017,39258
4875,325626,379029,311134,364865,386793,425156,275271,375626,252765,439635,281559,412335,311133,212739,199769,325318,364864,285109,113699,149781
4876,106238,29727,9408,6897,172534,86855,26910,29530,83916,64998,9440,83969,106353,52744,63096,200382,94207,105844,121777,313922
4877,440427,387139,412331,422048,375934,348975,354135,329124,170301,110945,302863,412968,157302,246600,268593,416692,311773,384506,233804,432038
4878,258331,316110,436064,298268,957,411218,356553,264602,304003,112072,149448,180898,399535,324145,344166,227738,323986,269008,220615,420617
4879,423356,390554,112041,303973,204120,361993,266245,155788,192772,239553,401433,364408,194336,276881,419591,392197,383683,315567,199129,241337
4880,405219,181531,275840,168120,345626,421227,247089,237110,269403,374200,198981,158718,435610,379008,226015,244257,342055,393646,336444,368765
4881,348488,338190,288089,400457,275003,214220,284923,217865,228065,318287,202596,405235,364683,322002,239713,300223,2906,178388,353515,338189
4882,418313,342377,113369,305316,194504,297294,242700,317408,201982,282411,177595,394694,393990,326183,262414,235392,336954,207217,439978,293958
4883,54687,39062,28470,26903,122603,104058,277822,349774,54760,80254,438648,208825,366325,367649,39064,312773,251184,406709,168539,64992
4884,468493,459891,459455,485282,476517,464705,468140,469990,470657,491751,481358,491566,491221,494233,472769,473194,473511,459949,481049,471200
4885,280420,233768,207039,362662,267892,378205,358085,205371,110628,302540,139916,266157,428108,271410,236122,272139,147801,234324,399510,435887
4886,319843,378031,347663,404042,172432,356525,250223,373214,188253,243097,195582,349112,196671,144172,388949,198155,138841,195384,295224,373064
4887,339483,109321,301217,277599,185447,438038,631,297943,359803,339327,340465,292672,390570,339329,150864,203822,170906,274672,322958,246419
4888,144221,251158,326810,289104,249287,172457,397984,401453,343536,271078,395338,244035,233213,410716,229143,356068,376584,418795,227816,318953
4889,143740,196162,199783,171185,195916,159148,182583,185818,168836,166376,181720,113327,200264,143225,156065,142239,182712,142589,185152,148479
4890,486659,479045,473503,486677,487848,469492,489388,483507,460767,470560,482714,458262,428898,468771,483469,483723,493302,396613,197701,479022
4891,385499,218836,362345,210174,423381,232229,284958,235396,362189,236680,367499,231334,426921,373084,265771,327292,139006,212347,155538,392392
4892,363759,348122,363758,254364,220323,437062,227020,150436,300718,108823,212486,227027,325471,326154,280981,418771,394671,181727,359178,278267
4893,488848,467905,490309,482919,484260,467470,462823,459422,480523,488007,488661,479181,473357,483639,457871,472118,477953,478499,493603,474379
4894,376087,437390,177312,138618,109668,301569,202429,426080,238338,195537,138756,242029,178012,322629,387151,348133,159742,349149,196941,191665
4895,341918,211222,405082,277103,237684,518928,402673,439450,518933,418296,518937,183005,386642,341917,418292,424861,263967,274279,305297,113350
4896,461292,485825,487782,478449,481845,467631,469488,487442,477932,458858,490959,487981,493129,477933,478405,494834,489563,478473,473627,470961
4897,420258,227254,387782,261961,395494,401923,148656,294756,209216,438340,169482,170134,284614,310217,392377,200834,354613,208503,216482,265314
4898,153525,243792,225121,228269,223991,222174,193761,206996,216534,200479,211610,183618,1740,145699,149126,180332,182906,185260,142274,159557
4899,230614,399422,261839,384730,362976,320039,222297,357160,169574,384886,182518,316743,439295,204500,145212,424532,172372,251732,439294,156445
4900,381321,172463,371328,344129,413787,330233,321312,404198,147408,109647,301548,167991,321318,203823,224996,432796,333902,404348,346896,407008
4901,164545,267815,169492,161937,187204,155327,228173,283269,152223,243312,354443,173633,268986,339313,390237,204823,145893,318022,429891,268592
4902,428593,352236,364716,142175,115985,350130,307944,233715,219605,169755,335991,350131,319579,337559,385967,384372,2282,154885,177273,190240
4903,363282,363294,435469,325129,369749,154058,405224,303364,111440,374202,182947,353508,195409,324954,211990,244566,110448,302356,358705,424844
4904,354610,109325,301221,143404,401925,310064,290152,166356,392375,220121,260849,178509,258756,172043,166313,398440,278703,205362,361570,140813
4905,401938,149929,191620,204995,251099,281106,352228,423383,243024,340957,299421,2112,406229,148751,435904,246108,426922,376748,284959,139517
4906,430581,176622,358387,253234,411188,293410,321509,396447,113004,304949,191495,196578,262463,374959,266441,421088,341568,296421,142970,316720
4907,188317,347332,202116,346583,236407,323939,194350,277615,401569,364393,177048,247781,140164,302196,110289,170731,360098,249082,419881,387759
4908,324790,215611,400282,222446,338035,225533,331853,331852,389067,331851,362478,383842,404888,209473,336606,177294,256660,327935,283131,330760
4909,169188,427067,419609,362338,316097,140334,344151,362337,259427,282726,268823,390892,239436,166449,159526,147654,236083,256425,240986,320749
4910,412306,226557,195584,168095,430045,265179,269456,144860,270027,369400,114764,306716,314747,217099,279623,397771,228640,372219,224055,185795
4911,334728,413158,405892,227601,422206,171414,517495,160918,384861,283756,369577,383355,287156,422219,199881,137155,384860,216448,177354,403595
4912,487849,492366,476915,460011,487831,486554,490704,466676,492236,474262,480878,460717,462004,464668,490328,487100,468964,494066,458707,478454
4913,247219,168435,349772,302043,110136,230163,348956,154112,367321,352203,312278,254923,152544,252240,179321,277011,271165,310209,422858,185778
4914,377592,228700,387631,310070,266271,137923,346928,284454,239247,110157,302063,244760,153831,311808,362012,315583,165165,351752,271087,405902
4915,298260,350121,949,2102,138612,299411,390904,110652,302563,207261,234037,205005,175639,329466,415070,315773,398294,280001,323978,398456
4916,244848,424860,324963,267392,436736,350763,421591,176183,261998,290105,400453,317203,145992,411843,350098,425403,372152,318294,243123,174151
4917,35363,26394,66253,9666,9933,65365,9362,28270,96745,86589,28542,104183,51958,38958,96013,98111,64694,106250,39319,104010
4918,335047,172964,177687,314907,241949,359801,155623,283281,114514,319237,137552,306464,417506,192343,109311,301207,351745,410553,387609,367488
4919,281232,390865,175662,239051,367798,96793,395776,360440,411012,298397,112188,139577,327264,304119,333486,354911,1086,434326,278972,362481
