,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1578,137967,152512,344222,114124,306073,339398,344933,110373,302280,413711,174450,324544,308320,116360,164706,188232,438111,170816,269704,166822
1579,110068,156169,152642,152992,151650,150606,149954,144047,144724,149606,114791,141200,114454,110067,116375,116376,142098,116374,2015,114453
1580,459333,474766,474382,490739,487565,479974,475041,461969,484972,467635,459387,479213,491654,473868,494516,487143,480930,474314,487142,463845
1581,213138,291295,386535,427273,117008,236578,308976,160030,214911,375855,212742,236128,297174,261797,300118,2808,389500,432418,153701,325883
1582,336223,219600,292936,292935,402007,331789,413416,370645,378144,159045,235683,370644,329855,367904,347606,374633,187674,231770,174721,206355
1583,161126,192114,269642,266730,237330,163722,197619,225491,158624,144728,349678,285167,201354,221017,367548,364421,188575,284989,193764,352585
1584,286370,330511,439339,429479,193157,337437,168727,331420,360578,150918,269017,198573,400523,262933,269794,275307,423431,170603,155866,186674
1585,237938,426972,438741,142038,293076,153497,191741,426973,264696,176407,374889,245815,284847,385877,261840,216004,114292,306242,324702,313494
1586,241126,367909,231967,239116,244319,193109,366428,174671,231770,174721,187674,206355,374633,420684,347606,231857,320818,137527,381913,153011
1587,250232,292101,286781,706,298017,309462,380460,173955,377799,213597,409226,412410,141647,234119,208969,188353,248250,309803,292100,315117
1588,190605,337039,319945,342961,302803,110887,411461,360854,195188,138473,196244,147122,253741,205196,231146,375390,332478,117040,309010,266793
1589,3544,12849,3948,56120,60319,10517,3547,16196,20517,20195,47401,3790,47523,16189,11356,13573,12816,20098,53233,13470
1590,213453,361114,149362,401202,156139,376346,309831,243825,416943,361115,263381,433447,419544,401363,240645,322376,294512,281336,343096,238864
1591,327498,191775,285163,243532,238911,192684,367541,345354,356260,371080,406768,221873,437931,192299,439003,175055,406915,367701,204178,256599
1592,113589,305536,238115,160004,109885,301792,527085,157999,322853,178625,295132,335555,440775,196985,182913,284137,220873,361416,197774,286557
1593,422619,148019,381917,324731,361941,152047,377321,378148,224277,150174,275376,1867,299177,179286,253829,428683,268578,312390,417564,355683
1594,335250,280581,238360,245887,165109,305356,113409,162992,387503,279395,376129,259705,330969,189550,373433,234537,207707,204862,373604,318335
1595,331569,183178,324835,186050,226342,293354,249857,402082,241139,382031,364740,285333,257924,364914,212493,399866,198771,254475,260735,183321
1596,226002,367549,146118,420480,372624,313638,186217,116173,308132,438856,263278,344196,279769,293051,218786,307982,116023,367869,257756,142502
1597,314336,424081,162011,350354,154564,237696,212861,232796,389310,287846,426781,165332,279320,280519,341155,260451,243407,358143,211429,212774
1598,435814,341177,150322,180914,395873,421006,116509,308473,141102,161774,177870,345207,243426,218479,223144,293074,316183,147454,243516,421007
1599,392609,379922,375350,375513,389822,396671,379923,368674,405136,372990,386873,396824,379921,393883,401018,396823,398031,392605,393882,495751
1600,240497,172033,163670,373320,216054,266476,329220,394210,240784,333412,178676,329060,405638,432591,300948,109054,351322,115639,307595,309644
1601,150410,414700,254978,151011,209605,152491,388504,318236,440049,242414,244629,297211,155185,222053,246400,258152,426012,256929,141709,210922
1602,211520,194387,725,298036,294975,196013,294836,155097,369485,179124,361197,229733,329222,200592,278448,145381,410285,152896,318361,276051
1603,268994,199960,433597,382937,317816,289777,226476,300963,109069,344252,376512,309997,170402,390339,416949,315143,183682,170273,244507,417109
1604,222209,395244,324213,422794,349211,215022,113961,305907,315831,216776,218893,159097,263403,211656,197372,434411,312527,157498,176853,215628
1605,186004,269217,153042,417716,146039,250722,256434,188037,193873,158995,349538,277909,323049,253614,156050,116053,308012,374306,340559,229129
1606,165108,411086,428796,420822,313821,352581,269123,392899,426768,189631,188205,171910,210794,355293,264178,378924,381723,393073,287852,217568
1607,67,139430,138234,117155,136912,117157,112747,117154,117153,117156,204,203,206,108744,108745,111663,112748,112749,117152,205
1608,480261,458185,494580,491163,497635,461844,497612,497630,461641,479652,497619,497632,497620,474135,471848,461990,489282,497610,497638,497617
1609,138997,348866,313148,373605,390948,361420,155243,225457,373606,279533,340201,428149,343718,186316,265602,218021,378269,417683,329185,206169
1610,484852,479467,480130,494783,493980,474264,478880,488606,476770,465269,476457,464896,476358,459614,493079,467998,480532,464426,486583,461535
1611,279962,263557,409968,294494,286524,420119,248531,256518,210926,310851,113235,305183,267665,191477,179743,348544,158322,357521,152060,168027
1612,194805,327001,349353,381405,392424,139695,265058,367065,318806,432556,214707,356263,240138,193615,315633,265915,159875,366558,276424,177852
1613,270209,152392,391951,348223,177325,239785,236936,321750,248153,363377,218448,164155,196762,325728,200401,200823,404443,197992,252471,408915
1614,419220,397710,279811,389333,332628,314539,375535,163276,162920,241514,232608,353258,151749,196503,208742,270477,365261,414529,229098,232036
1615,173516,395075,413209,376130,305538,339061,313150,113591,355801,422937,339062,437444,270812,351944,387504,440619,145575,221336,224844,161806
1616,209484,186933,232499,157804,218019,160542,295124,315474,318812,376303,208644,214154,329815,361515,295140,298624,1313,349191,359527,323002
1617,47573,20358,17028,13509,13563,73390,12824,73207,55832,16213,13805,14004,16076,16481,40542,40545,3960,27331,40364,10553
1618,428021,419812,392777,228635,359250,283850,279327,412743,390154,156992,229465,272663,178006,236789,380642,253404,291947,173759,394209,207416
1619,304729,112787,145663,266399,273769,404992,380152,274055,277851,350550,149427,386579,414213,375554,325755,185300,400220,146085,386739,429679
1620,136730,402122,54614,436128,188190,380151,418717,342963,323261,197911,156598,163225,150704,281760,261045,110720,302634,186907,328366,499220
1621,145469,440508,305394,113447,278069,412422,199607,111844,303774,354233,212221,373641,369841,377348,376351,262039,251846,440507,273776,140230
1622,168700,372640,234312,198645,397022,228558,415750,368019,344362,332263,285532,185167,349833,362720,156365,213647,192197,411584,229555,396022
1623,76862,5594,36711,64176,31817,44577,74348,63987,27802,60544,11474,84392,77449,101725,50729,31816,8211,102534,11563,11539
1624,433230,417848,236009,294820,179128,381091,168202,211938,394911,236859,401649,437445,317941,426120,413211,238218,163470,370133,422573,153346
1625,407101,220042,408415,336696,352946,115051,307006,112123,304055,223091,154622,372342,139335,344548,232212,350027,258158,206001,368053,350028
1626,459128,467997,482513,472424,459267,492643,465363,469061,460566,486636,413048,468055,489160,460360,471584,473476,476592,469286,472136,468565
1627,459098,489059,489058,484800,488572,487681,480789,482167,486419,486860,475701,478269,470016,476745,473691,462861,470342,458527,472990,472536
1628,281578,432765,142745,137443,360772,244855,437491,359901,419831,365940,140987,109449,301346,298204,893,318526,394798,417451,249006,427005
1629,263973,434571,387984,208556,399350,341020,403835,325073,413572,269362,241189,204061,399755,393764,181410,320961,434731,261439,295854,339564
1630,63766,23833,50847,34128,44443,50417,24253,50820,47503,101201,41351,101507,50288,39504,50414,3959,20537,8129,11505,44472
1631,294349,485415,480844,491637,479135,472149,464276,470115,486095,488433,487464,489101,111687,303614,489574,474319,468141,493867,476788,464745
1632,3032,150261,148063,149827,143637,142645,139692,136839,140595,141159,141417,138983,113124,138044,106211,113123,111213,83,111212,84
1633,378613,295488,229499,250343,347435,327013,256287,418196,168193,284665,313479,201350,367559,415270,376629,150616,181247,201535,327691,144869
1634,306671,114718,157617,185326,267491,145438,187469,188848,143072,201818,211225,176386,240456,234842,331630,433084,184341,357884,284520,229722
1635,287949,144428,211635,219395,378786,413721,431141,384440,307019,115064,247045,156946,208923,344547,146595,250522,177870,179414,391162,295666
1636,166819,182727,175727,181368,161415,169399,177882,180567,151448,158534,167992,145028,176897,701,113081,137491,141421,157785,700,149873
1637,207822,277789,417410,246344,195267,245425,282434,234821,373759,140167,428155,381094,284316,201706,366390,279774,236356,426123,218397,1660
1638,405962,312215,180139,226279,267197,198871,367085,306580,114627,294841,369345,310143,222680,248391,428331,402888,257329,217039,252628,265993
1639,473370,475889,459175,469316,490242,488037,462184,484949,487544,467373,487543,473219,471711,494534,463952,480654,458229,489695,489751,477294
1640,363855,381132,412585,294363,224251,402606,226017,220289,437158,167194,394273,335451,225984,142236,300976,109082,206250,218017,335452,402611
1641,177638,393881,363529,291608,348040,353413,229859,260040,346212,325707,212534,332074,222559,224500,240835,253213,142891,212897,322180,320236
1642,294516,291965,163535,409986,357222,361118,236728,34119,376514,141071,32252,77412,215499,377351,149851,307605,115648,432437,53526,111846
1643,177586,189835,357702,144861,315276,145507,301466,109564,329038,425465,405796,357701,237277,373617,318197,211490,332433,394763,235632,174835
1644,291778,309298,230401,262461,250964,155693,150597,182993,335090,252069,401171,353884,261875,373129,343232,311545,425455,321710,320225,279788
1645,437658,272887,195066,154871,109604,301501,398684,361934,385428,196831,398685,267427,385260,209464,273179,344261,195451,246127,202149,143038
1646,248052,257053,433093,195579,341039,219506,273567,352305,152242,201057,306263,114313,395432,282939,329544,339571,213094,200941,169757,254025
1647,315814,413693,144836,151875,312835,403797,262302,245834,399560,339377,154978,315815,274693,296317,144197,296164,318993,335871,279861,372789
1648,290161,368372,169987,358308,247893,411448,180876,268706,259633,213669,325050,439203,423936,293515,336863,418702,404278,344551,142334,263203
1649,428149,313148,348866,138997,373605,390948,361420,225457,373606,279533,155243,340201,218021,378269,417683,343718,186316,294809,265602,329185
1650,362232,178521,308149,116190,252942,280106,345193,375040,146260,226818,284835,177855,299470,2160,347429,146464,180336,324526,227475,318998
1651,368373,314024,143273,378949,431456,173691,344919,185823,314023,209563,300150,2839,360582,344741,344740,158400,196344,436450,321417,254483
1652,268324,207673,201626,419669,142005,382927,206496,186886,430458,424587,229999,320382,276634,309470,322047,342120,179572,213452,375356,342264
1653,303630,111701,348586,360670,303467,111543,216074,236606,340572,148189,317974,155002,365303,216478,376353,275775,377354,258460,320573,162069
1654,47622,3311,212377,418559,12923,3197,163556,386208,10495,197971,218814,53378,285853,16477,10474,40438,20366,362741,10447,40405
1655,73607,32100,43685,32251,84206,4852,64293,4632,32101,66959,5871,103484,74018,8154,44960,103716,81085,53595,44971,21317
1656,188670,416109,396197,179087,293685,371539,248610,158848,319621,203552,213389,232036,156062,247113,229322,188755,270477,337436,232608,429655
1657,195417,406111,180549,171132,200219,417417,171137,327530,394767,440788,144969,211304,229064,348717,312866,180836,318507,145340,214368,392267
1658,7504,101710,77431,44955,218933,74001,35892,99162,121884,120441,100302,99381,98371,99682,52885,98817,72639,72090,118209,98042
1659,382748,231759,200854,375507,213746,394181,311177,439691,360724,436418,282714,409210,293826,174864,372807,231501,368661,321383,371872,297157
1660,114455,306406,420685,427165,395267,319503,158605,360383,374634,192374,319172,148092,385892,427166,352474,352473,374635,413422,191340,219743
1661,235872,142407,400338,424079,400339,198442,431789,170740,143863,273457,386181,255519,297171,350158,319606,379430,384925,236818,396341,137765
1662,349184,214536,381088,295133,370451,399134,423249,259705,410601,395381,376129,207707,216353,438379,265502,152019,189550,213049,333213,242793
1663,218626,423912,276520,193059,404261,341154,324509,332075,339843,355291,225198,215255,137837,415745,273804,344360,367701,406915,236409,332076
1664,432389,410908,356412,212651,307816,115857,367216,331078,151956,306349,114399,414009,205686,414010,390933,345163,330477,434210,371230,428783
1665,474235,479628,470279,487015,165946,474818,488088,494037,465272,485134,385859,302434,110524,184192,438085,364581,229616,372786,154539,433732
1666,283858,247621,226236,213365,354387,204274,425241,437314,732,298043,255041,390494,324229,138543,267431,361211,227971,113620,305567,322879
1667,364012,369500,354229,294678,373638,291962,147758,280166,273477,262637,273518,348735,227423,294513,244426,340884,405648,289662,184796,232528
1668,175808,410602,194111,339204,225526,258892,150042,349186,292573,428315,362213,312021,203592,376131,328850,110191,302096,372462,359700,294806
1669,251016,414375,307247,115290,307246,115289,427593,347898,337182,253010,218585,137323,269898,187268,182375,342615,337940,317288,244137,262569
1670,112575,140732,140660,138478,138960,139179,137872,116993,136952,108743,112576,111662,112654,201,116992,112746,202,108742,108741,200
1671,306866,114913,299628,2318,240541,361798,336514,395555,345542,140215,249294,203934,411264,314167,257906,325905,263624,287344,271286,336352
1672,383066,401006,322035,425456,330462,380608,245004,323214,287221,239729,431104,157443,422256,389987,409798,382751,358767,297838,527,262742
1673,421690,246120,343130,171086,372856,411774,157028,372855,205600,256929,363228,297211,222053,297035,238989,258512,353454,379127,255335,310893
1674,278889,278233,341023,223476,434569,179982,423292,150452,374642,149066,383941,174499,170031,235459,355677,225114,341022,403994,250491,361643
1675,78911,36771,45553,41413,41417,5628,7766,50560,101487,21251,60567,81257,101743,101396,5629,11557,32388,56246,100164,66979
1676,179393,181556,154308,433734,258330,429130,337416,372644,266721,145076,239773,241287,256746,419040,199109,228666,201546,158698,158522,438855
1677,377631,273260,235237,288021,291248,235889,386854,217441,259703,311543,140432,338074,357354,183895,347871,234132,389967,348372,232079,393539
1678,176690,159509,354689,173590,137992,245312,275362,259229,251826,216382,361923,354690,417448,176353,211390,262787,173470,109764,301666,150957
1679,409382,369832,233336,140282,317630,283684,523324,523323,338262,246456,523325,520134,520142,323557,169251,364002,256357,217922,292109,168609
1680,267040,166331,314688,139339,350524,379628,332624,234839,285779,115345,307302,424097,304365,112425,270283,371728,311384,157768,112426,304366
1681,420509,287578,160529,177376,437958,312711,279767,188334,153013,233608,253210,401856,313040,349545,320674,264636,210275,206745,284356,226997
1682,430799,241721,160453,519486,152862,191438,161277,373318,322046,334959,205175,372071,194720,196875,173759,394209,510525,222118,238000,207416
1683,375350,392609,379922,375513,389822,396671,379923,368674,405136,372990,386873,396824,379921,393883,401018,396823,398031,437325,143906,495751
1684,290481,430477,318223,245065,228449,138602,430478,172844,326436,149820,176108,164109,274754,405658,354245,294365,333442,145453,255524,140868
1685,53598,101766,5410,45203,58327,77416,78523,64123,66965,41912,61541,33995,34148,44880,11560,32246,7939,64029,32245,50926
1686,91879,117875,99676,39314,117965,64449,120002,70556,64292,80815,90797,21250,31595,35890,121823,100377,117908,99934,120050,120042
1687,76998,16608,58024,107912,122244,16197,13574,13576,47566,3577,76997,16203,3862,13401,13245,14301,3172,69811,47437,53412
1688,384613,244376,328351,200552,362891,276535,388133,260873,195789,240624,279619,216495,170652,163146,240038,310878,353111,206479,388194,243634
1689,380767,158342,211608,298004,692,179938,113075,305020,253571,405937,267188,278745,251673,142650,244339,274177,329345,237782,374576,425783
1690,138263,409557,187302,245895,414841,209372,196316,207284,223864,342938,247725,279659,172750,414842,199492,196870,338454,388569,414843,254680
1691,270023,247527,324514,198889,178345,221487,310705,293216,230551,290959,167392,170360,313637,292902,228473,228100,399877,438240,392749,116344
1692,172910,230455,144613,316495,281201,395725,153662,200224,161708,225131,293083,159604,151563,427309,221717,397039,161963,204586,149473,272655
1693,273410,439891,356928,216950,343921,240798,416623,373022,371902,187817,112779,304721,258191,388498,385124,115367,307323,281738,387231,363375
1694,305880,113934,228325,248308,366565,146584,234165,349189,167351,432113,140884,198523,420313,170025,339208,235145,403646,312503,395218,184315
1695,219847,2501,299811,142004,229867,264711,280335,225090,345549,140254,368217,325057,391330,371267,162270,276402,250120,339872,243754,436106
1696,151563,204586,200224,221717,161963,153662,395725,397039,427309,293083,161708,159604,225131,149473,230455,427134,172910,342789,207476,139884
1697,262115,340050,298184,873,333583,174680,243796,141139,390326,398505,402888,248391,340055,274218,432739,252628,217039,148816,224393,149557
1698,336343,379089,275179,141013,136837,426770,336342,356426,143116,169826,407890,508734,404111,391299,203816,205366,347573,313822,207245,151293
1699,184896,359396,201096,312052,398795,219838,440489,227548,377960,174461,220316,191306,175880,238043,359395,348716,244211,217221,248157,210093
1700,151933,242865,234408,216629,231616,229801,202944,188701,199817,226420,225868,227205,137498,175854,186395,159693,169989,182224,155915,195012
1701,221783,384625,279967,152692,255211,271835,325750,232575,320112,388266,146418,139994,321441,347910,183116,439553,313859,418569,138048,320120
1702,433027,165654,341614,327658,245019,230314,171191,266784,355128,336340,419195,202581,397517,152039,252413,415737,355129,314518,169505,137003
1703,394262,402739,387381,335120,323574,363702,288237,153222,357082,510762,425828,248562,153654,214826,396848,174626,141485,163438,422151,409410
1704,173615,399139,176944,208067,110192,302097,392254,367067,1162,298473,313313,189069,217834,147609,284658,138630,292575,420312,260201,376301
1705,424294,396549,272155,406335,198982,208170,348237,429846,429845,348407,230670,229377,337348,278542,173894,247776,389869,142067,183368,346239
1706,163943,191959,242146,390161,230640,309816,369834,185921,267574,398349,287148,387527,369484,301124,109230,252912,428175,365916,307669,115711
1707,250635,316643,244787,296834,183757,244983,224602,337438,415943,439340,165869,276477,427123,218340,2830,300141,261532,268946,157105,178376
1708,287852,264178,179730,166706,171910,282697,210794,352581,420822,215994,411086,217568,355293,428796,165108,349676,282876,156356,295971,2481
1709,100052,50512,7592,41377,4519,7450,23841,7193,63740,40462,4518,103720,40311,64369,7740,7871,60260,69657,5838,90604
1710,1545,298855,417447,241842,191298,323039,364348,312383,232342,114640,306592,216064,327057,234747,361921,428830,428829,229542,155172,144875
1711,402413,332941,228840,389833,343588,191891,240448,253728,149424,223395,288368,351154,242048,185932,230737,188318,166762,377332,236473,379931
1712,161585,344257,113619,305566,440657,157057,211974,315148,383102,425661,151919,220284,237428,307611,115654,225055,218000,230562,153663,109438
1713,438101,214325,430811,285979,257294,236869,406620,406619,329978,420491,347580,340852,362235,278702,180434,430654,217469,434713,143032,163420
1714,303794,111865,190047,252114,139108,359740,149479,298205,894,196475,271730,360773,339108,188954,361287,222326,367272,404638,310009,167276
1715,276904,189174,406916,288998,258068,407888,152977,361705,191265,261547,179839,384410,310702,160724,352591,253675,438718,190575,165064,221753
1716,115916,307875,230317,204937,318539,139634,192912,370012,361940,216281,273811,286205,228564,417563,270220,324573,312909,269957,377161,191347
1717,151687,242301,142001,284687,393924,218563,342010,240095,368222,246957,345392,224074,296354,201879,302295,110388,302294,116696,110387,308664
1718,420811,396004,187095,306516,114566,255242,229159,393056,208405,293203,352433,367539,236025,313802,276469,260214,320627,220628,148589,260019
1719,384078,288148,141356,281048,352264,385689,295460,403798,1828,299138,181566,156417,284813,318994,196134,225267,149737,410921,376464,312679
1720,189813,238108,322723,318849,239645,349066,398527,322878,344407,210985,338931,140877,252580,341026,173449,428502,292608,223611,197695,144087
1721,352938,171138,397357,356271,386556,235824,330666,207193,377272,110700,302614,395710,220164,221517,341318,319470,266497,372676,400526,112272
1722,380944,431606,425467,425069,312050,273614,294663,361098,354065,153464,434092,283979,219963,203892,432726,158740,401498,376807,338432,216818
1723,352292,252301,164502,298503,1192,187173,148867,233777,142768,383610,415135,287590,406639,327382,324720,437965,429001,324721,150416,410479
1724,315509,268389,370161,405974,153293,365936,373970,398676,143310,211683,284013,292608,318853,240726,154046,394787,140877,312375,187372,349066
1725,477098,469102,481936,481669,474138,472125,463108,492245,493045,494807,494821,477471,487065,472472,469811,479488,480843,458757,479151,471051
1726,187251,257424,215147,253314,199551,212133,155253,250621,164402,198875,205232,161522,147889,116358,221322,249403,144859,191682,195183,114924
1727,332485,358485,163109,282937,144109,285209,194321,112790,304732,406328,147326,360944,404994,368707,159056,285201,314033,278205,325758,258512
1728,437944,143903,142859,188081,407566,262419,292445,479959,219694,420175,188628,407567,220148,222584,151877,149166,1694,299004,344061,385236
1729,168538,268816,167707,207453,344236,376644,309986,268220,417699,237513,240744,437470,343737,357712,317959,270090,1371,298682,373954,202005
1730,245167,212069,232266,277985,336515,164512,190485,303881,111952,396025,193374,251697,275674,392757,384432,310392,364759,161162,114914,306867
1731,191286,437454,387358,440486,224153,278287,409374,182776,219093,220005,338755,338754,312051,398655,340042,274332,283980,197979,434234,294664
1732,486968,485878,490633,474737,483621,458712,493434,473688,468595,480676,478724,467910,464635,461385,464049,475634,473746,468859,474186,460145
1733,182673,432924,347283,270968,339106,150598,238381,360034,336059,261418,410299,191165,197953,331619,154255,222583,203665,280114,393254,377146
1734,437458,257133,301633,109731,212620,327354,281393,246105,318343,290611,422431,238904,199223,383251,201201,322856,333075,286216,357522,263183
1735,392636,144471,410152,246222,202776,326587,433468,388793,203110,213774,240814,407298,189102,314994,377521,357554,223972,254891,367108,428058
1736,418209,434722,430671,250909,296195,360198,366409,320799,143014,408084,316010,144802,256382,426799,255213,247208,335895,370643,176069,215379
1737,252947,260166,211598,162661,233963,152326,386200,408060,431276,316334,199947,84564,178742,357989,371107,261521,212456,207986,314012,331760
1738,234124,269288,171794,262536,317821,187532,211959,203432,346378,348414,390180,392315,291971,211535,228655,139085,380977,338284,208648,278857
1739,437613,183874,198234,159430,395553,420313,367236,170025,349189,170678,234165,146584,339208,159145,385212,229439,235145,203581,228325,403646
1740,311386,212680,278322,291441,209597,396356,158524,294178,435700,285715,353256,215397,311385,307303,115346,300477,108583,228891,191434,202427
1741,24183,53424,27556,24008,70337,47962,53316,102512,61015,32097,40312,20257,61335,69604,24067,76840,14777,100500,8288,76836
1742,254015,218505,146123,409705,259389,361116,322378,139735,150074,390175,290076,291963,194143,264887,216473,363846,145786,300961,109067,167990
1743,56412,28115,54155,61708,59321,25308,54048,54153,51075,96371,48077,108031,59710,74939,27566,351816,165067,11491,346841,64100
1744,285771,349856,435205,438880,523328,285022,435204,110552,302462,330337,394234,225664,157864,368051,259825,342952,330518,342788,293082,263064
1745,414209,431465,411460,386738,320113,316824,356299,245219,191600,214753,316970,209609,233816,282581,2524,299834,347902,431306,158569,414068
1746,300822,108927,155849,392630,309825,257127,218669,276156,185541,274824,323731,208824,171151,176490,145784,412420,311899,283370,227667,267599
1747,471138,458936,470326,479666,466994,474175,463974,465382,481233,476647,418834,472635,467627,460872,485020,483729,355285,404754,374851,158579
1748,143513,310003,218228,282229,361122,323887,365621,433604,407283,310149,198701,369502,166967,261158,407282,376509,412421,346696,440511,191697
1749,155488,354974,192985,371229,287983,275366,270273,287920,302584,110673,158059,345518,293195,287884,352431,352432,344345,226260,284983,354973
1750,459748,468887,468436,467886,468008,464875,465975,461530,466323,459052,461714,458136,462421,462361,459553,458978,466293,458058,458312,465561
1751,481456,473517,428646,480902,472971,329834,471036,494159,483392,492706,493966,410925,465541,471242,484971,462670,474653,191456,472137,472856
1752,141461,376674,437326,315150,257437,348907,422298,426834,367109,314996,357555,433608,213060,199790,253086,269773,335755,192603,237223,354400
1753,894,298205,196475,359740,149479,303794,111865,139108,190047,252114,310009,167276,195516,211439,339108,222326,165090,367272,164260,271730
1754,314154,349830,163690,266845,341469,431433,260311,341155,225258,243407,426781,314155,393074,212774,116494,308458,386019,439177,212861,404767
1755,255215,292269,437632,294974,298843,1533,344238,136877,235305,284161,177942,155653,212741,214864,434102,203196,265146,217263,145550,294843
1756,266640,385898,355678,396881,221930,396882,233370,289170,155577,427466,384114,219351,331962,184882,288088,355679,345114,313340,213806,157761
1757,110047,173631,301953,413223,142466,169813,221800,340528,284329,339214,252648,440631,312210,367080,193576,233328,322994,181675,354513,202054
1758,319946,248896,276786,151945,194902,386577,408924,353280,153365,248538,255608,180583,177139,378966,263338,239411,282579,222617,330692,328192
1759,424280,358635,190905,176960,341654,178466,326087,112438,304378,247588,325400,193030,264144,291311,142039,431631,244042,337767,371417,227656
1760,113076,191908,184218,189885,181287,183213,178886,173369,153360,180911,139639,171339,145220,176926,695,696,149532,158331,159732,150685
1761,306672,114719,388985,221647,259607,403825,114298,306248,252274,284521,278604,385729,262516,324721,159696,191205,142768,279192,144426,324720
1762,390155,377661,432589,235827,359406,183380,294842,433924,326892,249743,422592,242015,169283,392443,226045,323705,343439,366086,149713,437471
1763,164542,349223,166877,428667,312233,305756,113809,398680,438419,367421,364339,437648,209835,407585,149513,115722,1040,109588,140571,138446
1764,284184,227627,224889,286006,208719,374310,259917,247260,296051,170757,212158,224381,224201,138203,215632,233396,244470,271634,148389,249378
1765,392104,413235,426478,173296,335886,249322,227965,245667,167133,181763,258385,138301,204234,398662,286736,351666,417861,168941,233967,271890
1766,523394,523342,523388,523355,523351,523357,523376,523391,523338,523379,523433,523413,523420,523405,523429,523434,523424,523408,523426,523431
1767,252743,435698,436446,414525,161931,209160,356753,163521,209402,265296,356752,238372,412082,152110,337014,297182,256860,341822,360735,210096
1768,324030,194593,361896,437620,239455,230761,221571,213182,165485,417253,359392,146740,317782,145905,272247,292426,376961,434090,333579,235197
1769,360040,172561,341507,393427,374474,377154,209139,320669,406474,210275,313040,354850,394939,279767,145233,254754,340560,224078,312711,243709
1770,301347,109450,191818,260741,190500,223739,251559,1554,298864,259756,344259,250218,283871,228485,221085,388796,175555,351839,387722,390509
1771,325242,234706,258118,157398,316660,266218,165141,341487,285194,316497,222585,242160,343116,421333,217281,358309,353113,148884,423937,344553
1772,350515,297173,250401,206842,396514,287654,331902,431950,325027,270913,303257,111333,236686,276991,151239,169018,265420,379950,386362,180649
1773,313982,379091,260922,312491,257412,295961,228967,222097,241470,173871,292901,266933,393206,372643,260536,426617,246792,319457,407716,324347
1774,245054,283521,270799,260655,142113,240295,282627,354082,172343,174786,233635,369353,215221,161108,323874,377343,245194,260739,276072,377344
1775,403965,230699,175475,418682,217151,366879,193727,153190,302432,110522,219178,321067,215067,244188,374107,225241,246140,202924,250699,389137
1776,260386,239217,165409,349355,383909,225970,426614,140748,157544,406770,202740,327002,423258,250699,298633,1322,208800,329821,327003,359856
1777,405019,313197,312561,316035,193672,227021,197309,152956,148123,179796,399009,341364,247816,186514,382095,423465,186594,229455,161851,385903
1778,41678,40868,36451,60242,103707,7684,63848,40626,64372,53578,50242,45587,102467,53613,69934,100918,56273,28174,471268,57866
1779,153764,381907,360373,384108,391321,408263,429308,296344,313670,215922,174559,270069,208349,385886,199629,175790,385885,168391,313657,295494
1780,257997,140363,361886,275641,151891,263663,243477,390770,152282,176926,139639,173369,695,171339,180911,181287,178886,189885,158331,183213
1781,295961,257412,241470,228967,292901,324347,260536,379091,313982,418853,312491,426617,284988,260922,144029,222097,392748,393206,306359,114409
1782,197265,415133,233657,276597,193335,341508,273422,427003,398998,341509,361453,1191,298502,158276,208823,390998,114645,306597,279871,197561
1783,240987,287796,203951,191142,271630,178046,336032,190422,170673,233974,223594,146119,418021,370463,354516,354515,370464,395079,370622,255192
1784,493851,491606,471864,479798,476367,473804,488277,482282,489101,490512,468879,460670,493867,470115,136779,486095,468927,480554,460227,491637
1785,228650,188313,201306,379092,184393,181572,407076,253473,201561,349839,418855,236530,310706,251500,389300,162017,415757,276945,207357,377102
1786,337736,146615,246758,396825,154328,375018,140314,207959,177780,268626,168053,332612,379616,272063,430111,195879,282640,402714,149563,271315
1787,39547,70195,60687,16984,58103,43638,13527,43629,17767,20094,47572,69549,20334,66878,4064,3171,69842,13595,12921,108273
1788,411113,159022,142489,327877,523987,386225,523986,372353,178220,234766,196061,273068,400060,241783,296512,325253,197911,421011,434899,211354
1789,425678,429689,436294,289690,291326,414216,159431,172775,209814,397389,258563,258736,147759,262192,231811,236824,319953,169983,300156,2846
1790,487027,480608,480959,461966,489215,491653,472657,463980,465753,487542,461997,468294,465565,474869,483409,479307,493437,480975,470173,490770
1791,391495,264943,272074,397042,418704,378945,179363,435207,307093,115137,308476,116512,352948,219185,435048,408249,174193,160597,245454,225645
1792,327982,148538,162199,412074,332605,267089,274993,397538,145001,192568,416266,358603,236312,256658,427422,400506,389485,162921,336997,291290
1793,335253,338430,323695,203968,202259,323694,266973,195000,272203,402721,346506,322357,169285,139233,143754,394201,282894,394416,258131,335405
1794,208665,359095,155186,405640,288115,161533,440348,190865,271215,216976,377665,410286,152369,326241,312064,280147,410124,111673,303600,224820
1795,3032,150261,148063,149827,143637,142645,139692,136839,140595,141159,141417,138983,113124,138044,106211,113123,111213,83,111212,84
1796,62111,97152,39337,38679,120070,38375,17974,118293,38968,99746,121889,38327,120093,121497,118168,39058,98773,73800,90386,5536
1797,313169,354514,248865,244069,225901,199176,406107,510662,392264,359535,417414,211940,274746,138850,339214,284329,312210,362067,263471,407246
1798,368956,338583,359231,431585,188014,430262,311531,330804,286722,312198,311355,375672,185209,268762,272734,315454,391737,229798,315269,332764
1799,323566,137127,305747,113800,403202,188967,240492,381277,20690,298197,886,437483,207342,235846,440656,280766,247835,318219,148408,212175
